id_1,id_2,role_1,role_2,dhash_distance,ahash_distance,is_exact_sha256,cross_role,mse,mae,max_difference,crop_mse,crop_mae,foreground_fraction_1,foreground_fraction_2,foreground_ratio,meets_automatic_rule,decision,accepted_near_duplicate,gender_1,gender_2,usage_1,usage_2,product_family_group_1,product_family_group_2,cv_fold_1,cv_fold_2,path_1,path_2
8792,9642,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.49416667,0.49416667,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_e89ff6fbc72de7c3,family_e89ff6fbc72de7c3,3,3,data/raw/teacher/train/images_train/8792.jpg,data/raw/teacher/train/images_train/9642.jpg
9449,9450,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.55979167,0.55979167,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_ae828227829d715c,family_ae828227829d715c,4,4,data/raw/teacher/train/images_train/9449.jpg,data/raw/teacher/train/images_train/9450.jpg
9451,9452,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.564375,0.564375,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_1f6595a0e6faf8bf,family_1f6595a0e6faf8bf,3,3,data/raw/teacher/train/images_train/9451.jpg,data/raw/teacher/train/images_train/9452.jpg
9457,9458,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51333333,0.51333333,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_8c23c4796641777a,family_8c23c4796641777a,4,4,data/raw/teacher/train/images_train/9457.jpg,data/raw/teacher/train/images_train/9458.jpg
9463,9464,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.45020833,0.45020833,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2eedad0b31c0c6ed,family_2eedad0b31c0c6ed,3,3,data/raw/teacher/train/images_train/9463.jpg,data/raw/teacher/train/images_train/9464.jpg
9465,9466,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.35916667,0.35916667,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_c160d67699ae01e6,family_c160d67699ae01e6,3,3,data/raw/teacher/train/images_train/9465.jpg,data/raw/teacher/train/images_train/9466.jpg
9469,9470,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.49833333,0.49833333,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2eedad0b31c0c6ed,family_2eedad0b31c0c6ed,3,3,data/raw/teacher/train/images_train/9469.jpg,data/raw/teacher/train/images_train/9470.jpg
9473,9474,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.55791667,0.55791667,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2e9dae7c19e02721,family_2e9dae7c19e02721,2,2,data/raw/teacher/train/images_train/9473.jpg,data/raw/teacher/train/images_train/9474.jpg
9589,9590,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.46604167,0.46604167,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_ff0437cf48c31544,family_ff0437cf48c31544,0,0,data/raw/teacher/train/images_train/9589.jpg,data/raw/teacher/train/images_train/9590.jpg
9808,9809,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.39666667,0.39666667,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_14dde4854ebc9224,family_14dde4854ebc9224,3,3,data/raw/teacher/train/images_train/9808.jpg,data/raw/teacher/train/images_train/9809.jpg
10184,10185,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.525625,0.525625,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_6118e223bb9fe0ca,family_6118e223bb9fe0ca,4,4,data/raw/teacher/train/images_train/10184.jpg,data/raw/teacher/train/images_train/10185.jpg
11051,11052,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.50875,0.50875,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_2888a41de23361ab,family_2888a41de23361ab,2,2,data/raw/teacher/train/images_train/11051.jpg,data/raw/teacher/train/images_train/11052.jpg
11091,11092,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.50729167,0.50729167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_00b1dc352b4e9a4a,family_00b1dc352b4e9a4a,4,4,data/raw/teacher/train/images_train/11091.jpg,data/raw/teacher/train/images_train/11092.jpg
11104,11105,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.48583333,0.48583333,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_bc786939d2199467,family_bc786939d2199467,2,2,data/raw/teacher/train/images_train/11104.jpg,data/raw/teacher/train/images_train/11105.jpg
11108,11109,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.52020833,0.52020833,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_bc786939d2199467,family_bc786939d2199467,2,2,data/raw/teacher/train/images_train/11108.jpg,data/raw/teacher/train/images_train/11109.jpg
11118,11119,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.37291667,0.37291667,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_ffe7e9ef50e16aa6,family_ffe7e9ef50e16aa6,2,2,data/raw/teacher/train/images_train/11118.jpg,data/raw/teacher/train/images_train/11119.jpg
11143,11144,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.515,0.515,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_87be6f7d94840dae,family_87be6f7d94840dae,4,4,data/raw/teacher/train/images_train/11143.jpg,data/raw/teacher/train/images_train/11144.jpg
11147,11148,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.483125,0.483125,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_04cd39af3040f67b,family_04cd39af3040f67b,3,3,data/raw/teacher/train/images_train/11147.jpg,data/raw/teacher/train/images_train/11148.jpg
12208,12209,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.488125,0.488125,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_27bf9e6d88d86a22,family_27bf9e6d88d86a22,0,0,data/raw/teacher/train/images_train/12208.jpg,data/raw/teacher/train/images_train/12209.jpg
13860,13861,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.46125,0.46125,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_f9bb0cf7e908c854,family_f9bb0cf7e908c854,0,0,data/raw/teacher/train/images_train/13860.jpg,data/raw/teacher/train/images_train/13861.jpg
13870,13871,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.47979167,0.47979167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_4e22b68c480e8897,family_4e22b68c480e8897,2,2,data/raw/teacher/train/images_train/13870.jpg,data/raw/teacher/train/images_train/13871.jpg
13878,13879,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51854167,0.51854167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_00b1dc352b4e9a4a,family_00b1dc352b4e9a4a,4,4,data/raw/teacher/train/images_train/13878.jpg,data/raw/teacher/train/images_train/13879.jpg
13880,13881,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.50416667,0.50416667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_dc603647271943ad,family_dc603647271943ad,3,3,data/raw/teacher/train/images_train/13880.jpg,data/raw/teacher/train/images_train/13881.jpg
13884,13885,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.52,0.52,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_a1c0935e3e38e5c2,family_a1c0935e3e38e5c2,3,3,data/raw/teacher/train/images_train/13884.jpg,data/raw/teacher/train/images_train/13885.jpg
26041,29692,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.473125,0.473125,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2eedad0b31c0c6ed,family_2eedad0b31c0c6ed,3,3,data/raw/teacher/train/images_train/26041.jpg,data/raw/teacher/train/images_train/29692.jpg
26063,29705,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.5175,0.5175,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_a23a9168827855aa,family_a23a9168827855aa,3,3,data/raw/teacher/train/images_train/26063.jpg,data/raw/teacher/train/images_train/29705.jpg
26086,29721,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.4825,0.4825,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_e983dd9924b1d45a,family_e983dd9924b1d45a,0,0,data/raw/teacher/train/images_train/26086.jpg,data/raw/teacher/train/images_train/29721.jpg
26090,31132,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.48354167,0.48354167,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2a4f0331f63db1ad,family_2a4f0331f63db1ad,1,1,data/raw/teacher/train/images_train/26090.jpg,data/raw/teacher/train/images_train/31132.jpg
26091,30459,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51645833,0.51645833,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2a4f0331f63db1ad,family_2a4f0331f63db1ad,1,1,data/raw/teacher/train/images_train/26091.jpg,data/raw/teacher/train/images_train/30459.jpg
26121,32762,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.504375,0.504375,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_2a4f0331f63db1ad,family_2a4f0331f63db1ad,1,1,data/raw/teacher/train/images_train/26121.jpg,data/raw/teacher/train/images_train/32762.jpg
26124,32763,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.48604167,0.48604167,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_afca2a092b95e549,family_afca2a092b95e549,2,2,data/raw/teacher/train/images_train/26124.jpg,data/raw/teacher/train/images_train/32763.jpg
27548,43032,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.513125,0.513125,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_e38b8c0201b27b71,family_e38b8c0201b27b71,0,0,data/raw/teacher/train/images_train/27548.jpg,data/raw/teacher/train/images_train/43032.jpg
27557,43034,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.46208333,0.46208333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_8a5fe3ea49b6c297,family_8a5fe3ea49b6c297,4,4,data/raw/teacher/train/images_train/27557.jpg,data/raw/teacher/train/images_train/43034.jpg
27558,43955,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.44208333,0.44208333,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_f9bb0cf7e908c854,family_f9bb0cf7e908c854,0,0,data/raw/teacher/train/images_train/27558.jpg,data/raw/teacher/train/images_train/43955.jpg
27560,43033,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.45354167,0.45354167,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_15d39e69c2ab6e70,family_15d39e69c2ab6e70,1,1,data/raw/teacher/train/images_train/27560.jpg,data/raw/teacher/train/images_train/43033.jpg
29639,31641,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.41708333,0.41708333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_e5d01aaf07bc7151,family_e5d01aaf07bc7151,1,1,data/raw/teacher/train/images_train/29639.jpg,data/raw/teacher/train/images_train/31641.jpg
29652,31648,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.5075,0.5075,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_68448f13ac8ad043,family_68448f13ac8ad043,0,0,data/raw/teacher/train/images_train/29652.jpg,data/raw/teacher/train/images_train/31648.jpg
29664,31656,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.35625,0.35625,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_e5d01aaf07bc7151,family_e5d01aaf07bc7151,1,1,data/raw/teacher/train/images_train/29664.jpg,data/raw/teacher/train/images_train/31656.jpg
36200,39754,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.22791667,0.22791667,1.0,True,accepted_exact_sha256,True,Boys,Boys,Casual,Casual,family_81d19492c1ed6270,family_81d19492c1ed6270,4,4,data/raw/teacher/train/images_train/36200.jpg,data/raw/teacher/train/images_train/39754.jpg
8740,9645,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53354167,0.53354167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_714e1871e17cc26e,family_714e1871e17cc26e,2,2,data/raw/teacher/train/images_train/8740.jpg,data/raw/teacher/train/images_train/9645.jpg
8780,9650,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.503125,0.503125,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_53087b3dabd0edda,family_53087b3dabd0edda,0,0,data/raw/teacher/train/images_train/8780.jpg,data/raw/teacher/train/images_train/9650.jpg
11079,11080,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.55229167,0.55229167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_dc603647271943ad,family_dc603647271943ad,3,3,data/raw/teacher/train/images_train/11079.jpg,data/raw/teacher/train/images_train/11080.jpg
11167,11168,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.515,0.515,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_5ec0b368f71e26fc,family_5ec0b368f71e26fc,1,1,data/raw/teacher/train/images_train/11167.jpg,data/raw/teacher/train/images_train/11168.jpg
29616,31619,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.48541667,0.48541667,1.0,True,accepted_exact_sha256,True,Men,Men,Formal,Formal,family_8d2b7fd50d586b74,family_8d2b7fd50d586b74,2,2,data/raw/teacher/train/images_train/29616.jpg,data/raw/teacher/train/images_train/31619.jpg
29636,31639,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.50645833,0.50645833,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_416ba527ec2cc532,family_416ba527ec2cc532,0,0,data/raw/teacher/train/images_train/29636.jpg,data/raw/teacher/train/images_train/31639.jpg
6489,6492,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.464375,0.464375,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_5f8b9872c9ba5234,family_5f8b9872c9ba5234,3,3,data/raw/teacher/train/images_train/6489.jpg,data/raw/teacher/train/images_train/6492.jpg
7156,8809,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53104167,0.53104167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_089f1905e44639cd,family_089f1905e44639cd,1,1,data/raw/teacher/train/images_train/7156.jpg,data/raw/teacher/train/images_train/8809.jpg
7165,8807,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53854167,0.53854167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_a007c2f7b6e17701,family_a007c2f7b6e17701,1,1,data/raw/teacher/train/images_train/7165.jpg,data/raw/teacher/train/images_train/8807.jpg
7169,8801,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53083333,0.53083333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_3d5a7bdcbedeffd9,family_3d5a7bdcbedeffd9,3,3,data/raw/teacher/train/images_train/7169.jpg,data/raw/teacher/train/images_train/8801.jpg
7170,8799,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53416667,0.53416667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_c0588f3d634fcd9b,family_c0588f3d634fcd9b,0,0,data/raw/teacher/train/images_train/7170.jpg,data/raw/teacher/train/images_train/8799.jpg
7171,8798,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51083333,0.51083333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_00b1dc352b4e9a4a,family_00b1dc352b4e9a4a,4,4,data/raw/teacher/train/images_train/7171.jpg,data/raw/teacher/train/images_train/8798.jpg
7172,8797,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53125,0.53125,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_acb2a09927fcf71e,family_acb2a09927fcf71e,0,0,data/raw/teacher/train/images_train/7172.jpg,data/raw/teacher/train/images_train/8797.jpg
7173,8796,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.52958333,0.52958333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_089f1905e44639cd,family_089f1905e44639cd,1,1,data/raw/teacher/train/images_train/7173.jpg,data/raw/teacher/train/images_train/8796.jpg
7174,8808,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51166667,0.51166667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_a6492736583129a8,family_a6492736583129a8,0,0,data/raw/teacher/train/images_train/7174.jpg,data/raw/teacher/train/images_train/8808.jpg
7175,8805,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51833333,0.51833333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_76dcf3ac18566e4a,family_76dcf3ac18566e4a,1,1,data/raw/teacher/train/images_train/7175.jpg,data/raw/teacher/train/images_train/8805.jpg
8584,8585,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53041667,0.53041667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_0f24b85789318673,family_0f24b85789318673,1,1,data/raw/teacher/train/images_train/8584.jpg,data/raw/teacher/train/images_train/8585.jpg
8590,8591,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.48083333,0.48083333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_f9bb0cf7e908c854,family_f9bb0cf7e908c854,0,0,data/raw/teacher/train/images_train/8590.jpg,data/raw/teacher/train/images_train/8591.jpg
8722,9610,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.49416667,0.49416667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_349f380bbe13b1ef,family_349f380bbe13b1ef,1,1,data/raw/teacher/train/images_train/8722.jpg,data/raw/teacher/train/images_train/9610.jpg
8724,9615,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53770833,0.53770833,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_a4be5265dcbee6a6,family_a4be5265dcbee6a6,2,2,data/raw/teacher/train/images_train/8724.jpg,data/raw/teacher/train/images_train/9615.jpg
8727,9619,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.52479167,0.52479167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_8fec0b61c7f14b3e,family_8fec0b61c7f14b3e,1,1,data/raw/teacher/train/images_train/8727.jpg,data/raw/teacher/train/images_train/9619.jpg
8728,9620,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.52479167,0.52479167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_e2586a77540bb565,family_e2586a77540bb565,3,3,data/raw/teacher/train/images_train/8728.jpg,data/raw/teacher/train/images_train/9620.jpg
8734,9632,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53958333,0.53958333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_8b4d447b55bcb8bc,family_8b4d447b55bcb8bc,0,0,data/raw/teacher/train/images_train/8734.jpg,data/raw/teacher/train/images_train/9632.jpg
8736,9640,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.534375,0.534375,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_8fec0b61c7f14b3e,family_8fec0b61c7f14b3e,1,1,data/raw/teacher/train/images_train/8736.jpg,data/raw/teacher/train/images_train/9640.jpg
8739,9644,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53104167,0.53104167,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_59a87c2b524031c7,family_59a87c2b524031c7,1,1,data/raw/teacher/train/images_train/8739.jpg,data/raw/teacher/train/images_train/9644.jpg
8742,9647,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.50416667,0.50416667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_59a87c2b524031c7,family_59a87c2b524031c7,1,1,data/raw/teacher/train/images_train/8742.jpg,data/raw/teacher/train/images_train/9647.jpg
8743,9651,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.53041667,0.53041667,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_59a87c2b524031c7,family_59a87c2b524031c7,1,1,data/raw/teacher/train/images_train/8743.jpg,data/raw/teacher/train/images_train/9651.jpg
8749,9630,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.51583333,0.51583333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_c654c9bdea4e3a0c,family_c654c9bdea4e3a0c,0,0,data/raw/teacher/train/images_train/8749.jpg,data/raw/teacher/train/images_train/9630.jpg
8751,9669,labelled,labelled,0,0,True,False,0.0,0.0,0.0,0.0,0.0,0.52333333,0.52333333,1.0,True,accepted_exact_sha256,True,Men,Men,Casual,Casual,family_8fec0b61c7f14b3e,family_8fec0b61c7f14b3e,1,1,data/raw/teacher/train/images_train/8751.jpg,data/raw/teacher/train/images_train/9669.jpg
