id,teacher_path,external_path,teacher_width,teacher_height,external_width,external_height,pixel_area_ratio,file_size_ratio,dhash_distance,ahash_distance,mse,mae,max_difference,crop_mse,crop_mae,foreground_fraction_1,foreground_fraction_2,foreground_ratio
5220,data/raw/teacher/train/images_train/5220.jpg,data/raw/external/fashion_product_images_v1/images/5220.jpg,60,80,1080,1440,324.00000000,119.67644276,1,0,0.00017500,0.00623213,0.10588235,0.07770959,0.13148041,0.38541667,0.36313979,0.94220053
5434,data/raw/teacher/train/images_train/5434.jpg,data/raw/external/fashion_product_images_v1/images/5434.jpg,60,80,1800,2400,900.00000000,133.18215309,0,0,0.00034537,0.01000753,0.14901963,0.03170580,0.07387184,0.48145833,0.44056343,0.91506034
5574,data/raw/teacher/train/images_train/5574.jpg,data/raw/external/fashion_product_images_v1/images/5574.jpg,60,80,1800,2400,900.00000000,117.93616222,2,0,0.00003927,0.00218067,0.10588235,0.00478077,0.02899401,0.26812500,0.26206296,0.97739100
5666,data/raw/teacher/train/images_train/5666.jpg,data/raw/external/fashion_product_images_v1/images/5666.jpg,60,80,1080,1440,324.00000000,7.06946219,1,0,0.00024279,0.00810930,0.12941176,0.00544156,0.02897518,0.47854167,0.44763053,0.93540555
5719,data/raw/teacher/train/images_train/5719.jpg,data/raw/external/fashion_product_images_v1/images/5719.jpg,60,80,1080,1440,324.00000000,12.08428770,0,0,0.00019405,0.00713816,0.10980392,0.00900136,0.04526782,0.39187500,0.34131494,0.87097912
5785,data/raw/teacher/train/images_train/5785.jpg,data/raw/external/fashion_product_images_v1/images/5785.jpg,60,80,1080,1440,324.00000000,21.29708243,0,0,0.00012599,0.00485090,0.13333333,0.00327420,0.02374930,0.41770833,0.39182677,0.93803916
6158,data/raw/teacher/train/images_train/6158.jpg,data/raw/external/fashion_product_images_v1/images/6158.jpg,60,80,1800,2400,900.00000000,19.87096219,1,0,0.00020813,0.00818589,0.12941179,0.00918105,0.03610377,0.51083333,0.46944907,0.91898677
6494,data/raw/teacher/train/images_train/6494.jpg,data/raw/external/fashion_product_images_v1/images/6494.jpg,60,80,1800,2400,900.00000000,115.05601867,0,0,0.00004790,0.00231726,0.09019607,0.00922912,0.04506166,0.19520833,0.18961296,0.97133642
6618,data/raw/teacher/train/images_train/6618.jpg,data/raw/external/fashion_product_images_v1/images/6618.jpg,60,80,1800,2400,900.00000000,19.40689132,1,0,0.00063001,0.01443685,0.17254901,0.01289094,0.06256702,0.47958333,0.45278889,0.94412974
6649,data/raw/teacher/train/images_train/6649.jpg,data/raw/external/fashion_product_images_v1/images/6649.jpg,60,80,1080,1440,324.00000000,5.62824492,0,0,0.00014587,0.00522620,0.12156864,0.03768187,0.10499322,0.26937500,0.25845036,0.95944449
6711,data/raw/teacher/train/images_train/6711.jpg,data/raw/external/fashion_product_images_v1/images/6711.jpg,60,80,1800,2400,900.00000000,226.45576408,0,0,0.00107998,0.02093450,0.23529412,0.00107998,0.02093450,1.00000000,0.99991806,0.99991806
6882,data/raw/teacher/train/images_train/6882.jpg,data/raw/external/fashion_product_images_v1/images/6882.jpg,60,80,1800,2400,900.00000000,44.28916741,2,0,0.00009888,0.00410635,0.09803921,0.00296712,0.02326102,0.40958333,0.39171505,0.95637448
7027,data/raw/teacher/train/images_train/7027.jpg,data/raw/external/fashion_product_images_v1/images/7027.jpg,60,80,1800,2400,900.00000000,16.12688365,0,1,0.00041323,0.01281722,0.14509805,0.00370515,0.02875434,0.71854167,0.67905787,0.94505010
7104,data/raw/teacher/train/images_train/7104.jpg,data/raw/external/fashion_product_images_v1/images/7104.jpg,60,80,1080,1440,324.00000000,16.84590311,0,1,0.00020589,0.00641499,0.14117646,0.01075775,0.04500486,0.46020833,0.44708848,0.97149149
7368,data/raw/teacher/train/images_train/7368.jpg,data/raw/external/fashion_product_images_v1/images/7368.jpg,60,80,1800,2400,900.00000000,162.28653745,2,0,0.00007219,0.00321404,0.10588235,0.00824402,0.04202985,0.19770833,0.18761875,0.94896733
7961,data/raw/teacher/train/images_train/7961.jpg,data/raw/external/fashion_product_images_v1/images/7961.jpg,60,80,1800,2400,900.00000000,183.06802406,0,0,0.00046213,0.01151706,0.16862744,0.04394575,0.11893350,0.45562500,0.41080880,0.90163796
8066,data/raw/teacher/train/images_train/8066.jpg,data/raw/external/fashion_product_images_v1/images/8066.jpg,60,80,1800,2400,900.00000000,371.63228700,0,0,0.00020515,0.00680977,0.14117646,0.08651340,0.16854225,0.38229167,0.35503426,0.92869997
8083,data/raw/teacher/train/images_train/8083.jpg,data/raw/external/fashion_product_images_v1/images/8083.jpg,60,80,1800,2400,900.00000000,164.20541036,3,1,0.00009661,0.00397135,0.12549020,0.03564425,0.09321830,0.25604167,0.24166343,0.94384414
8588,data/raw/teacher/train/images_train/8588.jpg,data/raw/external/fashion_product_images_v1/images/8588.jpg,60,80,1800,2400,900.00000000,294.06744017,0,0,0.00118657,0.02005655,0.25098041,0.05937007,0.15625414,0.50104167,0.39214120,0.78265188
8597,data/raw/teacher/train/images_train/8597.jpg,data/raw/external/fashion_product_images_v1/images/8597.jpg,60,80,1800,2400,900.00000000,189.40080972,0,0,0.00133525,0.02167043,0.27058822,0.07438756,0.16264297,0.54125000,0.42191042,0.77951116
8680,data/raw/teacher/train/images_train/8680.jpg,data/raw/external/fashion_product_images_v1/images/8680.jpg,60,80,1800,2400,900.00000000,13.80379022,0,0,0.00007835,0.00281416,0.09411764,0.02188617,0.05785526,0.10437500,0.08347870,0.79979596
9078,data/raw/teacher/train/images_train/9078.jpg,data/raw/external/fashion_product_images_v1/images/9078.jpg,60,80,1800,2400,900.00000000,193.31088825,0,0,0.00023644,0.00767208,0.11372550,0.03731277,0.08776871,0.38770833,0.35572222,0.91749955
9175,data/raw/teacher/train/images_train/9175.jpg,data/raw/external/fashion_product_images_v1/images/9175.jpg,60,80,1800,2400,900.00000000,269.54379562,1,0,0.00047446,0.01114207,0.22745100,0.07000688,0.14741912,0.37687500,0.32737847,0.86866593
9178,data/raw/teacher/train/images_train/9178.jpg,data/raw/external/fashion_product_images_v1/images/9178.jpg,60,80,1800,2400,900.00000000,263.79554656,1,1,0.00037931,0.01039784,0.12941176,0.06908634,0.13508381,0.37875000,0.33907106,0.89523713
9199,data/raw/teacher/train/images_train/9199.jpg,data/raw/external/fashion_product_images_v1/images/9199.jpg,60,80,1800,2400,900.00000000,157.53634312,0,0,0.00013892,0.00455155,0.12549019,0.03901942,0.12026622,0.22562500,0.21834167,0.96771930
9346,data/raw/teacher/train/images_train/9346.jpg,data/raw/external/fashion_product_images_v1/images/9346.jpg,60,80,1800,2400,900.00000000,216.02124920,0,0,0.00094224,0.01610084,0.26274508,0.10375903,0.22095235,0.37520833,0.30943657,0.82470603
9351,data/raw/teacher/train/images_train/9351.jpg,data/raw/external/fashion_product_images_v1/images/9351.jpg,60,80,1800,2400,900.00000000,189.77034884,1,0,0.00016069,0.00505387,0.14509803,0.00962861,0.03467148,0.33062500,0.31385324,0.94927256
10313,data/raw/teacher/train/images_train/10313.jpg,data/raw/external/fashion_product_images_v1/images/10313.jpg,60,80,1800,2400,900.00000000,209.34554401,1,0,0.00008741,0.00444272,0.07450980,0.00273464,0.03256134,0.33562500,0.31342407,0.93385199
10702,data/raw/teacher/train/images_train/10702.jpg,data/raw/external/fashion_product_images_v1/images/10702.jpg,60,80,1800,2400,900.00000000,234.21060071,1,0,0.00016856,0.00601607,0.10588236,0.03079057,0.11436696,0.32937500,0.29033750,0.88148008
11004,data/raw/teacher/train/images_train/11004.jpg,data/raw/external/fashion_product_images_v1/images/11004.jpg,60,80,1800,2400,900.00000000,178.40745614,1,0,0.00051653,0.01400474,0.16078432,0.06319171,0.14203751,0.61687500,0.59233380,0.96021689
11167,data/raw/teacher/train/images_train/11167.jpg,data/raw/external/fashion_product_images_v1/images/11167.jpg,60,80,1800,2400,900.00000000,176.39951100,1,0,0.00046455,0.01169992,0.14117646,0.04920214,0.10066923,0.51500000,0.47742500,0.92703883
11255,data/raw/teacher/train/images_train/11255.jpg,data/raw/external/fashion_product_images_v1/images/11255.jpg,60,80,1800,2400,900.00000000,176.05882353,1,0,0.00038836,0.01120590,0.19215685,0.03891931,0.09609503,0.51666667,0.46520185,0.90039068
11722,data/raw/teacher/train/images_train/11722.jpg,data/raw/external/fashion_product_images_v1/images/11722.jpg,60,80,1800,2400,900.00000000,246.28673139,0,0,0.00223440,0.02691674,0.32941177,0.05218417,0.14973991,0.50687500,0.40302269,0.79511257
11772,data/raw/teacher/train/images_train/11772.jpg,data/raw/external/fashion_product_images_v1/images/11772.jpg,60,80,1800,2400,900.00000000,171.58160106,1,0,0.00050674,0.01233724,0.18431371,0.06874505,0.14666851,0.48708333,0.41453958,0.85106501
11989,data/raw/teacher/train/images_train/11989.jpg,data/raw/external/fashion_product_images_v1/images/11989.jpg,60,80,1800,2400,900.00000000,32.79496764,0,0,0.00018954,0.00720422,0.12156862,0.00592395,0.03738734,0.46229167,0.42947731,0.92901808
12012,data/raw/teacher/train/images_train/12012.jpg,data/raw/external/fashion_product_images_v1/images/12012.jpg,60,80,1800,2400,900.00000000,250.59188847,1,1,0.00033739,0.00944266,0.13725492,0.01100680,0.04428871,0.47104167,0.36717199,0.77948941
12643,data/raw/teacher/train/images_train/12643.jpg,data/raw/external/fashion_product_images_v1/images/12643.jpg,60,80,1800,2400,900.00000000,169.49552396,1,0,0.00041867,0.01088165,0.14901960,0.03880759,0.09559111,0.47020833,0.43142963,0.91752868
12712,data/raw/teacher/train/images_train/12712.jpg,data/raw/external/fashion_product_images_v1/images/12712.jpg,60,80,1800,2400,900.00000000,177.74617737,1,0,0.00013051,0.00502611,0.10980392,0.03669168,0.10396624,0.26750000,0.24815880,0.92769643
12912,data/raw/teacher/train/images_train/12912.jpg,data/raw/external/fashion_product_images_v1/images/12912.jpg,60,80,1800,2400,900.00000000,154.93959415,0,0,0.00016992,0.00660041,0.11372548,0.01148707,0.04498570,0.46500000,0.43220116,0.92946485
13574,data/raw/teacher/train/images_train/13574.jpg,data/raw/external/fashion_product_images_v1/images/13574.jpg,60,80,1800,2400,900.00000000,155.47743363,0,0,0.00019338,0.00727507,0.11372548,0.01806518,0.06262829,0.42437500,0.38252292,0.90137948
14065,data/raw/teacher/train/images_train/14065.jpg,data/raw/external/fashion_product_images_v1/images/14065.jpg,60,80,1800,2400,900.00000000,308.56821705,0,0,0.00083145,0.01585318,0.21176472,0.05169533,0.12910827,0.50104167,0.35057431,0.69969092
14126,data/raw/teacher/train/images_train/14126.jpg,data/raw/external/fashion_product_images_v1/images/14126.jpg,60,80,1800,2400,900.00000000,194.56331423,0,0,0.00026407,0.00753868,0.12549019,0.02790833,0.07785916,0.32062500,0.28323148,0.88337304
14320,data/raw/teacher/train/images_train/14320.jpg,data/raw/external/fashion_product_images_v1/images/14320.jpg,60,80,1800,2400,900.00000000,155.13593958,1,0,0.00025045,0.00775091,0.16862744,0.03264809,0.09636054,0.36041667,0.31291458,0.86820231
14479,data/raw/teacher/train/images_train/14479.jpg,data/raw/external/fashion_product_images_v1/images/14479.jpg,60,80,1800,2400,900.00000000,13.79062905,3,0,0.00010210,0.00395827,0.11764705,0.00608072,0.04324831,0.23229167,0.22277940,0.95905032
14581,data/raw/teacher/train/images_train/14581.jpg,data/raw/external/fashion_product_images_v1/images/14581.jpg,60,80,1800,2400,900.00000000,204.60078278,0,0,0.00070338,0.01445217,0.24313727,0.06115463,0.13160776,0.51916667,0.45657662,0.87944132
14654,data/raw/teacher/train/images_train/14654.jpg,data/raw/external/fashion_product_images_v1/images/14654.jpg,60,80,1800,2400,900.00000000,141.53691275,1,0,0.00051114,0.01252266,0.17254904,0.05926977,0.13871177,0.48083333,0.42298565,0.87969286
14813,data/raw/teacher/train/images_train/14813.jpg,data/raw/external/fashion_product_images_v1/images/14813.jpg,60,80,1800,2400,900.00000000,22.08306556,0,0,0.00016687,0.00601065,0.12549019,0.02966496,0.07901540,0.33937500,0.31070440,0.91551941
14860,data/raw/teacher/train/images_train/14860.jpg,data/raw/external/fashion_product_images_v1/images/14860.jpg,60,80,1800,2400,900.00000000,40.76398635,1,0,0.00003337,0.00191419,0.05882353,0.00930286,0.04357511,0.19645833,0.18676250,0.95064687
14885,data/raw/teacher/train/images_train/14885.jpg,data/raw/external/fashion_product_images_v1/images/14885.jpg,60,80,1800,2400,900.00000000,28.86119530,0,0,0.00019473,0.00605118,0.12941176,0.00860159,0.05080518,0.30000000,0.28014954,0.93383179
15372,data/raw/teacher/train/images_train/15372.jpg,data/raw/external/fashion_product_images_v1/images/15372.jpg,60,80,1080,1440,324.00000000,23.33803427,0,0,0.00016418,0.00584374,0.12156862,0.00331995,0.02488926,0.47479167,0.45395383,0.95611163
15697,data/raw/teacher/train/images_train/15697.jpg,data/raw/external/fashion_product_images_v1/images/15697.jpg,60,80,1800,2400,900.00000000,35.99990969,0,0,0.00015375,0.00627713,0.13725489,0.00217846,0.02267380,0.47562500,0.41589144,0.87441038
15814,data/raw/teacher/train/images_train/15814.jpg,data/raw/external/fashion_product_images_v1/images/15814.jpg,60,80,1080,1440,324.00000000,9.22293913,0,0,0.00033433,0.01111749,0.11764705,0.00235551,0.02409397,0.77812500,0.74008230,0.95110979
15968,data/raw/teacher/train/images_train/15968.jpg,data/raw/external/fashion_product_images_v1/images/15968.jpg,60,80,1800,2400,900.00000000,197.92852924,1,0,0.00162462,0.02402216,0.27058822,0.07764997,0.19121127,0.51895833,0.42969051,0.82798653
15994,data/raw/teacher/train/images_train/15994.jpg,data/raw/external/fashion_product_images_v1/images/15994.jpg,60,80,1800,2400,900.00000000,217.83873016,0,0,0.00108461,0.01900180,0.23137257,0.03642139,0.11491907,0.49333333,0.43662245,0.88504551
16132,data/raw/teacher/train/images_train/16132.jpg,data/raw/external/fashion_product_images_v1/images/16132.jpg,60,80,1800,2400,900.00000000,220.42727787,1,1,0.00036412,0.00982052,0.16862744,0.02746513,0.07408599,0.35458333,0.27873912,0.78610328
16357,data/raw/teacher/train/images_train/16357.jpg,data/raw/external/fashion_product_images_v1/images/16357.jpg,60,80,1800,2400,900.00000000,235.16850668,0,0,0.00025639,0.00868726,0.16470590,0.01857589,0.06223511,0.49604167,0.46914028,0.94576788
16542,data/raw/teacher/train/images_train/16542.jpg,data/raw/external/fashion_product_images_v1/images/16542.jpg,60,80,1800,2400,900.00000000,238.47111417,2,0,0.00062318,0.01393931,0.18823528,0.03796716,0.10600171,0.50291667,0.45568565,0.90608580
16762,data/raw/teacher/train/images_train/16762.jpg,data/raw/external/fashion_product_images_v1/images/16762.jpg,60,80,1800,2400,900.00000000,19.02167240,0,0,0.00023720,0.00761591,0.13725489,0.06157963,0.14717595,0.33125000,0.30456667,0.91944654
17435,data/raw/teacher/train/images_train/17435.jpg,data/raw/external/fashion_product_images_v1/images/17435.jpg,60,80,1080,1440,324.00000000,81.21341899,2,0,0.00025835,0.00853247,0.10980392,0.01694486,0.07173745,0.37479167,0.34663002,0.92486052
17454,data/raw/teacher/train/images_train/17454.jpg,data/raw/external/fashion_product_images_v1/images/17454.jpg,60,80,1080,1440,324.00000000,18.77037298,2,0,0.00016382,0.00682190,0.10196078,0.00646934,0.04545643,0.50104167,0.47683771,0.95169272
17722,data/raw/teacher/train/images_train/17722.jpg,data/raw/external/fashion_product_images_v1/images/17722.jpg,60,80,1800,2400,900.00000000,267.28341014,2,0,0.00107632,0.02321538,0.19607842,0.10314757,0.19528633,0.66354167,0.62730972,0.94539613
17796,data/raw/teacher/train/images_train/17796.jpg,data/raw/external/fashion_product_images_v1/images/17796.jpg,60,80,1800,2400,900.00000000,162.25948718,2,0,0.00015344,0.00427900,0.14509805,0.06769452,0.13083385,0.18187500,0.16368032,0.89996054
17871,data/raw/teacher/train/images_train/17871.jpg,data/raw/external/fashion_product_images_v1/images/17871.jpg,60,80,1800,2400,900.00000000,14.08667327,1,0,0.00010390,0.00365190,0.12156864,0.00519540,0.03164286,0.21083333,0.19356157,0.91807861
17900,data/raw/teacher/train/images_train/17900.jpg,data/raw/external/fashion_product_images_v1/images/17900.jpg,60,80,1800,2400,900.00000000,141.29146833,1,1,0.00025305,0.00836110,0.10980393,0.03126182,0.07722598,0.39104167,0.35458148,0.90676138
17973,data/raw/teacher/train/images_train/17973.jpg,data/raw/external/fashion_product_images_v1/images/17973.jpg,60,80,1800,2400,900.00000000,16.50878510,0,0,0.00011764,0.00433996,0.14901960,0.03125143,0.07484777,0.24687500,0.23655810,0.95821003
18303,data/raw/teacher/train/images_train/18303.jpg,data/raw/external/fashion_product_images_v1/images/18303.jpg,60,80,1800,2400,900.00000000,153.50682664,0,0,0.00027954,0.00816961,0.15686277,0.05040284,0.11202257,0.42791667,0.40498773,0.94641729
18480,data/raw/teacher/train/images_train/18480.jpg,data/raw/external/fashion_product_images_v1/images/18480.jpg,60,80,1800,2400,900.00000000,5.48077355,0,0,0.00009471,0.00392316,0.09019607,0.00412912,0.02872211,0.27729167,0.26972824,0.97272393
18621,data/raw/teacher/train/images_train/18621.jpg,data/raw/external/fashion_product_images_v1/images/18621.jpg,60,80,1800,2400,900.00000000,172.09715319,0,0,0.00035804,0.00975829,0.16078430,0.02101878,0.06613211,0.47666667,0.44033958,0.92378934
18787,data/raw/teacher/train/images_train/18787.jpg,data/raw/external/fashion_product_images_v1/images/18787.jpg,60,80,1800,2400,900.00000000,14.68122467,3,0,0.00004305,0.00314160,0.06666666,0.00359634,0.02580231,0.36500000,0.35489792,0.97232306
18836,data/raw/teacher/train/images_train/18836.jpg,data/raw/external/fashion_product_images_v1/images/18836.jpg,60,80,1080,1440,324.00000000,4.83883495,0,0,0.00005928,0.00272576,0.07450981,0.02353941,0.08337960,0.17104167,0.15913709,0.93039954
18871,data/raw/teacher/train/images_train/18871.jpg,data/raw/external/fashion_product_images_v1/images/18871.jpg,60,80,1080,1440,324.00000000,12.57057410,1,0,0.00005026,0.00245226,0.10980392,0.00481232,0.02872753,0.22395833,0.21417888,0.95633362
18919,data/raw/teacher/train/images_train/18919.jpg,data/raw/external/fashion_product_images_v1/images/18919.jpg,60,80,1800,2400,900.00000000,267.56749311,1,1,0.00078037,0.01628944,0.17254901,0.02702335,0.10062104,0.49812500,0.42773403,0.85868814
18966,data/raw/teacher/train/images_train/18966.jpg,data/raw/external/fashion_product_images_v1/images/18966.jpg,60,80,1800,2400,900.00000000,161.54370797,2,0,0.00043282,0.01060304,0.20000002,0.03596943,0.09921268,0.47250000,0.43016782,0.91040809
19097,data/raw/teacher/train/images_train/19097.jpg,data/raw/external/fashion_product_images_v1/images/19097.jpg,60,80,1800,2400,900.00000000,294.99521912,0,0,0.00072195,0.01404303,0.23921567,0.07277254,0.15462144,0.42854167,0.36154190,0.84365635
19204,data/raw/teacher/train/images_train/19204.jpg,data/raw/external/fashion_product_images_v1/images/19204.jpg,60,80,1800,2400,900.00000000,260.43357143,0,0,0.00096838,0.01772940,0.22745100,0.03700000,0.12391525,0.50354167,0.43188681,0.85769825
19365,data/raw/teacher/train/images_train/19365.jpg,data/raw/external/fashion_product_images_v1/images/19365.jpg,60,80,1800,2400,900.00000000,49.00377200,0,0,0.00005405,0.00272001,0.09411765,0.00329676,0.02125970,0.31750000,0.30840556,0.97135608
19551,data/raw/teacher/train/images_train/19551.jpg,data/raw/external/fashion_product_images_v1/images/19551.jpg,60,80,1800,2400,900.00000000,170.23428571,1,0,0.00026513,0.00850694,0.14117646,0.00576597,0.03458786,0.49354167,0.46083819,0.93373716
19923,data/raw/teacher/train/images_train/19923.jpg,data/raw/external/fashion_product_images_v1/images/19923.jpg,60,80,1800,2400,900.00000000,156.65131579,1,0,0.00020199,0.00679094,0.12549019,0.02390007,0.06893159,0.39312500,0.36730301,0.93431608
20029,data/raw/teacher/train/images_train/20029.jpg,data/raw/external/fashion_product_images_v1/images/20029.jpg,60,80,1800,2400,900.00000000,13.16674423,0,0,0.00019475,0.00727986,0.13333333,0.00516880,0.03440787,0.47520833,0.44919977,0.94526913
20374,data/raw/teacher/train/images_train/20374.jpg,data/raw/external/fashion_product_images_v1/images/20374.jpg,60,80,1800,2400,900.00000000,162.88154550,0,0,0.00034774,0.00958148,0.16078430,0.02590175,0.08027504,0.43187500,0.40327824,0.93378464
20511,data/raw/teacher/train/images_train/20511.jpg,data/raw/external/fashion_product_images_v1/images/20511.jpg,60,80,1080,1440,324.00000000,27.39002766,0,0,0.00015901,0.00399880,0.12156862,0.01053295,0.04119115,0.31041667,0.29561471,0.95231585
20730,data/raw/teacher/train/images_train/20730.jpg,data/raw/external/fashion_product_images_v1/images/20730.jpg,60,80,1800,2400,900.00000000,26.70870704,0,0,0.00004831,0.00214142,0.07843137,0.00165868,0.01825310,0.18604167,0.17591898,0.94558915
20807,data/raw/teacher/train/images_train/20807.jpg,data/raw/external/fashion_product_images_v1/images/20807.jpg,60,80,1800,2400,900.00000000,12.49726208,1,0,0.00015988,0.00538099,0.10980392,0.04627043,0.11004263,0.25375000,0.23721968,0.93485587
20926,data/raw/teacher/train/images_train/20926.jpg,data/raw/external/fashion_product_images_v1/images/20926.jpg,60,80,1800,2400,900.00000000,16.01121189,0,0,0.00022375,0.00601097,0.16862744,0.10608107,0.15932426,0.26166667,0.23365046,0.89293171
21455,data/raw/teacher/train/images_train/21455.jpg,data/raw/external/fashion_product_images_v1/images/21455.jpg,60,80,1080,1440,324.00000000,69.34226804,0,0,0.00016386,0.00653754,0.10196078,0.00347137,0.02871924,0.41437500,0.39093814,0.94344047
21527,data/raw/teacher/train/images_train/21527.jpg,data/raw/external/fashion_product_images_v1/images/21527.jpg,60,80,1800,2400,900.00000000,19.25761679,2,0,0.00013259,0.00467378,0.14509803,0.00407205,0.03459584,0.25479167,0.23355509,0.91665122
21672,data/raw/teacher/train/images_train/21672.jpg,data/raw/external/fashion_product_images_v1/images/21672.jpg,60,80,1800,2400,900.00000000,16.31761404,0,0,0.00044662,0.01252585,0.13725489,0.05068320,0.12471246,0.53541667,0.50479028,0.94279896
21919,data/raw/teacher/train/images_train/21919.jpg,data/raw/external/fashion_product_images_v1/images/21919.jpg,60,80,1800,2400,900.00000000,211.62020460,0,0,0.00083528,0.01523023,0.23529413,0.04586869,0.11710388,0.42437500,0.36414468,0.85807287
22072,data/raw/teacher/train/images_train/22072.jpg,data/raw/external/fashion_product_images_v1/images/22072.jpg,60,80,1800,2400,900.00000000,151.35537190,0,0,0.00088173,0.01591893,0.21960786,0.05277447,0.12053589,0.44916667,0.34894537,0.77687281
22128,data/raw/teacher/train/images_train/22128.jpg,data/raw/external/fashion_product_images_v1/images/22128.jpg,60,80,1080,1440,324.00000000,10.42464299,0,0,0.00003024,0.00189664,0.07450980,0.00426527,0.02730067,0.20916667,0.20215471,0.96647669
22244,data/raw/teacher/train/images_train/22244.jpg,data/raw/external/fashion_product_images_v1/images/22244.jpg,60,80,1800,2400,900.00000000,30.00599409,0,0,0.00007124,0.00336723,0.08235294,0.00345092,0.03302983,0.27583333,0.27184259,0.98553206
22380,data/raw/teacher/train/images_train/22380.jpg,data/raw/external/fashion_product_images_v1/images/22380.jpg,60,80,1800,2400,900.00000000,171.95856354,0,0,0.00020340,0.00735486,0.12941177,0.01561212,0.05594171,0.43125000,0.40427153,0.93744122
22584,data/raw/teacher/train/images_train/22584.jpg,data/raw/external/fashion_product_images_v1/images/22584.jpg,60,80,1800,2400,900.00000000,16.25301205,0,0,0.00009857,0.00510398,0.07843137,0.00693236,0.03962227,0.42375000,0.40006111,0.94409702
23038,data/raw/teacher/train/images_train/23038.jpg,data/raw/external/fashion_product_images_v1/images/23038.jpg,60,80,1800,2400,900.00000000,162.26333022,0,0,0.00011419,0.00547417,0.09411764,0.00315752,0.02626825,0.39520833,0.36544259,0.92468342
