id,model_fold,true_label,predicted_label,confidence,true_probability,old_predicted_label,error_status,g2_correct,articleType,baseColour,productDisplayName,label_source,changed,has_exact_cross_label_conflict,product_family_group,sha256,path
1638,4,Unisex,Men,0.9762774109840393,0.018579622730612755,Men,persistent_error,False,Swimwear,Blue,Nabaiji Swimming Goggles Blue Black,original_no_cue,False,False,family_6df26dfff059f42a,22866f8835216be1d55a212e86bb3e23203ee2afb043a5180a1039d8039b4c70,data/raw/teacher/train/images_train/1638.jpg
1729,0,Unisex,Men,0.696241557598114,0.11716834455728531,Men,persistent_error,False,Casual Shoes,White,Newfeel Unisex White Shoes,product_name,False,False,family_731b79bc42ca29f4,103277af2a18c1570561d3f5dc10e799fd59a3b9487b7a20d8611b24a91717b7,data/raw/teacher/train/images_train/1729.jpg
1791,0,Unisex,Men,0.46041280031204224,0.3677457571029663,Men,persistent_error,True,Backpacks,Black,Quechua 10L Black Bag,original_no_cue,False,False,family_d62e1c294189ca3b,ace5274787b4713850499eb4fd45bfd514ddc0fa20eff6a2b19e535a1fd09577,data/raw/teacher/train/images_train/1791.jpg
1795,4,Men,Unisex,0.8547185659408569,0.1361526995897293,Unisex,persistent_error,False,Backpacks,Black,Newfeel 22L Black Bag,original_no_cue,False,False,family_cf1881df6f1696c2,d8e686b3af1f809881d23e9fb15874d1d5c445a3c45551623f2d803fecf9b636,data/raw/teacher/train/images_train/1795.jpg
1799,4,Men,Boys,0.5229958295822144,0.35313841700553894,Men,new_error,False,Track Pants,White,Domyos Men Blue & White Tracksuit,product_name,False,False,family_63a4b69673ba7738,4571e6c770cd78b868296fe82c86a541637113e286aacf8d6d31d6b24fc872c3,data/raw/teacher/train/images_train/1799.jpg
1808,4,Unisex,Girls,0.5456237196922302,0.05189807713031769,Women,persistent_error,False,Water Bottle,Purple,Quechua Aluminium Print Water Bottle,original_no_cue,False,False,family_0ee372d0a0fefa44,16e8b276a84d9ae9f9b43dde06d0f10c3c90b044ae08f930d5dc9a13d5de0834,data/raw/teacher/train/images_train/1808.jpg
1885,0,Men,Women,0.5517394542694092,0.4440650939941406,Men,new_error,False,Shorts,Grey,FIFA Mens 1904 Heritage Shorts,product_name,False,False,family_0359bdb72fa3b3ee,1ae622b36f0670644de39565cf95bb5f2e4d59e9dbd9a27e4c7191aa11953fa6,data/raw/teacher/train/images_train/1885.jpg
1925,0,Unisex,Women,0.5148698091506958,0.3099932372570038,Women,persistent_error,False,Backpacks,Black,Quechua Black Bag,original_no_cue,False,False,family_80f8ded29fa2e922,9d8042323ea46fe2f3e5cc47bb1b8936f94ddccb3a7eeea5ca94e273de04ad64,data/raw/teacher/train/images_train/1925.jpg
1930,0,Unisex,Women,0.6947807669639587,0.09113731980323792,Women,persistent_error,False,Backpacks,Red,Quechua 22L Red Bag,original_no_cue,False,False,family_70fa656aa0391eb9,2a97019ce020fc6735a40f346f98373894d01b18a0c76268d034e94d461b9335,data/raw/teacher/train/images_train/1930.jpg
1934,4,Unisex,Men,0.6065514087677002,0.2660118639469147,Men,persistent_error,True,Backpacks,Purple,Quechua Forclaz 25L Air Purple Backpack,original_no_cue,False,False,family_914c948388ae30bd,828da23ddb5258cee84c2235aa40f805f0108bd00bb9c4f7c640124aea4a46ea,data/raw/teacher/train/images_train/1934.jpg
1935,0,Unisex,Men,0.9234548807144165,0.06478141248226166,Men,persistent_error,True,Backpacks,Black,Quechua 22L Blue Bag,original_no_cue,False,False,family_2e355fa8b5acf07f,557f1e2db49cfba838e5c3f0f23ee0b73595e8d00a389f4f784951947e947e8a,data/raw/teacher/train/images_train/1935.jpg
1977,0,Men,Women,0.9526491165161133,0.04631951451301575,Women,persistent_error,False,Shorts,Grey,Tribord Mens Grey Cargo Shorts,product_name,False,False,family_576c85c584f60555,6600353b75dbd1dad6fc0890292fa8f8538a56bb82d3a8d9b147dced83d64471,data/raw/teacher/train/images_train/1977.jpg
2069,0,Women,Men,0.5887948274612427,0.4106947183609009,Women,new_error,False,Tshirts,White,ADIDAS Womens Tank White T-shirt,product_name,False,False,family_9552186d84ad5c6e,fbc2235e5bfa497f32bed7569a631e4d1668b46f6c95f68d9f4464a9c24099d3,data/raw/teacher/train/images_train/2069.jpg
2214,0,Women,Men,0.6355867385864258,0.2350001484155655,Men,persistent_error,False,Socks,Black,ADIDAS Women Black Socks,product_name,False,False,family_4ff57f0bce33b3f1,30322fb3991692aba5935af5d2c62688641c4ffb013f684e5ed1515149cec21b,data/raw/teacher/train/images_train/2214.jpg
2216,0,Women,Men,0.5761880278587341,0.06906754523515701,Boys,persistent_error,False,Socks,Beige,ADIDAS Women Beige Socks,product_name,False,False,family_5b12bb4e8bd8bc9e,fb4ea5bf10cf79eac8941c65c60a2527932ff39a801792a025aa433b21b63cb2,data/raw/teacher/train/images_train/2216.jpg
2228,4,Men,Unisex,0.6804473996162415,0.21989360451698303,Unisex,persistent_error,False,Socks,Black,ADIDAS Men Black Socks,product_name,False,False,family_3f14a60b7590cb27,682dd0e404baa405abb895f84f0589ef2c769e51d8a910806ad3835ed10b23a1,data/raw/teacher/train/images_train/2228.jpg
2354,4,Unisex,Men,0.5189687609672546,0.42675670981407166,Men,persistent_error,False,Basketballs,Black,ADIDAS Black Bounce Unisex Basketball,product_name,False,False,family_680f612e343a47d4,55874f37e058a25546c94660d9a6efee88fc1793d7f0b77aa86882809e77fa5f,data/raw/teacher/train/images_train/2354.jpg
2358,4,Men,Unisex,0.6144832372665405,0.023494694381952286,Unisex,persistent_error,False,Caps,Red,ADIDAS Red Men Cap,product_name,False,False,family_4bbcd97e4d538bc5,dac924e260e6ce03a803635be4eea538e46a6289b5c726e01ed49b7f11c7b5b2,data/raw/teacher/train/images_train/2358.jpg
2361,4,Men,Unisex,0.5927395224571228,0.38468632102012634,Unisex,persistent_error,False,Caps,Black,ADIDAS Black Men Cap,product_name,False,False,family_f5ea2dd1e63e7252,9ea132e0c9b20d266a9482813b64332a85a137b092aa4368a1c78017bd195e66,data/raw/teacher/train/images_train/2361.jpg
2467,4,Men,Unisex,0.7906233072280884,0.1651598960161209,Unisex,persistent_error,False,Caps,White,Nike Men White Cap,product_name,False,False,family_5f5a8f7272a1dbfd,d985255700f08c62b02f6381f1335cbaa4e0d82fb68c286751bb57482cb051be,data/raw/teacher/train/images_train/2467.jpg
2501,4,Men,Unisex,0.6076948642730713,0.3920104205608368,Unisex,persistent_error,True,Casual Shoes,Red,Numero Uno Men's Casual Red Canvas Shoe,product_name,False,False,family_dafff407d7450f62,f00ab2e5159ac90269738e5aba2fad819df4008f740b8d2b8d68f0c66366a85e,data/raw/teacher/train/images_train/2501.jpg
2543,4,Men,Unisex,0.4906422793865204,0.4664823114871979,Men,new_error,True,Flip Flops,Green,Numero Uno Men's Casual Green Flip Flop,product_name,False,False,family_887846b0aa6af194,1f030a514389ff3b5c2f8690d472d74886beac425ba9603419df24ec3b09049d,data/raw/teacher/train/images_train/2543.jpg
2554,0,Women,Men,0.7893906235694885,0.21036523580551147,Men,persistent_error,False,Tshirts,White,Domyos Women's Proteen White T-shirt,product_name,False,False,family_c344fdf40e328b78,53f232dc55d67fa8d53522f94ec7facbe8278794a94be43265d8d1d8f8693d9c,data/raw/teacher/train/images_train/2554.jpg
2558,0,Women,Men,0.9293150305747986,0.06981578469276428,Men,persistent_error,False,Track Pants,Black,Domyos Women Trompette Track Pant,product_name,False,False,family_a0c12d5078472f31,f99cfd0397831978ab760d401f5237f1be39dc1daa400a811dc6db6b6716f0b1,data/raw/teacher/train/images_train/2558.jpg
2580,0,Women,Men,0.9304779767990112,0.06667029857635498,Men,persistent_error,False,Capris,Black,Domyos Women Black Capri,product_name,False,False,family_ed946f65d2c785d9,a209734814ed7221f6be2f0710577f0b271952bdc5bf76764389de3f4f14e35a,data/raw/teacher/train/images_train/2580.jpg
2618,0,Women,Men,0.4475541114807129,0.39852556586265564,Women,new_error,True,Flats,Silver,Carlton London Women Silver Wedge Sandal,product_name,False,False,family_2e261b21f0a1c5a6,e8828e4c827f28742e2db1ca659312954fd387621da6b1b35be00f60ca204d73,data/raw/teacher/train/images_train/2618.jpg
2623,0,Women,Men,0.8262009024620056,0.01702362298965454,Men,persistent_error,False,Flats,Black,Carlton London Women Black Sandal,product_name,False,False,family_9a2d94742295a879,36fd5b12f946e1882529d5ad93b17ba74719c895a4b90fa18b925265d84c8bd4,data/raw/teacher/train/images_train/2623.jpg
2661,0,Women,Girls,0.6785951256752014,0.19927726686000824,Unisex,persistent_error,True,Handbags,Pink,Murcia Women Jute Sling Pink Bag,product_name,False,False,family_5d7ff90d7dbc5fd2,2d3ef00da9935644e13e5e798a5ced9662044a0108062d26a3e30602f0086cfb,data/raw/teacher/train/images_train/2661.jpg
2695,4,Boys,Men,0.8754264712333679,0.015809139236807823,Men,persistent_error,False,Tshirts,White,Disney Kids Boy's Baby Mickey Surf Kidswear,product_name,False,False,family_3c7f572560e6d2f1,96cffa05f26031f364550df19ebe69774dd757fbb4b13fb8757ceddd00d3d27b,data/raw/teacher/train/images_train/2695.jpg
2697,0,Girls,Women,0.9184142351150513,0.0654803141951561,Women,persistent_error,False,Dresses,Blue,Disney Kids Girl's Blue Pooh Kidswear,product_name,False,False,family_1498172a195a73ec,e1a874c2f5490cdd7c4024aac705998fc728cd3bf287c84c61986e0a33fa83e0,data/raw/teacher/train/images_train/2697.jpg
2716,0,Girls,Women,0.9921839833259583,0.0032631035428494215,Women,persistent_error,False,Tops,Red,Disney Kids Girl's Minnie Red Stripped Kidswear,product_name,False,False,family_cc9cf5d8f89bae4a,57364181334c366874a0810a28a25150e85d4e623a974cdb52ace0c950dadaa1,data/raw/teacher/train/images_train/2716.jpg
2717,4,Girls,Women,0.7537409067153931,0.14160290360450745,Women,persistent_error,False,Tops,Blue,Disney Kids Girls  Kidswear,product_name,False,False,family_cb6ea64e2e1a105d,b99ba570bb5cec197f56fef48f0dac2d1f89d3e9d8c4f7609e4d0448c68751d1,data/raw/teacher/train/images_train/2717.jpg
2737,4,Girls,Men,0.3327203094959259,0.11115605384111404,Men,persistent_error,False,Tops,Red,Disney Kids Girl's Red Kidswear,product_name,False,False,family_aa32dcc196cd2d7c,17ae15e33f3cb89c9905a11a7dadf0dfb329f034cfc866c29223cc5bf39e76e9,data/raw/teacher/train/images_train/2737.jpg
2953,4,Women,Men,0.8147900104522705,0.18300415575504303,Men,persistent_error,True,Capris,Yellow,DUSG Women Rishikesh Organic Wheat Capri,product_name,False,False,family_a91b21e23dd3b8ce,a295e2b587a32d775a4fa2e6e6b214bc10970a88d8e9af8bb306d89380b9d9de,data/raw/teacher/train/images_train/2953.jpg
3137,0,Women,Men,0.7074840664863586,0.2584594786167145,Men,persistent_error,False,Heels,Brown,Catwalk Women Ethnic Leather Flat Brown Flats,product_name,False,False,family_1f023880f785dbb4,69c5b8857ddd18534fc61fa04d77e99a77342164f1f885c755943e9c22cbe34c,data/raw/teacher/train/images_train/3137.jpg
3177,4,Women,Men,0.8403334617614746,0.11496976017951965,Women,new_error,False,Sports Shoes,White,Nike Women Dual Fusion White Green Shoe,product_name,False,False,family_61d8c465a85f889f,1010c04fe9d5fb74dc1b9f9a667deb7f55c053765354e17765da015de791a458,data/raw/teacher/train/images_train/3177.jpg
3183,4,Women,Girls,0.5150645971298218,0.427577942609787,Women,new_error,True,Sports Shoes,Grey,Nike Women Lunarfly Grey Green Shoe,product_name,False,False,family_92a7194ae5db4ecb,255540dda8d8e13383aa860ce2aa49911b4f73828240636815e8857e65db7b4a,data/raw/teacher/train/images_train/3183.jpg
3221,0,Men,Women,0.701164186000824,0.29689309000968933,Women,persistent_error,True,Sports Shoes,White,Puma Men's Kuris White Grey Shoe,product_name,False,False,family_a762afde67e034eb,970254994740e0845008aa298d1691ac520212db3248cbc5956edd005d8cf265,data/raw/teacher/train/images_train/3221.jpg
3293,0,Women,Men,0.9021732211112976,0.08468247950077057,Men,persistent_error,False,Sports Shoes,White,Asics Women White GEL Strike 2 Blue Shoe,product_name,False,False,family_6fd17db7943ea6ed,ac87fd311c89c27ce813a482d83f1805d3f546362fda399013ea82a48cf504dc,data/raw/teacher/train/images_train/3293.jpg
3310,4,Women,Men,0.9640868902206421,0.022516625002026558,Men,persistent_error,False,Sports Shoes,White,Asics Women Gel Cushioning White Pink Lime Shoe,product_name,False,False,family_5a4a0c923c9a9f9e,2e7811b3115b5fdf120f7380632eea101c05a506b305ebae1850488215571669,data/raw/teacher/train/images_train/3310.jpg
3373,0,Women,Men,0.6123620867729187,0.37160736322402954,Women,new_error,True,Sports Shoes,Silver,Asics Women GT 2160 Performance Silver Pink Shoe,product_name,False,False,family_5ed4cae00638d8a9,85958d80e9f3a5d91c6273439ba25773e5d99be5f5795610f287e75fcd6a2a71,data/raw/teacher/train/images_train/3373.jpg
3440,0,Men,Women,0.9884241819381714,0.01136136706918478,Women,persistent_error,False,Tshirts,Blue,Delhi Daredevils Mens Fan Tee,product_name,False,False,family_d55f9f377e5f6239,5c7321a6f75bbe06b119f5702b1ec51a76d328fc7aba4b339a2423a2abf5dc29,data/raw/teacher/train/images_train/3440.jpg
3465,4,Unisex,Women,0.6931478977203369,0.1640900820493698,Women,persistent_error,True,Swimwear,Black,ADIDAS Unisex Black White Swimming Cap,product_name,False,False,family_d9b22972eaaeb701,79e811f8fc0a0874306c536267a94f330dce4a5154b288dd274d35d2d60da7db,data/raw/teacher/train/images_train/3465.jpg
3466,0,Women,Men,0.9794591069221497,0.018899932503700256,Men,persistent_error,False,Sports Shoes,White,ADIDAS Women Vanquish White Silver Shoe,product_name,False,False,family_106ac292fcd61174,88f1a879ab06f58126aedee220480f98cc3a26438f31e5b755b41a23fe2d3fae,data/raw/teacher/train/images_train/3466.jpg
3471,0,Men,Unisex,0.5334715247154236,0.4493216574192047,Men,new_error,False,Caps,Black,ADIDAS Men Adipure Black Cap,product_name,False,False,family_155eb65154b0e0eb,4f9f7f8539471740443a2c224797233041c3336a10a49f7e17327e860275ec22,data/raw/teacher/train/images_train/3471.jpg
3475,4,Men,Unisex,0.9221681952476501,0.07640231400728226,Unisex,persistent_error,False,Backpacks,Black,ADIDAS Men Tiro Black Red Backpack,product_name,False,False,family_15727c386643f322,2a824be74f19db0a82de78971b825dd74515d74e16c66b615a3906ae41c34c41,data/raw/teacher/train/images_train/3475.jpg
3482,0,Men,Women,0.9940806031227112,0.005396146792918444,Women,persistent_error,False,Track Pants,Blue,ADIDAS Men's Light Blue Track Pant,product_name,False,False,family_0dc5713ce820f082,c0d20f97996d8ca5d689cb0dca4a52ebb73ee8faf7fa6fcdb4dfdca38d133154,data/raw/teacher/train/images_train/3482.jpg
3492,0,Women,Men,0.439452201128006,0.3076186180114746,Men,persistent_error,False,Sports Shoes,Red,ADIDAS Women Adi Light Red White Shoe,product_name,False,False,family_9652ec3b28f1be86,7305cecfd269f580f9a7e753d57b1bffb7cb6c025733ed1add90e88aeacb07de,data/raw/teacher/train/images_train/3492.jpg
3575,4,Women,Unisex,0.6755516529083252,0.22987233102321625,Women,new_error,False,Flats,Grey,ADIDAS Women Grey Outdoor Sports Sandal,product_name,False,False,family_cb0baf00b13be62e,6b1dd141be3af380d7b2edc22596c0cddf5485ca7e8bcc774ca9cabf442ffd0d,data/raw/teacher/train/images_train/3575.jpg
3598,4,Unisex,Boys,0.9965025186538696,0.000952357251662761,Boys,persistent_error,False,Tshirts,Blue,Puma Deccan Chargers Kids Navy Blue Replica Jersey,original_no_cue,False,False,family_a2de21b4327dde0e,75471463572ee3cd215716696069f13106a7f6f2ef2ccf4492bca96928a29e44,data/raw/teacher/train/images_train/3598.jpg
3601,4,Unisex,Men,0.9163066744804382,0.010947699658572674,Men,persistent_error,False,Tshirts,Blue,Puma Deccan Chargers Kids Navy Blue Lookalike Jersey,original_no_cue,False,False,family_1d8090bacab301ca,a9f54032200317fbcf3b9589a940b15988e103498db6c5f152f146607b27fc7f,data/raw/teacher/train/images_train/3601.jpg
3603,4,Unisex,Women,0.7202673554420471,0.18202203512191772,Women,persistent_error,True,Flip Flops,Red,Puma Unisex Splash Red Black Flip Flop,product_name,False,False,family_94de49d59371e3a9,cf35e04e5ac457f6dd4e40254d2f84831ff3273a40e02ffea72457a079c8cd60,data/raw/teacher/train/images_train/3603.jpg
3610,0,Unisex,Men,0.844415545463562,0.14960917830467224,Men,persistent_error,False,Casual Shoes,Green,Converse Unisex Chuck Taylor Check HI Green Canvas Shoe,product_name,False,False,family_ac74ca8a7cddeb3c,7628a5977ec11e93293e4a116209e2a431f84302f187ae400ca7ef01d2c2b337,data/raw/teacher/train/images_train/3610.jpg
3657,0,Men,Women,0.7885520458221436,0.11857745051383972,Women,persistent_error,False,Casual Shoes,Red,Fila Men Emotion Red Shoe,product_name,False,False,family_d44ce374513f092d,1442ac30f97777fcdd83bc6643c8f85a5a6da22d3f25e22b20bc546cc26be54c,data/raw/teacher/train/images_train/3657.jpg
3694,0,Men,Women,0.48293837904930115,0.13656526803970337,Unisex,persistent_error,False,Casual Shoes,Green,Lotto Men's Dynamo Green Canvas Shoe,product_name,False,False,family_05d126b39f766147,ab4aa8d476c0e6f1cc8ad77d1efe2330d2c054f01d5efb273a2e762047df1208,data/raw/teacher/train/images_train/3694.jpg
3728,4,Women,Men,0.8003008365631104,0.01690741628408432,Men,persistent_error,False,Tshirts,Blue,Mumbai Indians Womens Match Jersey,product_name,False,False,family_d30f062eab20ace7,644b20fe8c0b6e85919cdc3b5a37a260c1853033e3b7e25d3b5ba86798099446,data/raw/teacher/train/images_train/3728.jpg
3737,0,Unisex,Men,0.5393114686012268,0.43363282084465027,Men,persistent_error,False,Caps,Purple,Lotto Unisex Kochi Tuskers Sovenior Purple Orange Cap,product_name,False,False,family_f021014960c5f61b,4e26153004c3592d3927f7f5f37d1e5cf9b7c989bd6abc632cb20051bdfe7bf5,data/raw/teacher/train/images_train/3737.jpg
3742,0,Unisex,Boys,0.8603370785713196,0.13051587343215942,Unisex,new_error,True,Tshirts,Black,Tantra Kid's Gizmo Black Kidswear,original_no_cue,False,False,family_f72b71f2cf7221d1,21ba06edfb82c80f12fabf676930550a21e96d99b62d0f4eac2ce956a6fd490f,data/raw/teacher/train/images_train/3742.jpg
3745,4,Unisex,Boys,0.4519768953323364,0.43891751766204834,Unisex,new_error,False,Tshirts,Yellow,Tantra Kid's Cool Yellow Kidswear,original_no_cue,False,False,family_295c4d1595596d39,09e586811b29c9ded9fa035ba134dd05b6d839a59bc48bf1a8abf9a82fec66ed,data/raw/teacher/train/images_train/3745.jpg
3809,4,Boys,Men,0.8046038746833801,0.07165364176034927,Men,persistent_error,False,Tshirts,Red,Disney Kids Boy's He Is Behind You Red Kidswear,product_name,False,False,family_6f9a9c5aa19fd6b8,e9b3be73cd63331d099a1a4f1b9491d448768a6cb9d4f0e690dec3a218c4bd94,data/raw/teacher/train/images_train/3809.jpg
3815,4,Boys,Unisex,0.3967255651950836,0.23738712072372437,Unisex,persistent_error,False,Tshirts,Orange,Disney Kids Boy's Orange Just Cruising Kidswear,product_name,False,False,family_c5012fb6613af708,60ff9df6148e04295288de6a0b8391120b80c08466ccae7c9da28deb9d500f3e,data/raw/teacher/train/images_train/3815.jpg
3816,4,Boys,Girls,0.8119099140167236,0.10967037081718445,Girls,persistent_error,False,Tshirts,Blue,Disney Kids Boy's Blue Just Cruising Kidswear,product_name,False,False,family_14cf3f00fb27765f,71093e9b393b283bc1e4fc3139b2e671db9a6c313b4806254e15ba5bedbe54d1,data/raw/teacher/train/images_train/3816.jpg
4020,0,Unisex,Men,0.7326199412345886,0.2611110806465149,Unisex,new_error,True,Casual Shoes,Green,ADIDAS Unisex Check Can MW Green White Shoe,product_name,False,False,family_5050b68909159536,570ad9d0395717b0db89eeecae403e9eb91d8390388b914a0592732b91d473e3,data/raw/teacher/train/images_train/4020.jpg
4064,0,Men,Women,0.5516983270645142,0.34633806347846985,Women,persistent_error,True,Sandals,Black,Crocs Men Yukon Black Sandal,product_name,False,False,family_045784691835debe,8a5100a294d795e1246d8ffa7d4b2ae74df23d2a122042a3d9b6e11a04c3c935,data/raw/teacher/train/images_train/4064.jpg
4071,4,Women,Men,0.6159136891365051,0.16947907209396362,Men,persistent_error,False,Casual Shoes,Grey,Numero Uno Women Canvas Grey Purple Shoe,product_name,False,False,family_b55184dec351ac66,0d903f9447daa883f4cbcab326273c61135c8c11bea70abed5f21f2bbe20b3ef,data/raw/teacher/train/images_train/4071.jpg
4072,0,Women,Men,0.7465845942497253,0.019990282133221626,Men,persistent_error,False,Casual Shoes,Grey,Numero Uno Women Canvas Grey Red Shoe,product_name,False,False,family_5a3d4457e7db434d,e1a960259925f5c10fa43b0aa242ef679ae4b0db4b118347658a972c8bec7db4,data/raw/teacher/train/images_train/4072.jpg
4118,4,Unisex,Men,0.7610825300216675,0.23467226326465607,Men,persistent_error,False,Casual Shoes,Green,Puma Unisex Mid Pixles Olive Orange Shoes,product_name,False,False,family_0ba896169af5b24d,fd14244e7ca83b1ea6e057eabb451288ae63f75604a6056a5ff5c37eeab109c8,data/raw/teacher/train/images_train/4118.jpg
4124,0,Unisex,Boys,0.6629669070243835,0.26905685663223267,Men,persistent_error,False,Tshirts,Purple,Kochi Tuskers Kids Replica Jersey,original_no_cue,False,False,family_c5f9eb390a108b48,a112c43dc02d8040fe4bc18efd5b396d23b271d4e8d9634a9f145f62f5683eef,data/raw/teacher/train/images_train/4124.jpg
4164,0,Men,Boys,0.49703648686408997,0.18706654012203217,Boys,persistent_error,False,Sports Shoes,Silver,Reebok Men's Zigdhoni Silver Shoe,product_name,False,False,family_690b51acbaa9c5ed,df414529497fa43f37454a81409b37ce1de3ae7fa6d5f82f2cabb42d94bd0860,data/raw/teacher/train/images_train/4164.jpg
4268,0,Men,Women,0.917817234992981,0.07865726947784424,Women,persistent_error,False,Sports Shoes,Maroon,Nike Men's Tiempo Natural Maroon Shoe,product_name,False,False,family_4c92b97852bfee90,591daaec1f573ea8521be6ffffafdda5dc0ba74b70c0f0a2f7697b00857c7d35,data/raw/teacher/train/images_train/4268.jpg
4274,4,Men,Women,0.7676880359649658,0.13728472590446472,Women,persistent_error,False,Casual Shoes,Grey,Rockport Men's Capella Grey Shoe,product_name,False,False,family_35edaef5199e008d,54db3277682793323794fcb44cb0baf557b6d5b0976eebde2709fc6353660d73,data/raw/teacher/train/images_train/4274.jpg
4282,4,Men,Women,0.9999527931213379,1.2731947208521888e-05,Women,persistent_error,False,Casual Shoes,Brown,Rockport Men Arratoon Brown Shoe,product_name,False,False,family_dc727ebc0766b63d,80e3544de6cef09bf5672f4e419b0dbc5c1c083738903f8a042bb4267481a48b,data/raw/teacher/train/images_train/4282.jpg
4301,0,Unisex,Boys,0.6188145875930786,0.03643040359020233,Men,persistent_error,False,Tshirts,White,Tantra Kid's Unisex Moustaches White Kidswear,product_name,False,False,family_f66939aed19dcd45,f9387d6dfe1ca9e0509c21ffc50f4dbc72dfd188134f651b93e562a780a9f26b,data/raw/teacher/train/images_train/4301.jpg
4308,4,Unisex,Boys,0.6934961080551147,0.28440603613853455,Unisex,new_error,False,Tshirts,Red,Tantra Kid's Unisex Meet My Daddy Red Kidswear,product_name,False,False,family_b3c3b62c4e9797a9,86aa7e5323d57e38d6cab311bd496503f6c5b5a1e7757cdfb87e078e9edec2d0,data/raw/teacher/train/images_train/4308.jpg
4315,0,Unisex,Boys,0.7975580096244812,0.19311754405498505,Boys,persistent_error,False,Tshirts,Brown,Tantra Kid's Unisex Harappa Choco Brown Kidswear,product_name,False,False,family_ecd50d3a4d8daad2,d1373ee86f5405106d797287d72348dd2bbcc08fa762212efe6e87667bf29911,data/raw/teacher/train/images_train/4315.jpg
4318,4,Men,Unisex,0.9571887850761414,0.01825728639960289,Unisex,persistent_error,False,Tshirts,Orange,Tantra Kid's Men Kya Boss Orange Kidswear,product_name,False,False,family_b711ed9bc1eae835,8c3462c2c207b16f3d87d049593c599beb3f0c4b0e47e7a352d914a1a7402dec,data/raw/teacher/train/images_train/4318.jpg
4437,0,Unisex,Men,0.6325623393058777,0.25387638807296753,Men,persistent_error,False,Casual Shoes,White,Converse Unisex Strips White Black Canvas Shoe,product_name,False,False,family_28568ee9ca159d43,76a58e8f407e4d0ceb916cb83b4db3c50cc99ed15770623b2f16f63c663c987c,data/raw/teacher/train/images_train/4437.jpg
