id,articleType,product_family_group,mode,predicted_label,confidence,correct
3211,Tshirts,family_4a8ed6268c1741e4,RGB,Shirts,0.8648229837417603,False
3236,Casual Shoes,family_83f317efec40450f,RGB,Flats,0.9342865943908693,False
3255,Flats,family_c5f40d3880b454c1,RGB,Casual Shoes,0.8560137748718262,False
3497,Casual Shoes,family_27335c6f0f67cb71,RGB,Sports Shoes,0.8830997943878174,False
3571,Tshirts,family_2f619d680b998bca,RGB,Tops,0.7538399696350098,False
3580,Casual Shoes,family_15bb14fd69723b98,RGB,Sports Shoes,0.9743786454200744,False
3638,Casual Shoes,family_026916bfa9ab8dbe,RGB,Sports Shoes,0.9999221563339232,False
3651,Sports Shoes,family_0ab77c56eece2d24,RGB,Casual Shoes,0.9691877961158752,False
3720,Belts,family_3644cb1007be9e1b,RGB,Caps,0.8166930675506592,False
3805,Sandals,family_a5b06020eb2ea3af,RGB,Flip Flops,0.9887083768844604,False
3833,Sandals,family_93495fae156b6769,RGB,Flip Flops,0.9999873638153076,False
3953,Tshirts,family_6a6a93367e7d0023,RGB,Tops,0.8002917170524597,False
3958,Tops,family_015287fce017a7b8,RGB,Tshirts,0.9976315498352052,False
3971,Tops,family_2a890496afdbf577,RGB,Tshirts,0.9941699504852296,False
4106,Sandals,family_d8bbf6c1176f8226,RGB,Sports Sandals,0.9596627354621888,False
4138,Casual Shoes,family_1f61c05e5a94a199,RGB,Sports Shoes,0.9552816152572632,False
4213,Tshirts,family_7deb66de6038a305,RGB,Tops,0.9988262057304382,False
4215,Tshirts,family_bb666ba5b78a13ad,RGB,Tops,0.9998360872268676,False
4227,Tshirts,family_52144ce705561eb2,RGB,Innerwear Vests,0.886054277420044,False
4261,Tshirts,family_2a0a5f36a397d7ef,RGB,Bra,1.0,False
4262,Tshirts,family_cf7dee3443a85994,RGB,Bra,1.0,False
4336,Sports Shoes,family_9544361c04facd3e,RGB,Casual Shoes,0.8745102882385254,False
4441,Casual Shoes,family_6346fc1b001a16dd,RGB,Sports Shoes,0.6324655413627625,False
4451,Caps,family_6f543685273d0e18,RGB,Dresses,0.4988818168640136,False
4468,Casual Shoes,family_dc99a69a88c91874,RGB,Sports Shoes,0.996980607509613,False
4573,Sports Shoes,family_f3a6399711da0b03,RGB,Heels,0.5202051401138306,False
4621,Tops,family_c0d32e8f4dc23289,RGB,Tshirts,0.8576402068138123,False
4717,Tshirts,family_7deb66de6038a305,RGB,Tops,0.9985296726226808,False
4719,Tshirts,family_bb666ba5b78a13ad,RGB,Tops,0.9998416900634766,False
4720,Tshirts,family_29d504c9de3a9308,RGB,Tops,0.9868578910827636,False
4780,Tshirts,family_259748e36ea45836,RGB,Tops,0.9991307854652404,False
4888,Tops,family_0dc2f3515bee8486,RGB,Tshirts,0.9995881915092468,False
4889,Tops,family_0dc2f3515bee8486,RGB,Tshirts,0.9995881915092468,False
4897,Tops,family_eda7ca2e850cca25,RGB,Tshirts,0.99850732088089,False
4915,Tops,family_f2eca72c8cdf2c93,RGB,Tshirts,0.8095090389251709,False
4916,Tops,family_f2eca72c8cdf2c93,RGB,Tshirts,0.7020705938339233,False
4965,Tshirts,family_bdc1cc5988510c33,RGB,Dupatta,0.6046825647354126,False
5004,Skirts,family_6078ab6da8612a51,RGB,Shorts,0.9961574673652648,False
5037,Casual Shoes,family_78c549f9e428652c,RGB,Sports Shoes,0.9998008608818054,False
5104,Sandals,family_99b057c8e3461b97,RGB,Heels,0.4007849097251892,False
5119,Tshirts,family_77c53fd8faa9cd5a,RGB,Tops,0.8797488808631897,False
5288,Sandals,family_61f5643dedd8af70,RGB,Flats,0.5970704555511475,False
5317,Formal Shoes,family_197fadbf47ebfda1,RGB,Casual Shoes,0.9909056425094604,False
5320,Casual Shoes,family_a06465366cbea9b3,RGB,Sports Shoes,0.8448867201805115,False
5410,Flip Flops,family_5f7384f80b19355c,RGB,Caps,0.7235170006752014,False
5411,Sports Shoes,family_5f7384f80b19355c,RGB,Caps,0.7860210537910461,False
5575,Skirts,family_69c53542ac9ee1fc,RGB,Shorts,0.6061236262321472,False
5600,Sports Shoes,family_e3be6803d0ccd399,RGB,Casual Shoes,0.6815686225891113,False
5764,Tops,family_3c06bc19eae1dddc,RGB,Nightdress,0.9999943971633912,False
5806,Tshirts,family_addcb3d9599cca85,RGB,Tops,0.987384796142578,False
5842,Tshirts,family_016908412530c969,RGB,Sports Shoes,0.998728096485138,False
5852,Handbags,family_c88df307576db793,RGB,Tshirts,0.9967806339263916,False
5856,Handbags,family_6ef6a4c45ebe0bc7,RGB,Skirts,0.6550295352935791,False
5904,Casual Shoes,family_726319add660a877,RGB,Sports Shoes,0.800373375415802,False
6025,Tshirts,family_91010dd150a286fa,RGB,Tops,0.9948968291282654,False
6037,Tshirts,family_11d59efd19009d5a,RGB,Tops,0.9918161034584044,False
6065,Shirts,family_0e497cfde2219505,RGB,Jackets,0.9909974336624146,False
6092,Tshirts,family_ceebaec62de7f127,RGB,Tops,0.7831316590309143,False
6133,Casual Shoes,family_76c6b1efb7011428,RGB,Sports Shoes,0.617190957069397,False
6145,Sandals,family_888523b7ea75e23c,RGB,Heels,0.8950827121734619,False
6175,Flip Flops,family_cff0e3db64d0507c,RGB,Sandals,0.9086037874221802,False
6381,Sports Shoes,family_1b36cd7951891f38,RGB,Casual Shoes,1.0,False
6389,Sports Shoes,family_44fe5cd136d507c0,RGB,Casual Shoes,0.9999819993972778,False
6391,Flats,family_5972b901807fac6a,RGB,Heels,0.9705020189285278,False
6424,Flip Flops,family_66dcb4a67145fb49,RGB,Sandals,0.5706483125686646,False
6478,Jackets,family_eba563fc7217d554,RGB,Shirts,0.9999949932098388,False
6504,Jackets,family_ca9ceb6158f6b3bb,RGB,Shirts,0.9996346235275269,False
6596,Tops,family_48c17e1d816afbb3,RGB,Tshirts,0.9799338579177856,False
6606,Tshirts,family_bf163743e96880dc,RGB,Tops,0.9935924410820008,False
6616,Shirts,family_20073d61961071df,RGB,Tshirts,0.999970316886902,False
6634,Sports Shoes,family_b138c0b35a911311,RGB,Casual Shoes,0.9994584918022156,False
6679,Sports Sandals,family_c03cd77a31b20f4f,RGB,Sandals,0.9998075366020204,False
6696,Socks,family_a2e06365327c0511,RGB,Earrings,0.9966598749160768,False
6738,Socks,family_c170ab55d53bb656,RGB,Deodorant,0.5954210758209229,False
6815,Casual Shoes,family_905daf4b6cccc722,RGB,Sports Shoes,0.95958012342453,False
6868,Dresses,family_1c8c47becf333f1a,RGB,Tops,0.9729410409927368,False
6869,Tops,family_053d7b9eef98fc65,RGB,Tshirts,0.5738816261291504,False
6884,Jackets,family_20bb38aa47c991ba,RGB,Tops,0.7068564295768738,False
6950,Tops,family_352307e88925c08b,RGB,Shirts,0.983109414577484,False
6969,Shirts,family_6161b2838ffa6ce1,RGB,Dresses,0.6698291897773743,False
6979,Tops,family_40e3295b8dc6dfe7,RGB,Tshirts,0.8054967522621155,False
6987,Tops,family_413285aad9a95e1a,RGB,Tshirts,0.9843472242355348,False
7055,Tshirts,family_4508bd9ba16dee22,RGB,Tops,0.9492496848106384,False
7183,Tops,family_882555fb1b4a06b0,RGB,Dresses,0.6849730014801025,False
7194,Tops,family_4aaf3134cd70f84a,RGB,Tshirts,0.9949663281440736,False
7199,Tops,family_1498a27661671620,RGB,Tshirts,0.9463401436805724,False
7200,Tops,family_3c5d8ca315f8c36d,RGB,Tshirts,0.999920129776001,False
7206,Tops,family_7ac9206afbb213cb,RGB,Tshirts,0.9983118772506714,False
7209,Tshirts,family_7f6e59dc5994303f,RGB,Tops,0.9208818078041076,False
7212,Tunics,family_de07769f3393873b,RGB,Kurtis,0.9910423755645752,False
7381,Formal Shoes,family_f52c1308a6e3dcae,RGB,Casual Shoes,0.5211394429206848,False
7432,Shorts,family_735fb136742e7177,RGB,Track Pants,0.8207260966300964,False
7594,Sports Shoes,family_e4fccfc15307174f,RGB,Casual Shoes,0.7700327038764954,False
7610,Messenger Bag,family_c393f6347e02530a,RGB,Handbags,0.9997870326042176,False
7611,Wallets,family_9a47f769d7bf1bb3,RGB,Briefs,0.7386814951896667,False
7702,Tops,family_caa43aab99273572,RGB,Tshirts,0.9595059156417848,False
8094,Flip Flops,family_7385e90f8a1869d8,RGB,Sandals,0.999871015548706,False
8235,Handbags,family_9638ab33113c7d13,RGB,Casual Shoes,0.929860770702362,False
8243,Handbags,family_08af8411ea26217e,RGB,Messenger Bag,0.9999969005584716,False
8244,Handbags,family_a7502e6a7421448e,RGB,Messenger Bag,0.6135455369949341,False
8289,Flip Flops,family_b1085a6893111a20,RGB,Sandals,0.9845110177993774,False
8342,Sports Shoes,family_303e652fb5d5c3ea,RGB,Casual Shoes,0.9999083280563354,False
8360,Tshirts,family_8b87536f8a2b8b84,RGB,Tops,0.5209590196609497,False
8372,Tshirts,family_ed00583ccc088f7d,RGB,Tops,0.871126651763916,False
8375,Tshirts,family_ed00583ccc088f7d,RGB,Tops,0.871126651763916,False
8414,Tshirts,family_67aad598c795ff94,RGB,Tops,0.9998780488967896,False
8415,Tshirts,family_67aad598c795ff94,RGB,Tops,0.9998780488967896,False
8440,Tshirts,family_6550bd8d08aa1c1a,RGB,Tops,0.7454738020896912,False
8469,Tunics,family_6f6d5739a0a2b2c1,RGB,Tops,0.9472108483314514,False
8542,Flip Flops,family_0448af7f4704b41c,RGB,Sandals,0.8188225030899048,False
8546,Flip Flops,family_0448af7f4704b41c,RGB,Sandals,0.9866346120834352,False
8581,Waistcoat,family_de70e19e8fec7261,RGB,Sweaters,0.5426677465438843,False
8710,Sunglasses,family_f3b8f36ceb1a8fda,RGB,Necklace and Chains,0.8200342655181885,False
8752,Sandals,family_de3daca6a937e505,RGB,Casual Shoes,0.9995524287223816,False
8771,Sports Sandals,family_0193d52e5b146270,RGB,Flip Flops,0.9999938011169434,False
8832,Sweaters,family_225e15bcc17ffce6,RGB,Tshirts,0.91632080078125,False
8839,Trousers,family_c87a192c3eb69051,RGB,Jeans,0.8246333003044128,False
8889,Shirts,family_07408b004e169bf3,RGB,Tshirts,0.924511194229126,False
8914,Sports Shoes,family_4a1233956c391eb0,RGB,Casual Shoes,0.9978833794593812,False
8949,Trousers,family_4ee6b655faf9c4fe,RGB,Track Pants,0.9342696070671082,False
8974,Sports Shoes,family_51f857a7090afad9,RGB,Casual Shoes,0.9378234148025512,False
8983,Casual Shoes,family_6cbb65e4607f0fee,RGB,Sports Shoes,0.7525482177734375,False
9059,Sports Shoes,family_eb982d2b777ad8d0,RGB,Casual Shoes,0.9366070032119752,False
9106,Tops,family_ee8621197232afef,RGB,Tshirts,0.9221210479736328,False
9121,Sports Shoes,family_7e431cb8ac2b42ee,RGB,Casual Shoes,0.9990286827087402,False
9335,Tshirts,family_8a5f0afcff319f80,RGB,Tops,0.9474840760231018,False
9336,Tshirts,family_34fbd3ead861115d,RGB,Tops,0.5963299870491028,False
9340,Tops,family_265b0b21bedad527,RGB,Tshirts,0.9907163381576538,False
9384,Sports Shoes,family_ef60277e7dff8ca4,RGB,Casual Shoes,0.9919541478157043,False
9399,Sports Shoes,family_96d93635d3a8822d,RGB,Casual Shoes,0.9985322952270508,False
9408,Sunglasses,family_5ef3c7f1cde699af,RGB,Necklace and Chains,0.8114504218101501,False
9428,Flats,family_5f0e92362198dc68,RGB,Heels,0.9214765429496764,False
9487,Backpacks,family_004c5505872f96b5,RGB,Bra,0.9974699020385742,False
9796,Sandals,family_13e0d2a0568eed19,RGB,Casual Shoes,0.9005818367004395,False
9802,Tops,family_fda78461e836733f,RGB,Tshirts,0.9721487164497375,False
9803,Tunics,family_fda78461e836733f,RGB,Tops,0.895837128162384,False
9880,Shirts,family_bc5195c3e6ddd00f,RGB,Jackets,0.9840412139892578,False
9881,Shirts,family_bc5195c3e6ddd00f,RGB,Jackets,0.9840412139892578,False
9952,Tshirts,family_a03cdf8716fd211e,RGB,Flats,0.6185664534568787,False
10270,Flats,family_08494e72f5bf7429,RGB,Heels,0.9610819816589355,False
10273,Sandals,family_1b2f7d7e470f8f47,RGB,Casual Shoes,0.9808581471443176,False
10340,Tshirts,family_aab0bf2c6c647eef,RGB,Tops,0.5385850667953491,False
10360,Dresses,family_27fd5ea8a2fd81e1,RGB,Kurta Sets,0.9909000396728516,False
10406,Dresses,family_cdd88e9889520cf6,RGB,Night suits,0.3578204810619354,False
10426,Tshirts,family_628c2ed7cf6b9e79,RGB,Sweaters,0.5720593333244324,False
10493,Tshirts,family_23f79dc3295e5ebe,RGB,Tops,0.7549304962158203,False
10507,Tshirts,family_976baffa63246b26,RGB,Tops,0.6028995513916016,False
10622,Flip Flops,family_0871c8a3bfa762bb,RGB,Flats,0.9834246039390564,False
10656,Tops,family_2f0c4c6c0fff9471,RGB,Dresses,0.9999985694885254,False
10678,Tops,family_7ae7dc84a03d6cc5,RGB,Tshirts,0.9930028319358826,False
10718,Tops,family_0554934936addea6,RGB,Handbags,0.9844969511032104,False
11010,Tops,family_4c9bf88bc02a3ea8,RGB,Shirts,0.9954517483711244,False
11038,Tops,family_b6d740a5467734e2,RGB,Shirts,0.9859257340431212,False
11078,Sweaters,family_9f4f7ed2dd26a7ae,RGB,Tshirts,0.9351229071617126,False
11140,Scarves,family_cfe80cefe73f3d7a,RGB,Shorts,0.925524115562439,False
11171,Sweaters,family_9f4f7ed2dd26a7ae,RGB,Tshirts,0.9645426273345948,False
11176,Sweaters,family_9f4f7ed2dd26a7ae,RGB,Shirts,0.9943572878837584,False
11376,Tops,family_1fd7fc77e0a4c780,RGB,Shirts,0.9999996423721312,False
11433,Sweaters,family_0eb8ffe9a0deae65,RGB,Tops,0.9997718930244446,False
11588,Kurtis,family_7804641b0093a8d0,RGB,Tops,0.9540376663208008,False
11609,Kurtas,family_6a42036d7846de91,RGB,Kurtis,0.9997966885566713,False
11615,Kurtas,family_8934df67d882eb57,RGB,Kurtis,0.9369770288467408,False
11658,Tshirts,family_83a0030bcebc87b6,RGB,Tops,0.9905627965927124,False
11759,Tops,family_6bc4241c53de1880,RGB,Tunics,0.9156854152679444,False
11761,Tops,family_665b60a4fcf8949c,RGB,Kurtis,0.7779925465583801,False
11815,Casual Shoes,family_a91d2ea4ef602bd8,RGB,Sports Shoes,0.8386465907096863,False
11868,Sandals,family_d28281a2d0fe323a,RGB,Casual Shoes,0.4118520021438598,False
11874,Formal Shoes,family_d28281a2d0fe323a,RGB,Sandals,0.9998904466629028,False
11893,Sandals,family_d28281a2d0fe323a,RGB,Flip Flops,0.6072949767112732,False
11927,Sports Shoes,family_b33860df3be254ba,RGB,Casual Shoes,0.6236737370491028,False
12350,Shirts,family_db068c71019cf3af,RGB,Tshirts,0.8035025596618652,False
12439,Hat,family_1c50287b342629cb,RGB,Caps,0.8185907006263733,False
12464,Stoles,family_ea2aac749f884f0f,RGB,Scarves,0.9999939203262328,False
12465,Stoles,family_43a599e19e8e2c7b,RGB,Scarves,0.99994957447052,False
12535,Tshirts,family_19c52b3336e86e56,RGB,Shirts,0.5476875901222229,False
12579,Tshirts,family_bc49610ac7b4e130,RGB,Tops,0.8808642625808716,False
12607,Tops,family_4f33341ad8c920b9,RGB,Sweaters,0.9697023630142212,False
12640,Tshirts,family_3dff5ac730d45103,RGB,Sweaters,0.9172136783599854,False
12762,Jeans,family_72535a80d018ff4a,RGB,Trousers,0.936577081680298,False
12780,Kurta Sets,family_d60827377b529031,RGB,Dupatta,0.7437078952789307,False
12793,Tshirts,family_f768df8871597bed,RGB,Tops,0.6478112936019897,False
12839,Skirts,family_7e7d9136e2ed8777,RGB,Shorts,0.5404183864593506,False
12860,Formal Shoes,family_a1fac2e7ce6eef5f,RGB,Casual Shoes,0.9899531006813048,False
12872,Formal Shoes,family_a1fac2e7ce6eef5f,RGB,Casual Shoes,0.981349527835846,False
12916,Tshirts,family_0d66b810ef2ec67e,RGB,Sweaters,0.9359644055366516,False
12994,Sports Shoes,family_4574409444e55985,L,Casual Shoes,0.8201526403427124,False
13123,Formal Shoes,family_60d50ef2b2bcac8a,RGB,Casual Shoes,0.9564186930656432,False
13144,Heels,family_df4446624b83bf80,RGB,Flats,0.8590134978294373,False
13174,Flats,family_d168cb88c31ac8bc,RGB,Heels,0.9954506754875184,False
13201,Sports Shoes,family_910769754620d570,RGB,Casual Shoes,0.9414018392562866,False
13299,Shorts,family_3cd7ee13a93f35ca,L,Tops,0.9833599328994752,False
13304,Skirts,family_c6addcd9de656d8a,RGB,Shorts,0.9999997615814208,False
13305,Skirts,family_c6addcd9de656d8a,RGB,Shorts,0.9999997615814208,False
13354,Casual Shoes,family_0e6a07c0e0cca885,RGB,Accessory Gift Set,0.9986394047737122,False
13357,Casual Shoes,family_fea03f0b0237ebd3,RGB,Sports Sandals,0.4817135632038116,False
13364,Casual Shoes,family_45901370f55c38f7,RGB,Dresses,0.8139854073524475,False
13380,Shoe Accessories,family_5e25119e91122f54,RGB,Shoe Laces,0.8117333054542542,False
13381,Casual Shoes,family_a0c1f96870ed2f8a,RGB,Sports Shoes,0.98851877450943,False
13453,Tunics,family_c256a59672c70db5,RGB,Tops,0.9072970151901244,False
13544,Flats,family_5b5307b0726a8442,RGB,Casual Shoes,0.6721924543380737,False
13556,Heels,family_514d3f0b0b27c4eb,RGB,Flats,0.5866819024085999,False
13578,Innerwear Vests,family_ceb98fa278816c53,RGB,Tshirts,0.9996979236602784,False
13582,Innerwear Vests,family_ceb98fa278816c53,RGB,Tshirts,0.9994532465934752,False
13632,Lounge Shorts,family_47137450b104df45,RGB,Capris,0.68901127576828,False
13634,Lounge Pants,family_914a2d234a223b05,RGB,Track Pants,1.0,False
13643,Flats,family_c946e50291fd3c9c,RGB,Heels,0.9886786341667176,False
13649,Casual Shoes,family_84431d566e76f0fd,RGB,Sports Shoes,0.936887502670288,False
13653,Casual Shoes,family_2438cbc1eade910b,RGB,Sports Shoes,0.7953130602836609,False
13671,Jeans,family_e9af2bf09d12cbd4,RGB,Trousers,0.978849470615387,False
13672,Jeans,family_e9af2bf09d12cbd4,RGB,Trousers,0.978849470615387,False
13724,Caps,family_d07c4ea890afb2ae,RGB,Messenger Bag,0.7121661305427551,False
13761,Shirts,family_17bea95c4d994bef,RGB,Tshirts,0.9671315550804138,False
13939,Tshirts,family_d68bf29fb4c1a946,RGB,Shirts,0.9691590070724488,False
13972,Casual Shoes,family_f4067a1ea3ebdcfe,RGB,Sports Shoes,0.8263742923736572,False
13974,Sandals,family_802f83b07350b6d7,RGB,Flip Flops,0.9999959468841552,False
13980,Sandals,family_8a5edcf749e61d96,RGB,Sports Sandals,0.9956892132759094,False
14071,Tshirts,family_b17da71d428ae46f,RGB,Sweaters,0.6400637030601501,False
14083,Sweaters,family_95fcfef789f6b982,RGB,Tops,0.9958621263504028,False
14090,Tshirts,family_b478183547352ada,RGB,Sweaters,0.9921270608901978,False
14103,Tshirts,family_92f4d5bb712acce4,RGB,Kurtis,0.6189296841621399,False
14318,Sweaters,family_b493ecb53919fd5a,RGB,Tshirts,0.9982970356941224,False
14352,Flats,family_c494c3208cb5d8bc,RGB,Casual Shoes,0.8293452858924866,False
14360,Heels,family_ed55fcd0f4d34bfe,RGB,Flats,0.8855528831481934,False
14386,Heels,family_ed55fcd0f4d34bfe,RGB,Flats,0.6153779029846191,False
14398,Casual Shoes,family_cb308ace4da6b941,RGB,Heels,0.9998698234558104,False
14544,Kurtis,family_0f5135115926fb85,RGB,Tshirts,0.9342067837715148,False
14548,Kurtis,family_520c39da8f0618e9,RGB,Kurtas,0.9827517867088318,False
14799,Handbags,family_4e225b16d8352096,RGB,Wallets,0.5880531668663025,False
14961,Jackets,family_73fdedb8f28f6b52,RGB,Sweatshirts,0.9429841637611388,False
14993,Sweaters,family_b493ecb53919fd5a,RGB,Tshirts,0.6102702617645264,False
15006,Jackets,family_2df989c2a69a99bc,RGB,Innerwear Vests,0.9896848201751708,False
15064,Formal Shoes,family_f832152975511154,RGB,Casual Shoes,0.9650991559028624,False
15068,Sandals,family_4bc8c2bbc864e57a,RGB,Flip Flops,0.7866836190223694,False
15070,Sandals,family_5b1103eabfb9acf3,RGB,Flip Flops,0.763351559638977,False
15073,Sandals,family_4bc8c2bbc864e57a,RGB,Flip Flops,0.9420506954193116,False
15074,Sandals,family_5b1103eabfb9acf3,RGB,Flip Flops,0.92627614736557,False
15080,Kurtis,family_624b3200cffe8e5c,RGB,Tops,0.7055902481079102,False
15253,Sandals,family_5987c08e62d18e3b,RGB,Flip Flops,0.9982435703277588,False
15278,Socks,family_ea32b89205557234,L,Perfume and Body Mist,0.9744436144828796,False
15315,Sports Shoes,family_5763aafce45eb22c,RGB,Casual Shoes,0.991346538066864,False
15321,Jackets,family_06a95e796614c555,RGB,Sweatshirts,0.6423930525779724,False
15338,Capris,family_c07813f1ad117b7b,RGB,Shorts,0.8903160095214844,False
15409,Sandals,family_8d601fad07956dfe,RGB,Flip Flops,0.9996021389961244,False
15518,Casual Shoes,family_63f51f684f8ca859,RGB,Sports Shoes,0.8730477094650269,False
15622,Track Pants,family_fbce37a2857d2726,RGB,Lounge Pants,0.989334762096405,False
15658,Free Gifts,family_0fab8090ad179e8e,RGB,Laptop Bag,0.9854891896247864,False
15804,Briefs,family_3cf52d04dc55e85e,RGB,Tshirts,0.6433042883872986,False
16073,Laptop Bag,family_be605d880164e8ef,RGB,Duffel Bag,0.9204521775245668,False
16076,Laptop Bag,family_93b63fa77982d861,RGB,Backpacks,0.9857838153839112,False
16120,Sandals,family_f502bc72b456a34e,RGB,Flip Flops,0.690838098526001,False
16250,Shirts,family_e0da267d447b6d58,RGB,Tops,0.9978463649749756,False
16915,Sweaters,family_d8841ff729977992,RGB,Jackets,0.938238561153412,False
16929,Sweatshirts,family_76ee8ca009e6a6c6,RGB,Sweaters,0.9946487545967102,False
16937,Free Gifts,family_d63756a323a2c373,RGB,Sunglasses,1.0,False
17000,Flats,family_821031ef54fd58da,RGB,Heels,0.9888561367988586,False
17001,Flats,family_3ff89028d473468d,RGB,Heels,0.8307374119758606,False
17005,Flats,family_dd71b775941a3c2e,RGB,Heels,0.5744367837905884,False
17011,Flats,family_dd71b775941a3c2e,RGB,Heels,0.9422469735145568,False
17012,Flats,family_dd71b775941a3c2e,RGB,Heels,0.999200165271759,False
17087,Wallets,family_5ff1a11109a6efd3,RGB,Clutches,0.5923885703086853,False
17386,Mufflers,family_e9edefad439d785c,RGB,Stoles,0.953767478466034,False
17425,Watches,family_53c045623d593c0e,RGB,Free Gifts,0.5184776186943054,False
17515,Sweaters,family_96ccdf67acd958f6,RGB,Tshirts,0.9464614391326904,False
17623,Track Pants,family_f4a36ebc5b628a04,RGB,Jeans,0.999658703804016,False
17664,Casual Shoes,family_351cff49ce968bd6,RGB,Heels,1.0,False
17732,Sports Shoes,family_d7508e75bd7e54d8,RGB,Casual Shoes,0.9733148217201232,False
17737,Flats,family_86bb6a2319b6e8ac,RGB,Sandals,0.7431076765060425,False
17826,Casual Shoes,family_df5f291bbd4aec1a,RGB,Sports Shoes,0.9175967574119568,False
17832,Casual Shoes,family_6a91389bf293538f,RGB,Sports Shoes,0.9999997615814208,False
18001,Lounge Pants,family_ecc2b198030289c0,RGB,Capris,0.956626832485199,False
18200,Sweaters,family_79a71780b476637f,RGB,Tops,0.9982495903968812,False
18404,Casual Shoes,family_52f9afc1615f8892,RGB,Formal Shoes,0.9928383231163024,False
18411,Sports Shoes,family_092f40e5ba1ab82b,RGB,Casual Shoes,0.6077601313591003,False
18442,Fragrance Gift Set,family_97679376cff0954c,RGB,Handbags,0.9614241123199464,False
18517,Jackets,family_f7186a3986d33100,RGB,Scarves,0.6889256238937378,False
18542,Casual Shoes,family_d7f955a8dafcc682,RGB,Flats,0.9763805866241456,False
18545,Casual Shoes,family_d7f955a8dafcc682,RGB,Heels,0.9999977350234984,False
18556,Heels,family_ed55fcd0f4d34bfe,RGB,Flats,0.640304684638977,False
18649,Flip Flops,family_6238d90de5abb1fb,RGB,Sandals,0.766471803188324,False
18674,Sports Shoes,family_f11f5266dd66610e,RGB,Casual Shoes,0.5800333023071289,False
18725,Sweaters,family_d4c662df36dc5668,RGB,Tops,0.6620173454284668,False
18737,Tops,family_0a2079ba8f1a4910,RGB,Shirts,0.992375910282135,False
18740,Tops,family_7a26e38437503394,RGB,Tunics,0.7193979024887085,False
18743,Tops,family_5e097e52a09ae93a,RGB,Tunics,0.5503250956535339,False
18762,Shirts,family_727f1cf0f2254148,RGB,Sweatshirts,0.5922225117683411,False
18893,Tops,family_228b250c2a6cc7bd,RGB,Tunics,0.7093404531478882,False
18895,Dresses,family_92d2a22b3e45224d,RGB,Kurtas,0.9991466999053956,False
18900,Tops,family_97bc30958636d678,RGB,Shirts,0.6381109952926636,False
19242,Capris,family_3fffbe60124d249d,RGB,Shorts,0.9111685752868652,False
19279,Watches,family_9b7d87bc53166042,RGB,Tshirts,0.9981858134269714,False
19336,Jackets,family_0d2d7706f629880e,RGB,Shirts,0.9989053010940552,False
19380,Boxers,family_c9bc3d91f72b48b0,RGB,Shorts,0.6036162972450256,False
19385,Innerwear Vests,family_caa53ddc9ccb0c02,RGB,Tshirts,0.9966142773628236,False
