first_id,second_id,reason
Amazon Berkeley Objects:abo_B075SYCQ6B,Amazon Berkeley Objects:abo_B075T4SPXJ,normalized_title
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075T4QCXZ,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075T4VKHS,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075T4ZV5S,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075T51144,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075YY2QG4,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075YZL14W,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z1MXFM,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z1R5ZJ,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z1R64V,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z2FWNH,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z2ZV8J,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z34Q3M,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z3SBSR,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z4DBWS,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z4DPV9,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z54188,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075Z57DCG,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR4TF7,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR4TGZ,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR4TJB,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR4VCN,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR52JK,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR89NS,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR89QH,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR89WY,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR8BP8,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZR8D97,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZSLX8R,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZSSF3F,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZSSFCV,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZSZVVV,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZSZVYH,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZSZVYL,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZT4V5Y,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZTH51H,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZTLHLL,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZTLHWT,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZTSWNW,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZTSWPK,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZV5SFS,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZV5SJ9,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZV9GBR,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZV9GCL,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZVKLZV,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075ZVKSDK,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B079TYMQYQ,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B079TYPVNS,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B079V4QH2G,source_group
Amazon Berkeley Objects:abo_B075SYM18X,Amazon Berkeley Objects:abo_B075T4VKHS,normalized_title
Amazon Berkeley Objects:abo_B075T4KDX2,Amazon Berkeley Objects:abo_B075Z1MXKD,source_group
Amazon Berkeley Objects:abo_B075T4KDX2,Amazon Berkeley Objects:abo_B075Z24C7L,source_group
Amazon Berkeley Objects:abo_B075T4KDX2,Amazon Berkeley Objects:abo_B075Z1MXKD,normalized_title
Amazon Berkeley Objects:abo_B075T4KDX2,Amazon Berkeley Objects:abo_B075Z24C7L,normalized_title
Amazon Berkeley Objects:abo_B075T4QCXZ,Amazon Berkeley Objects:abo_B075T4ZV5S,normalized_title
Amazon Berkeley Objects:abo_B075YZ18WN,Amazon Berkeley Objects:abo_B075Z34LJF,source_group
Amazon Berkeley Objects:abo_B075Z1MXFM,Amazon Berkeley Objects:abo_B075Z1R5ZJ,normalized_title
Amazon Berkeley Objects:abo_B075Z1R64V,Amazon Berkeley Objects:abo_B075Z3SBSR,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TF7,Amazon Berkeley Objects:abo_B075ZTSWNW,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TF7,Amazon Berkeley Objects:abo_B075ZVKLZV,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TGZ,Amazon Berkeley Objects:abo_B075ZR89WY,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TGZ,Amazon Berkeley Objects:abo_B075ZV5SJ9,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TGZ,Amazon Berkeley Objects:abo_B075ZV9GBR,normalized_title
Amazon Berkeley Objects:abo_B075ZR89NS,Amazon Berkeley Objects:abo_B075ZSSF3F,normalized_title
Amazon Berkeley Objects:abo_B075ZR89QH,Amazon Berkeley Objects:abo_B075ZR8D97,normalized_title
Amazon Berkeley Objects:abo_B075ZSRMRD,Amazon Berkeley Objects:abo_B075ZV1LY2,source_group
Amazon Berkeley Objects:abo_B075ZSRMRD,Amazon Berkeley Objects:abo_B075ZVKLQF,source_group
Amazon Berkeley Objects:abo_B075ZSRMRD,Amazon Berkeley Objects:abo_B075ZVKLQF,normalized_title
Amazon Berkeley Objects:abo_B075ZSZVVV,Amazon Berkeley Objects:abo_B075ZV5SFS,normalized_title
Amazon Berkeley Objects:abo_B075ZSZVVV,Amazon Berkeley Objects:abo_B075ZV9GCL,normalized_title
Amazon Berkeley Objects:abo_B075ZTH51H,Amazon Berkeley Objects:abo_B075ZTLHLL,normalized_title
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60684998,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60716468,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60716761,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60723424,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60742138,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60746205,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60764732,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P60768754,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P61213548,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P61214135,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P61230313,source_group
Marks and Spencer public catalogue:ms_P23069511,Marks and Spencer public catalogue:ms_P61230314,source_group
Marks and Spencer public catalogue:ms_P60707808,Marks and Spencer public catalogue:ms_P60916612,source_group
Marks and Spencer public catalogue:ms_P60707808,Marks and Spencer public catalogue:ms_P60916612,normalized_title
Marks and Spencer public catalogue:ms_P60716778,Marks and Spencer public catalogue:ms_P61218370,source_group
Marks and Spencer public catalogue:ms_P60752580,Marks and Spencer public catalogue:ms_P60753999,source_group
Marks and Spencer public catalogue:ms_P60752580,Marks and Spencer public catalogue:ms_P60783360,source_group
Marks and Spencer public catalogue:ms_P60752580,Marks and Spencer public catalogue:ms_P60783464,source_group
Marks and Spencer public catalogue:ms_P60752580,Marks and Spencer public catalogue:ms_P60753999,normalized_title
Marks and Spencer public catalogue:ms_P60763031,Marks and Spencer public catalogue:ms_P60916610,source_group
Marks and Spencer public catalogue:ms_P60763031,Marks and Spencer public catalogue:ms_P60916610,normalized_title
Amazon Berkeley Objects:B076QBF12F,Amazon Berkeley Objects:B076QFBFS5,source_group
Amazon Berkeley Objects:B076QBF12F,Amazon Berkeley Objects:B076QFKDCZ,source_group
Amazon Berkeley Objects:B076QJLCFY,Amazon Berkeley Objects:B076QJTKPX,source_group
Amazon Berkeley Objects:B079L8DHGH,Amazon Berkeley Objects:B079LCH6FX,source_group
Amazon Berkeley Objects:B079L8DHGH,Amazon Berkeley Objects:B079LCL9NG,source_group
Amazon Berkeley Objects:B079L8DHGH,Amazon Berkeley Objects:B079LMXV35,source_group
Amazon Berkeley Objects:B079L8DHGH,Amazon Berkeley Objects:B07HGV7JYJ,source_group
Amazon Berkeley Objects:B07PFH829S,Amazon Berkeley Objects:B07PGMRKSC,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:10777707348161,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:10777712328897,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:10777784385729,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:10777787236545,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:10804865302721,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:10804865368257,source_group
Amazon Berkeley Objects:B07PFH829S,dbjourney:9944899813569,source_group
Amazon Berkeley Objects:B07QRZD489,Amazon Berkeley Objects:B07QRZJRNH,source_group
dbjourney:10176842825921,dbjourney:10764594151617,source_group
dbjourney:10176842825921,dbjourney:10777712263361,source_group
dbjourney:10176842825921,dbjourney:10889294807233,source_group
dbjourney:10176842825921,dbjourney:11004856828097,source_group
dbjourney:10178584576193,dbjourney:10764593660097,source_group
dbjourney:10178584576193,dbjourney:10764593791169,source_group
dbjourney:10178584576193,dbjourney:10777681199297,source_group
dbjourney:10178584576193,dbjourney:10777690243265,source_group
dbjourney:10178584576193,dbjourney:10777763315905,source_group
dbjourney:10178584576193,dbjourney:10777779798209,source_group
dbjourney:10178584576193,dbjourney:10777804505281,source_group
dbjourney:10178584576193,dbjourney:10777809354945,source_group
dbjourney:10178584576193,dbjourney:10804865237185,source_group
dbjourney:10178584576193,dbjourney:10804865269953,source_group
dbjourney:10178584576193,dbjourney:10814717264065,source_group
dbjourney:10178584576193,dbjourney:10825210396865,source_group
dbjourney:10178584576193,dbjourney:10889294577857,source_group
dbjourney:10178584576193,dbjourney:10889294610625,source_group
dbjourney:10178584576193,dbjourney:10889294741697,source_group
dbjourney:10178584576193,dbjourney:10889294840001,source_group
dbjourney:10178584576193,dbjourney:10889294938305,source_group
dbjourney:10178584576193,dbjourney:10889296511169,source_group
dbjourney:10178584576193,dbjourney:10907532820673,source_group
dbjourney:10178584576193,dbjourney:10997586067649,source_group
dbjourney:10178584576193,dbjourney:10997586133185,source_group
dbjourney:10178584576193,dbjourney:10997586264257,source_group
dbjourney:10178584576193,dbjourney:11002001064129,source_group
dbjourney:10178584576193,dbjourney:11002001424577,source_group
dbjourney:10178584576193,dbjourney:11004831432897,source_group
dbjourney:10178584576193,dbjourney:11004856762561,source_group
dbjourney:10776187076801,dbjourney:11004857581761,source_group
dbjourney:10967099146433,dbjourney:11004857221313,source_group
eaglecreek:6739563643017,eaglecreek:6981855707273,source_group
