product_id,source_occasion,teacher_article_type_candidate,source_url,usable,reused,local_path,sha256,width,height,dhash_hex,ahash_hex,http_status,final_url,content_type,error,attempts_json
SNDEHZPDHXKM3ZNJ,Ethnic,Heels,http://img5a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbzy7bxgdp.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/dd4703901430241f4f22.image,eef04733946bf1811ef9081e219417f77394507af29d10ec856e64c493effe09,792,599,e4f07726070f4521,ff7fbf93c3e1e0f0,200,http://img5a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbzy7bxgdp.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbzy7bxgdp.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbzy7bxgdp.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 37733, ""error"": """"}]"
SNDEH75ZFZ5REGFH,Ethnic,Sports Sandals,http://img6a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/44277e0db0502927f642.image,94f765cb5c697502aea35eafd90005383df9a455319d1bde76e80154cb23f6ec,1280,903,80064f0d0f5e3972,ffffe7e181070f9f,200,http://img6a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 66246, ""error"": """"}]"
SHOEFG8PSSYNGA9B,Ethnic,Casual Shoes,http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzehxtndyeb.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/5320850c33dad7da7cfc.image,e68b0cc20e17f86dc0ae5c4dc12318f29e05c8a546a8e9002f2320600b403d86,1155,721,68367976131b4d03,3f1f0f0781e1e0f1,200,http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzehxtndyeb.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzehxtndyeb.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzehxtndyeb.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 98753, ""error"": """"}]"
SNDECBDZ6WGZ7MWS,Ethnic,Flats,http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gh3f9qxgh.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/873d667a15d8fc9d3198.image,0e492c7b8e5b2f68bf78e3a0d4defdfc1698cf0ff8a05c73df94363c76b1db57,1464,709,3e725d76fb79194d,9f1f8f1f0f01c0e0,200,http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gh3f9qxgh.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gh3f9qxgh.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gh3f9qxgh.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 116149, ""error"": """"}]"
SNDEHZMFFAHHZSHZ,Ethnic,Heels,http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/284da79e552ac55ab924.image,1ccc1ad44e11c1ba51b4d6121fad7de7eb96537940374223ebead7370fec4ab8,826,616,606d0e06170b4523,3f07838383c0e0f1,200,http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 43056, ""error"": """"}]"
SNDE6HZFUPMKTCA7,Ethnic,Flats,http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk7dxgjshs2.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/02e52028f630464a8dd1.image,2f281598ef8d2f1bd0add1a5fc1538d55076960ce0e3a8b002883e36697628cc,782,493,86162fcf271c9b43,fff3870383c6e1e1,200,http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk7dxgjshs2.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk7dxgjshs2.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk7dxgjshs2.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 50684, ""error"": """"}]"
BKPE536FHSNYE85F,Formal,Backpacks,http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/0aaca8a019dff22e89f9.image,c0b8a19ae19799d4f779844507b962c566955588796eeb95044d6ba0990ad31f,2359,3208,16030f270f130f1f,e7f3c381810181c3,200,http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 1302867, ""error"": """"}]"
BELEG68SBMZFFN5Z,Formal,Belts,http://img6a.flixcart.com/image/belt/h/e/y/34-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyn5kkmwae.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/59ab3d2e7c6bab2340e0.image,58902f2c1cab5484fc9c4b0049671c3f8d2dd004a74eaaa43870ac257730e482,1500,1000,230c0f7161270c63,ffff81999981ffff,200,http://img6a.flixcart.com/image/belt/h/e/y/34-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyn5kkmwae.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/belt/h/e/y/34-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyn5kkmwae.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/belt/h/e/y/34-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyn5kkmwae.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 75242, ""error"": """"}]"
BZREHJ6ZVHUBEKEU,Formal,Blazers,http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-1000x1000-imaehj4n5ju7fqzg.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/d299491729561519f217.image,d4ef316032ea3191f25fb31158f5e18935516f00ddaab65a8248c617660c39ee,650,1000,4d0d0e332723060d,e7e7c78383c3e3c7,200,http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-1000x1000-imaehj4n5ju7fqzg.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-1000x1000-imaehj4n5ju7fqzg.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-1000x1000-imaehj4n5ju7fqzg.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 92007, ""error"": """"}]"
BRAE7T3WADAJU4ZS,Formal,Bra,http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg,False,False,,,,,,,403,https://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg,text/html,403 Client Error: Forbidden for url: https://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg,"[{""request_url"": ""http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 404, ""final_url"": ""http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg"", ""content_type"": ""text/html; charset=ISO-8859-1"", ""bytes_read"": 0, ""error"": ""404 Client Error: Not Found for url: http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg""}, {""request_url"": ""https://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg"", ""scheme_only_upgrade"": true, ""http_status"": 403, ""final_url"": ""https://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg"", ""content_type"": ""text/html"", ""bytes_read"": 0, ""error"": ""403 Client Error: Forbidden for url: https://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg""}]"
DREEFJ44EBBUEKKY,Formal,Dresses,http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg,False,False,,,,,,,403,https://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg,text/html,403 Client Error: Forbidden for url: https://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg,"[{""request_url"": ""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 404, ""final_url"": ""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg"", ""content_type"": ""text/html; charset=ISO-8859-1"", ""bytes_read"": 0, ""error"": ""404 Client Error: Not Found for url: http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg""}, {""request_url"": ""https://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg"", ""scheme_only_upgrade"": true, ""http_status"": 403, ""final_url"": ""https://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg"", ""content_type"": ""text/html"", ""bytes_read"": 0, ""error"": ""403 Client Error: Forbidden for url: https://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg""}]"
SNDECMEPKYBCWJYB,Formal,Flats,http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvy7bzy2cz.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/9649023788e95c876c62.image,9a1b944cca4b4ed45469d8c868534d672f4f426411a4234f3cb7323102df2bc0,1793,1203,3a2d26361b0f1981,8f8787030f83c0e0,200,http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvy7bzy2cz.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvy7bzy2cz.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvy7bzy2cz.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 224641, ""error"": """"}]"
SHOE7U64ZNRXCBZF,Formal,Formal Shoes,http://img5a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-1000x1000-imae7syhwudqfzpz.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/60f878a30ac588b46be7.image,22258ea4d54c05bc1d22b03d1b8bf06120c74587fc0282007606ceb755ec4f9c,1000,534,da7afd76fb3c0d83,3f1f1f070b04e0f1,200,http://img5a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-1000x1000-imae7syhwudqfzpz.jpeg,image/jpeg,,"[{""request_url"": ""http://img5a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-1000x1000-imae7syhwudqfzpz.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img5a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-1000x1000-imae7syhwudqfzpz.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 95038, ""error"": """"}]"
HMBECV4EMZDNYH96,Formal,Handbags,http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/eaf648588ac6a479e2c6.image,653800ecb95c0667cd0e8c4e2e52c648adac200cd5f53aa312ee1ea3fa8ed33d,2351,2316,1d3633575547470f,ffffff0000818181,200,http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/hand-messenger-bag/h/9/6/w10pnk-weigel-fox-shoulder-bag-willy-original-imaecuzfhgc79zm2.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 642371, ""error"": """"}]"
BZREHJ6ZXZ9YWZFB,Party,Blazers,http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg,True,False,data/raw/external/flipkart_products_v1/access_sample/19eeb930c350b9861398.image,5cb39dddeda04a524ef782989c0eb4098bc5ff5b4782c95d864ce19dfe639948,650,1000,4d4c173335339796,e7ffc3818181c3c3,200,http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg,image/jpeg,,"[{""request_url"": ""http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg"", ""scheme_only_upgrade"": false, ""http_status"": 200, ""final_url"": ""http://img6a.flixcart.com/image/blazer/z/f/b/nl-hublot2-bler28l-blackberrys-40-1000x1000-imaehj4n5zphkfrw.jpeg"", ""content_type"": ""image/jpeg"", ""bytes_read"": 101732, ""error"": """"}]"
