source_id,row_index,product_id,metadata_group,teacher_article_type_candidate,source_occasion,root_category,name,source_image_url,image_urls,source_product_url,training_status
1260a03274d84ecc4e631c1d01e8dd1c,5353,SNDEHZPDHXKM3ZNJ,flipkart_meta_8957f782026405c0,Heels,Ethnic,Footwear,Katalogue Women Heels,http://img5a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbzy7bxgdp.jpeg,"[""http://img5a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbzy7bxgdp.jpeg"", ""http://img6a.flixcart.com/image/sandal/z/n/j/brown068-katalogue68-katalogue-37-original-imaehzpbjpwgkn7u.jpeg"", ""http://img5a.flixcart.com/image/sandal/4/p/f/brown069-katalogue69-katalogue-38-original-imaehzpbjb3djftj.jpeg"", ""http://img6a.flixcart.com/image/sandal/h/e/q/brown067-katalogue67-katalogue-36-original-imaehzpbdyp6smua.jpeg""]",http://www.flipkart.com/katalogue-women-heels/p/itmehzpdfyz7qvyt?pid=SNDEHZPDHXKM3ZNJ,not_admitted_metadata_candidate_only
9c26a5d85a59d6a34a199ae1df836ec3,23,SNDEH75ZFZ5REGFH,flipkart_meta_dd6a56767d0c4b2c,Sports Sandals,Ethnic,Footwear,SWAGGA Women Clogs,http://img6a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg,"[""http://img6a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg"", ""http://img5a.flixcart.com/image/sandal/h/7/v/brown-white17-swagga0040-swagga-47-original-imaeh6zhxgymnwjx.jpeg"", ""http://img5a.flixcart.com/image/sandal/e/f/6/brown-black001-swagga0025-swagga-36-original-imaeh6zhsqwh8gaz.jpeg""]",http://www.flipkart.com/swagga-women-clogs/p/itmeh75zqupd8scy?pid=SNDEH75ZFZ5REGFH,not_admitted_metadata_candidate_only
c23afd60ce804590439a433210b5f0b6,7784,SHOEFG8PSSYNGA9B,flipkart_meta_14629ab473d75f35,Casual Shoes,Ethnic,Footwear,D'Panache Mojaris,http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzehxtndyeb.jpeg,"[""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzehxtndyeb.jpeg"", ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-35-original-imaefdzeh6ctwnth.jpeg"", ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-36-original-imaefdzev9bgebnc.jpeg"", ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-40-original-imaefdzepsw7pnyp.jpeg"", ""http://img5a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-39-original-imaefdzehcsxh4rp.jpeg"", ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-41-original-imaefdzemyzwxhh2.jpeg"", ""http://img5a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-39-original-imaefdzewjnbgjgh.jpeg"", ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-40-original-imaefdzecjzxeyxe.jpeg"", ""http://img6a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-43-original-imaefdzeertgzg2n.jpeg"", ""http://img5a.flixcart.com/image/shoe/z/g/c/multicolor-dp-211-multi-20-d-panache-36-original-imaefdzeaekgfxzk.jpeg""]",http://www.flipkart.com/d-panache-mojaris/p/itmefg8pyvajahzb?pid=SHOEFG8PSSYNGA9B,not_admitted_metadata_candidate_only
9242dee31d025c77ec29552eac811fdc,14659,SNDECBDZ6WGZ7MWS,flipkart_meta_3bd1bc57ef0f47d7,Flats,Ethnic,Footwear,Pantof Women Flats,http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gh3f9qxgh.jpeg,"[""http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gh3f9qxgh.jpeg"", ""http://img5a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-40-original-imaecb8ggvg3gc9m.jpeg"", ""http://img6a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-41-original-imaecb8gsxvagjmg.jpeg"", ""http://img5a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gzu7vfecq.jpeg"", ""http://img5a.flixcart.com/image/sandal/y/c/m/0695-brown-0695ant-pantof-39-original-imaecb8gmhz2ewdj.jpeg""]",http://www.flipkart.com/pantof-women-flats/p/itmecbdzhh93zqxj?pid=SNDECBDZ6WGZ7MWS,not_admitted_metadata_candidate_only
a8f4593094f727b46aebe10f90ec07ea,5331,SNDEHZMFFAHHZSHZ,flipkart_meta_12c293501fa3f11e,Heels,Ethnic,Footwear,"Katalogue Women, Girls Heels",http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg,"[""http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg"", ""http://img6a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyek9ugfet.jpeg"", ""http://img5a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhykd7fzawh.jpeg"", ""http://img5a.flixcart.com/image/sandal/w/q/9/dark-bworn01-katalogue28-katalogue-36-original-imaehzhys4pamjdr.jpeg"", ""http://img6a.flixcart.com/image/sandal/b/j/t/dark-bworn03-katalogue30-katalogue-38-original-imaehzhyqezgqqa7.jpeg""]",http://www.flipkart.com/katalogue-women-girls-heels/p/itmehzmfadhvvwtd?pid=SNDEHZMFFAHHZSHZ,not_admitted_metadata_candidate_only
085f63463705ece6c8c8241959596690,1710,SNDE6HZFUPMKTCA7,flipkart_meta_0cea62029e7c540f,Flats,Ethnic,Footwear,Lumiere Swarovski Studded Chappals Women Flats,http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk7dxgjshs2.jpeg,"[""http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk7dxgjshs2.jpeg"", ""http://img5a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-40-original-imae6hk8fkkbzcnz.jpeg"", ""http://img5a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-36-original-imae6hk8y4gdrz9w.jpeg"", ""http://img5a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-38-original-imae6hk8ruuehykj.jpeg"", ""http://img6a.flixcart.com/image/sandal/f/f/d/silver-a018-lumiere-38-original-imae6hk9hxusg5xr.jpeg""]",http://www.flipkart.com/lumiere-swarovski-studded-chappals-women-flats/p/itme6hzffa2wzya5?pid=SNDE6HZFUPMKTCA7,not_admitted_metadata_candidate_only
a435f1436dae9a4cd3d94892c22718e5,18176,BKPE536FHSNYE85F,flipkart_meta_bd951058bd53298c,Backpacks,Formal,"Bags, Wallets & Belts",SLB 020RP 10 L Backpack,http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg,"[""http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg"", ""http://img6a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkdmhg8zst.jpeg"", ""http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fkgxc4dguq.jpeg"", ""http://img5a.flixcart.com/image/backpack/8/5/f/slb020rp-slb-backpack-020rp-original-imae52fhzcsr9p8g.jpeg""]",http://www.flipkart.com/slb-020rp-10-l-backpack/p/itme536fgvx9s9qb?pid=BKPE536FHSNYE85F,not_admitted_metadata_candidate_only
7db2acfee8298ef8c687d688147c69be,70,BELEG68SBMZFFN5Z,flipkart_meta_e37b2ae29183fcd3,Belts,Formal,"Bags, Wallets & Belts",Ligans NY Men Formal Black Genuine Leather Belt,http://img6a.flixcart.com/image/belt/h/e/y/34-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyn5kkmwae.jpeg,"[""http://img6a.flixcart.com/image/belt/h/e/y/34-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyn5kkmwae.jpeg"", ""http://img5a.flixcart.com/image/belt/f/q/h/42-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezypkhsdghk.jpeg"", ""http://img6a.flixcart.com/image/belt/n/5/z/28-lny-m-mo-1017-fs-ligans-ny-belt-fae-mo-fs-original-imaedezyvycmasnj.jpeg""]",http://www.flipkart.com/ligans-ny-men-formal-black-genuine-leather-belt/p/itmeg68tjkg9zgzf?pid=BELEG68SBMZFFN5Z,not_admitted_metadata_candidate_only
8572cb97cf7ac2f30db6b0cfd3f1cb93,19018,BZREHJ6ZVHUBEKEU,flipkart_meta_3022eaa9294685cc,Blazers,Formal,Clothing,Blackberrys Self Design Single Breasted Formal Men's Blazer,http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-1000x1000-imaehj4n5ju7fqzg.jpeg,"[""http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-1000x1000-imaehj4n5ju7fqzg.jpeg"", ""http://img6a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-original-imaehj4n5ju7fqzg.jpeg"", ""http://img6a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-original-imaehj4nyhuxntyq.jpeg"", ""http://img6a.flixcart.com/image/blazer/j/s/k/bp-edgar2-gneq06l-blackberrys-44-original-imaehj4nx4ttgahr.jpeg"", ""http://img6a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-original-imaehj4nvpwbvr3z.jpeg"", ""http://img5a.flixcart.com/image/blazer/y/b/p/bp-edgar2-gneq06l-blackberrys-46-original-imaehj4n6nhpvber.jpeg""]",http://www.flipkart.com/blackberrys-self-design-single-breasted-formal-men-s-blazer/p/itmehj6zaxs8gcmu?pid=BZREHJ6ZVHUBEKEU,not_admitted_metadata_candidate_only
a4c5af0ecfc41f9f5a5fa1ef625791a8,2391,BRAE7T3WADAJU4ZS,flipkart_meta_da0086b4b5e31e96,Bra,Formal,Clothing,Status B Plus Cup Women's Full Coverage Bra,http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg,"[""http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-1000x1000-imae7s323mtqchgu.jpeg"", ""http://img5a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-original-imae7s323mtqchgu.jpeg"", ""http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-44b-original-imae7s326fzyefuh.jpeg"", ""http://img6a.flixcart.com/image/bra/s/8/b/sbshee-1-status-34b-original-imae7s32rtgg9shp.jpeg"", ""http://img5a.flixcart.com/image/bra/s/8/b/sbshee-1-status-36b-original-imae7s32wgqpgge4.jpeg""]",http://www.flipkart.com/status-b-plus-cup-women-s-full-coverage-bra/p/itme7t3wu37hrzyc?pid=BRAE7T3WADAJU4ZS,not_admitted_metadata_candidate_only
4166e5275998dd64fae090e5675d3e6b,1147,DREEFJ44EBBUEKKY,flipkart_meta_a9ba577859fa9743,Dresses,Formal,Clothing,"Dernier Wear Women's A-line Black, White Dress",http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg,"[""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg"", ""http://img6a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrz4gg3zpv7.jpeg"", ""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrzahhbqg7k.jpeg"", ""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrzqqswhq9s.jpeg"", ""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrzyerumbue.jpeg"", ""http://img5a.flixcart.com/image/dress/g/r/w/wdrs-blkwht-dernier-wear-xl-original-imaefgrzmhtzryua.jpeg""]",http://www.flipkart.com/dernier-wear-women-s-a-line-black-white-dress/p/itmehzy3w5zgsa53?pid=DREEFJ44EBBUEKKY,not_admitted_metadata_candidate_only
dee89b07e4e027584c29447733404731,18093,SNDECMEPKYBCWJYB,flipkart_meta_37ad7091d7796528,Flats,Formal,Footwear,Karizma Shoes Women Flats,http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvy7bzy2cz.jpeg,"[""http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvy7bzy2cz.jpeg"", ""http://img5a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvkhhnyetr.jpeg"", ""http://img5a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvr4vg7nur.jpeg"", ""http://img5a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvvkg7pk2a.jpeg"", ""http://img6a.flixcart.com/image/sandal/j/y/b/beige-kz-50141-karizma-shoes-38-original-imaebhzvgb2cpc7t.jpeg""]",http://www.flipkart.com/karizma-shoes-women-flats/p/itmecmepz8hknnmk?pid=SNDECMEPKYBCWJYB,not_admitted_metadata_candidate_only
6736ed7ac8819fe5343a468cea04699e,15856,SHOE7U64ZNRXCBZF,flipkart_meta_a61dbde461a334da,Formal Shoes,Formal,Footwear,Yepme Slip On Shoes,http://img5a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-1000x1000-imae7syhwudqfzpz.jpeg,"[""http://img5a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-1000x1000-imae7syhwudqfzpz.jpeg"", ""http://img6a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-original-imae7syhwudqfzpz.jpeg"", ""http://img6a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-original-imae7syhx33cnd7k.jpeg"", ""http://img6a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-original-imae7syhhpkfckqy.jpeg"", ""http://img6a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-original-imae7syhzktmhufp.jpeg"", ""http://img6a.flixcart.com/image/shoe/4/p/p/brown-72046-yepme-43-original-imae7syhdzgf7mnc.jpeg""]",http://www.flipkart.com/yepme-slip-shoes/p/itme7u64xtrew4nj?pid=SHOE7U64ZNRXCBZF,not_admitted_metadata_candidate_only
