id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,year,productDisplayName,product_name_repaired,has_articleType_label,has_season_label,has_gender_label,has_usage_label,path,width,height,aspect_ratio,mode,format,file_size_bytes,sha256,product_name_key,product_family_group,family_group_basis,is_cross_role_exact_duplicate,is_cross_role_near_duplicate,has_conflicting_target_labels,conflicting_targets,pre_quarantine_reason,duplicate_group,is_cross_role_duplicate,quarantine_reason,partition,cv_fold,name_signal,name_conflict
4874,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,2016,Levis Kids Boy's Davis Red Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4874.jpg,60.0,80.0,0.75,RGB,JPEG,16158,fff424c593420f028062596d5d91097378e9a1e70910767bf4fb8a970954c6ee,levis kids boy's davis red polo tshirt,family_a4324d88baf52d56,singleton,False,False,False,,,single_fff424c59342,False,,development,2,Boys,True
4875,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,2016,Levis Kids Boy's Davis White Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4875.jpg,60.0,80.0,0.75,RGB,JPEG,1130,5f0d3481351370c4181ad76ec5715b73cadaac7bc306be337448c32aad7db17f,levis kids boy's davis white polo tshirt,family_92461c2176e3487f,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,single_5f0d34813513,False,,development,4,Boys,True
4876,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Dean White Black Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4876.jpg,60.0,80.0,0.75,RGB,JPEG,1668,a02992a5d7a05decb78085ded14714f5ea2ea775ff78db191a39a33d60d68237,levis kids boy's dean white black teens kidswear,family_a053262db2c019c6,singleton,False,False,False,,,single_a02992a5d7a0,False,,development,0,Boys,True
4877,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Dean White Black Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4877.jpg,60.0,80.0,0.75,RGB,JPEG,22494,98e00928c033f2d9e3d23cad3d9badebdc6ffc58189035579d472a72bbe2382e,levis kids boy's dean white black kidswear,family_e9fcc34d4cd9e902,singleton,False,False,False,,,single_98e00928c033,False,,development,3,Boys,True
4878,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Devon White Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4878.jpg,60.0,80.0,0.75,RGB,JPEG,1477,19b60588f9d2f183c9922a3928002f074336624803d1e009b4345d31e19125a1,levis kids boy's devon white teens kidswear,family_621c052f2f82898b,singleton,False,False,False,,,single_19b60588f9d2,False,,development,4,Boys,True
4879,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Devon White Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4879.jpg,60.0,80.0,0.75,RGB,JPEG,12066,06b7ad54c24ea866a4953ba3b026c1a4d4c37965b8461339957fb88d5ea36cbb,levis kids boy's devon white kidswear,family_d0a04b4400e5d231,singleton,False,False,False,,,single_06b7ad54c24e,False,,development,0,Boys,True
4881,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Dustin White Black Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4881.jpg,60.0,80.0,0.75,RGB,JPEG,1558,febe2b56dbae115bc5dc81c933c276cd3d6a4497bd87f173e537b436f38a2c60,levis kids boy's dustin white black kidswear,family_f2047c17e14c8c5b,singleton,False,False,False,,,single_febe2b56dbae,False,,development,4,Boys,True
4882,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Davis White Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4882.jpg,60.0,80.0,0.75,RGB,JPEG,14491,8d914a1138f9f5bcb73e3e7bbea1afc544cbcfefec2dd5d2caba9a06c3ed3b39,levis kids boy's davis white polo tshirt,family_92461c2176e3487f,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,dup_24394,False,,development,4,Boys,True
4883,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2016,Levis Kids Boy's Davis White Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4883.jpg,60.0,80.0,0.75,RGB,JPEG,14491,8d914a1138f9f5bcb73e3e7bbea1afc544cbcfefec2dd5d2caba9a06c3ed3b39,levis kids boy's davis white polo tshirt,family_92461c2176e3487f,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,dup_24394,False,,development,4,Boys,True
4884,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,2011,Levis Kids Girl's Darcy Purple Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4884.jpg,60.0,80.0,0.75,RGB,JPEG,12668,f3c2d53040df6f3c8dbe0199ad9a482260bc8af0c52fcd1b5c1253c92b67f643,levis kids girl's darcy purple teens kidswear,family_ba21b5c094ab5137,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_41600,False,,development,3,Girls,True
4885,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,2011,Levis Kids Girl's Darcy Purple Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4885.jpg,60.0,80.0,0.75,RGB,JPEG,12668,f3c2d53040df6f3c8dbe0199ad9a482260bc8af0c52fcd1b5c1253c92b67f643,levis kids girl's darcy purple kidswear,family_ba21b5c094ab5137,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_41600,False,,development,3,Girls,True
4886,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Dana Pink Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4886.jpg,60.0,80.0,0.75,RGB,JPEG,12299,1fae184e596f4f71b524b9b5b4cd8a8c5dcd9355172cb3b1337ad4ef784c60a6,levis kids girl's dana pink teens kidswear,family_eac267edb8b1e378,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_05493,False,,development,4,Girls,True
4887,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Dana Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4887.jpg,60.0,80.0,0.75,RGB,JPEG,12299,1fae184e596f4f71b524b9b5b4cd8a8c5dcd9355172cb3b1337ad4ef784c60a6,levis kids girl's dana pink kidswear,family_eac267edb8b1e378,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_05493,False,,development,4,Girls,True
4890,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,2011,Levis Kids Girl's Diaz Pink Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4890.jpg,60.0,80.0,0.75,RGB,JPEG,14576,a8944329f5b14292d113c75bb889d6b2198544ae6ee2358dcb19e062de4ae9bd,levis kids girl's diaz pink polo tshirt,family_2cff5244682a65f8,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,dup_28932,False,,development,4,Girls,True
4891,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,2011,Levis Kids Girl's Diaz Pink Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4891.jpg,60.0,80.0,0.75,RGB,JPEG,14576,a8944329f5b14292d113c75bb889d6b2198544ae6ee2358dcb19e062de4ae9bd,levis kids girl's diaz pink polo tshirt,family_2cff5244682a65f8,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,dup_28932,False,,development,4,Girls,True
4892,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,2011,Levis Kids Girl's Diaz Green Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4892.jpg,60.0,80.0,0.75,RGB,JPEG,14690,3128c1c4ba3a32b2b2058e502412c6d3a25cd6c30e973c1873a9a1d870b74178,levis kids girl's diaz green polo tshirt,family_757ef0533e110d4a,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,dup_08430,False,,development,2,Girls,True
4893,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,2011,Levis Kids Girl's Diaz Green Polo Tshirt,False,True,True,True,True,data/raw/teacher/train/images_train/4893.jpg,60.0,80.0,0.75,RGB,JPEG,14690,3128c1c4ba3a32b2b2058e502412c6d3a25cd6c30e973c1873a9a1d870b74178,levis kids girl's diaz green polo tshirt,family_757ef0533e110d4a,exact_sha256+normalized_product_name+accepted_near_duplicate,False,False,False,,,dup_08430,False,,development,2,Girls,True
4894,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Darla Pink Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4894.jpg,60.0,80.0,0.75,RGB,JPEG,12816,0989bd600f523739b0b4b74a3202194320d66cf10fbf74f84bfb0aff3fef41fc,levis kids girl's darla pink teens kidswear,family_9c168b69573d4f5b,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_01659,False,,development,1,Girls,True
4895,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Darla Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4895.jpg,60.0,80.0,0.75,RGB,JPEG,12816,0989bd600f523739b0b4b74a3202194320d66cf10fbf74f84bfb0aff3fef41fc,levis kids girl's darla pink kidswear,family_9c168b69573d4f5b,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_01659,False,,development,1,Girls,True
4896,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,2011,Levis Kids Girl's Diane Yellow Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4896.jpg,60.0,80.0,0.75,RGB,JPEG,14128,e6d48411d55ed64ee62bb18f439e460070f64ac38456fc4984e7fcc40be1dea8,levis kids girl's diane yellow teens kidswear,family_4b4c041692a0b4a7,singleton,False,False,False,,,single_e6d48411d55e,False,,development,3,Girls,True
4900,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Desiree Pink Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4900.jpg,60.0,80.0,0.75,RGB,JPEG,14805,7db459b4be4fd561c5450887a63e7769dcc436db60239720b95ab6648005e487,levis kids girl's desiree pink teens kidswear,family_0c1eb11679c21e9c,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_21563,False,,development,3,Girls,True
4901,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Desiree Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4901.jpg,60.0,80.0,0.75,RGB,JPEG,14805,7db459b4be4fd561c5450887a63e7769dcc436db60239720b95ab6648005e487,levis kids girl's desiree pink kidswear,family_0c1eb11679c21e9c,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_21563,False,,development,3,Girls,True
4902,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Denise Pink Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4902.jpg,60.0,80.0,0.75,RGB,JPEG,10455,1a27ca26ea11c3ab321cb890f2cf923aea13194f714e19345aedacf5a4143c34,levis kids girl's denise pink teens kidswear,family_fbf8c469f38fb282,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_04505,False,,development,4,Girls,True
4903,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Denise Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4903.jpg,60.0,80.0,0.75,RGB,JPEG,10455,1a27ca26ea11c3ab321cb890f2cf923aea13194f714e19345aedacf5a4143c34,levis kids girl's denise pink kidswear,family_fbf8c469f38fb282,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_04505,False,,development,4,Girls,True
4904,Women,Apparel,Topwear,Tops,White,Summer,Casual,2011,Palm Tree Girl's Billy White Green Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4904.jpg,60.0,80.0,0.75,RGB,JPEG,18248,51f4f6719acda815e065a0437a5a6ace6895e6a42108bdbf2e2fd56a58ce80b2,palm tree girl's billy white green kidswear,family_35a08ecb0a7969b4,singleton,False,False,False,,,single_51f4f6719acd,False,,development,3,Girls,True
4905,Women,Apparel,Topwear,Tops,White,Summer,Casual,2011,Palm Tree Girl's Lions White Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4905.jpg,60.0,80.0,0.75,RGB,JPEG,20182,dd0c5d9e540a38d8367526db90e0d4788aa72e902ba6c20c52ca260b9a8fa808,palm tree girl's lions white pink kidswear,family_18d470e5e7b8a3ca,singleton,False,False,False,,,single_dd0c5d9e540a,False,,development,2,Girls,True
4907,Women,Apparel,Topwear,Tops,Green,Summer,Casual,2011,Palm Tree Girl's Linnea White Green Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4907.jpg,60.0,80.0,0.75,RGB,JPEG,20442,e2c698075f9bd2a9c78960b96218f8a5eaf6e91bae82071448ef33fd6e492b46,palm tree girl's linnea white green kidswear,family_5a54ac537c15da5d,singleton,False,False,False,,,single_e2c698075f9b,False,,development,1,Girls,True
4908,Women,Apparel,Topwear,Tops,Red,Summer,Casual,2011,Levis Kids Girl's Darcy Red Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4908.jpg,60.0,80.0,0.75,RGB,JPEG,13585,a924f1844b4ba1e7d0235e13ba00480560278086590cd9c04e08b5ab0481769a,levis kids girl's darcy red teens kidswear,family_6f56be29dcf17696,singleton,False,False,False,,,single_a924f1844b4b,False,,development,2,Girls,True
4909,Women,Apparel,Topwear,Tops,Red,Summer,Casual,2011,Levis Kids Girl's Darcy Red Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4909.jpg,60.0,80.0,0.75,RGB,JPEG,13264,72a2784c2c8982c0d0cd1bf86c9dbf6c4d269d410964bba5cebf10889ba30f9c,levis kids girl's darcy red kidswear,family_c5e0562a087a92f6,singleton,False,False,False,,,single_72a2784c2c89,False,,development,4,Girls,True
4910,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Dionne Pink Teens Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4910.jpg,60.0,80.0,0.75,RGB,JPEG,13099,19938059c69755b15ea0fd793b71ae2e03f6bc9982fb33aa8852ef444b5deb31,levis kids girl's dionne pink teens kidswear,family_6169be8bf8f466aa,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_04416,False,,development,0,Girls,True
4911,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Dionne Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4911.jpg,60.0,80.0,0.75,RGB,JPEG,13099,19938059c69755b15ea0fd793b71ae2e03f6bc9982fb33aa8852ef444b5deb31,levis kids girl's dionne pink kidswear,family_6169be8bf8f466aa,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_04416,False,,development,0,Girls,True
4912,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girls Diane Pink Top,False,True,True,True,True,data/raw/teacher/train/images_train/4912.jpg,60.0,80.0,0.75,RGB,JPEG,14084,ee4045fc662dc0aa438b0eca79e10a1df5956d6c8d7d15a502d497da1a67d151,levis kids girls diane pink top,family_1eab3dfd35a341f4,singleton,False,False,False,,,single_ee4045fc662d,False,,development,0,Girls,True
4913,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Levis Kids Girl's Diane Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4913.jpg,60.0,80.0,0.75,RGB,JPEG,12636,c82e08efe03dbef2b4a869fedd8ec2f8e68b97a36cccde6c94870ce42615a989,levis kids girl's diane pink kidswear,family_0a0abd5382ade9af,singleton,False,False,False,,,single_c82e08efe03d,False,,development,1,Girls,True
4914,Women,Apparel,Topwear,Tops,White,Summer,Casual,2011,Gini and Jony Girl's Gloria White Peach Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4914.jpg,60.0,80.0,0.75,RGB,JPEG,20211,6b8ec45b1abf645ae1f2754ba74d053e61d79c5081d0350dd4409c86a4d842c7,gini and jony girl's gloria white peach kidswear,family_a3b4b1d0d06dec98,singleton,False,False,False,,,single_6b8ec45b1abf,False,,development,4,Girls,True
4917,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Gini and Jony Girl's Vollie Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4917.jpg,60.0,80.0,0.75,RGB,JPEG,18557,2cb581211d41ccf2f3cd98e52a73b81ee1009cf10bb3229c87c7072c3e7cbedf,gini and jony girl's vollie pink kidswear,family_884419926c415ed2,accepted_near_duplicate,False,False,False,,,single_2cb581211d41,False,,development,0,Girls,True
4918,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Gini and Jony Girls Vollie Pink Top,False,True,True,True,True,data/raw/teacher/train/images_train/4918.jpg,60.0,80.0,0.75,RGB,JPEG,13318,7e129667938285307601d73e1569d08c8944be43172610b748de6ba55385e3ed,gini and jony girls vollie pink top,family_884419926c415ed2,accepted_near_duplicate,False,False,False,,,single_7e1296679382,False,,development,0,Girls,True
4919,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Gini and Jony Girl's Veeya Pink Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4919.jpg,60.0,80.0,0.75,RGB,JPEG,20517,1ef52a8237e20035b0550dfb8060bfa46aa6971ee433b4bc060ac2668018024e,gini and jony girl's veeya pink kidswear,family_7cb3c8de64d6b6b4,accepted_near_duplicate,False,False,False,,,single_1ef52a8237e2,False,,development,0,Girls,True
4920,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,2011,Gini and Jony Girl's Veeya Pink Infant Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4920.jpg,60.0,80.0,0.75,RGB,JPEG,14313,8fbb63f53cc8450a36d8c3cb939118f151a505e6ada3f8c92ead4dc9a9b89907,gini and jony girl's veeya pink infant kidswear,family_7cb3c8de64d6b6b4,accepted_near_duplicate,False,False,False,,,single_8fbb63f53cc8,False,,development,0,Girls,True
4921,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,2011,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4921.jpg,60.0,80.0,0.75,RGB,JPEG,21108,b51ca6a88c2094f41bac10d5da7ada31e6cbce2c821d47667559088db006bac8,gini and jony girl's viona pack of 3 tee kidswear,family_a815067c3d78312c,singleton,False,False,False,,,single_b51ca6a88c20,False,,development,1,Girls,True
4922,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,2011,Gini and Jony Girl's Viona Pack of 3 Tee Infant Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4922.jpg,60.0,80.0,0.75,RGB,JPEG,19941,6ee0c7ba84b113064d127f7ed300a8d1ea4277f1b6178e6c9aa520dd735cad96,gini and jony girl's viona pack of 3 tee infant kidswear,family_1d14f0f98b10889e,singleton,False,False,False,,,single_6ee0c7ba84b1,False,,development,3,Girls,True
4923,Women,Apparel,Topwear,Tops,White,Summer,Casual,2011,Gini and Jony Girl's Velia White Peach Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4923.jpg,60.0,80.0,0.75,RGB,JPEG,12541,35deae64113860bbd450fdd1adcda776b06f6548782200e1ebaa8354a575c5ba,gini and jony girl's velia white peach kidswear,family_d4a40e404d483c3b,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_09303,False,,development,4,Girls,True
4924,Women,Apparel,Topwear,Tops,White,Summer,Casual,2011,Gini and Jony Girl's Velia White Peach Infant Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4924.jpg,60.0,80.0,0.75,RGB,JPEG,12541,35deae64113860bbd450fdd1adcda776b06f6548782200e1ebaa8354a575c5ba,gini and jony girl's velia white peach infant kidswear,family_d4a40e404d483c3b,exact_sha256+accepted_near_duplicate,False,False,False,,,dup_09303,False,,development,4,Girls,True
4925,Women,Apparel,Topwear,Tops,Green,Summer,Casual,2011,Gini and Jony Girl's Valencia Green Blue Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4925.jpg,60.0,80.0,0.75,RGB,JPEG,13676,1c6d0081f97345f64406f849711b6e5437aa74886a41423dc8552bf0e45a4893,gini and jony girl's valencia green blue kidswear,family_f4fc1ac61a9e62b9,singleton,False,False,False,,,single_1c6d0081f973,False,,development,1,Girls,True
4926,Women,Apparel,Topwear,Tops,Green,Summer,Casual,2011,Gini and Jony Girl's Valencia Green Blue Infant Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4926.jpg,60.0,80.0,0.75,RGB,JPEG,15605,8fcca78293df8b80fe3f6f643ef5ee42662c67f4acca386bcc0e9a91212264b1,gini and jony girl's valencia green blue infant kidswear,family_3eb5e2c42f63d88b,singleton,False,False,False,,,single_8fcca78293df,False,,development,3,Girls,True
4927,Women,Apparel,Topwear,Tops,Green,Summer,Casual,2011,Gini and Jony Girl's Venice Green Blue Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4927.jpg,60.0,80.0,0.75,RGB,JPEG,16842,b3137ab520e256cb4a1dcded86f46936820b33ec9deb6ad149bba4fa4a6712f9,gini and jony girl's venice green blue kidswear,family_89a2b0dbfdbdf114,singleton,False,False,False,,,single_b3137ab520e2,False,,development,1,Girls,True
4928,Women,Apparel,Topwear,Tops,Green,Summer,Casual,2011,Gini and Jony Girl's Venice Green Blue Infant Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4928.jpg,60.0,80.0,0.75,RGB,JPEG,21176,98eb0a1c44260ff0f5b8c4e0aaa640144cd10d85350970a27173e7eff6123ae4,gini and jony girl's venice green blue infant kidswear,family_23850eb82a923c69,singleton,False,False,False,,,single_98eb0a1c4426,False,,development,0,Girls,True
4929,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,2011,Gini and Jony Girl's Vanida Blue Dungree Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4929.jpg,60.0,80.0,0.75,RGB,JPEG,1357,d215398f36dc1071a1daa63e67a02498f2a528514d5b6f1a14832b85d6c46c17,gini and jony girl's vanida blue dungree kidswear,family_d0f0593601de6483,singleton,False,False,False,,,single_d215398f36dc,False,,development,2,Girls,True
4930,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,2011,Gini and Jony Girl's Vanida Blue Dungree Infant Kidswear,False,True,True,True,True,data/raw/teacher/train/images_train/4930.jpg,60.0,80.0,0.75,RGB,JPEG,13305,7ce8f5b0247b18d1771d4a9c0a137f9ead70c0ffef89cae3ba6aa2723ee6b0e7,gini and jony girl's vanida blue dungree infant kidswear,family_afb36973671a3f3a,singleton,False,False,False,,,single_7ce8f5b0247b,False,,development,4,Girls,True
