candidate,experiment_id,seed,true_label,selection_group,selection_rank,id,fold,predicted_label,calibrated_confidence,calibrated_true_probability,run_id,path,image_sha256,articleType,year,productDisplayName,article_type_shortcut,acquisition_year,file_size_quartile,product_family_size,image_mode
C2,g3-c2-t0-resnet18,2753,Spring,incorrect,2,47111,4,Summer,0.9824147478275892,0.004410346080867,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/47111.jpg,6e70627a8ecc7675abd783e96d3cdd9503e4ca49f0bbfb3710e9891a7ae77802,Sandals,2013,Marvel Boys Blue Spiderman Clogs,conflict,other_years,q3,multirow,rgb
C2,g3-c2-t0-resnet18,2753,Spring,incorrect,3,5792,0,Summer,0.9823611585359876,0.0156238121351428,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,data/raw/teacher/train/images_train/5792.jpg,9c70bd814f12e4cf00fafa3722bb26050fd45352d89994b64f9dbd56c92cd0b2,Tops,2011,Jealous 21 Women Multi Color Top,conflict,dominant_2011_2012,q4_largest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Summer,correct,1,3762,4,Summer,0.9997189474362348,0.9997189474362348,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/3762.jpg,c34930160e79a3bdda1d9938b6361193d08b0a02420a99f4814e28af27625741,Tshirts,2011,Status Quo Men's Surfers Purple T-shirt,aligned,dominant_2011_2012,q2,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Summer,correct,2,23638,4,Summer,0.9992835968884832,0.9992835968884832,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/23638.jpg,6998a10d97a8a623997d13637bacec977f02d6527bd823300380e9317bc39c66,Tshirts,2012,DC Comics Men Green T-shirt,aligned,dominant_2011_2012,q4_largest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Summer,correct,3,33196,4,Summer,0.9988621466845182,0.9988621466845182,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/33196.jpg,f8c90426e17f5d257ef21ab7b962f579f2876387f77855e5049f07c2ce48858f,Tunics,2012,Sepia WomenPurple Printed Tunic,aligned,dominant_2011_2012,q3,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Summer,incorrect,1,25675,1,Winter,0.9938046186997136,0.0060326006408758,g3-c2-t0-resnet18-f1-s2753-dc728952f19f,data/raw/teacher/train/images_train/25675.jpg,64b8a6d366a6ecc1bbf847d70cf6de5f6686a9f07302af43d41ad432d4f511d4,Watches,2017,Fastrack Women Steel-Toned Dial Watch NA6021SL02,conflict,other_years,q1_smallest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Summer,incorrect,2,25651,0,Winter,0.9927528440537908,0.0056441402156875,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,data/raw/teacher/train/images_train/25651.jpg,8ef645bd1f7b3fd06bc8644aa7fd8d65581754db11d4b6eaa569b4f63a7894af,Watches,2017,Fastrack Men Black Dial Watch N9336SL03,conflict,other_years,q1_smallest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Summer,incorrect,3,23487,4,Fall,0.9925027034229916,0.004527666776455,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/23487.jpg,408da5b083e456c1bc462404496aa6b7f28baefbb52605569b218c5f333c5f2a,Scarves,2012,Arrow Men Grey Scarf,aligned,dominant_2011_2012,q1_smallest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Winter,correct,1,10327,4,Winter,0.9987364980059864,0.9987364980059864,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/10327.jpg,83848879925e64a8d63399f67e92b2ceb4aa8c2c8e1705c01b52bc06c0f8a3d0,Watches,2016,Puma Men Slick Gents 3HD Black Watches,aligned,other_years,q2,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Winter,correct,2,29895,0,Winter,0.9985454099391178,0.9985454099391178,g3-c2-t0-resnet18-f0-s2753-66ee7a85d5c6,data/raw/teacher/train/images_train/29895.jpg,549dd20b3c8567173baa8e6a4976bc27f006f9c3c0e197cc8eb58e9e964e4aae,Sunglasses,2016,Mayhem Women Sunglasses 1011-163,aligned,other_years,q4_largest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Winter,correct,3,38011,4,Winter,0.9984630904431464,0.9984630904431464,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/38011.jpg,ced7050d48642aeaaf6b1645f3ada89c169dd37a10d4a28c6079efebda07a46e,Watches,2016,Q&Q Men Black Dial Watch,aligned,other_years,q2,multirow,rgb
C2,g3-c2-t0-resnet18,2753,Winter,incorrect,1,4538,4,Summer,0.9975585377168404,9.595337728809015e-05,g3-c2-t0-resnet18-f4-s2753-7b3a3bf2d06e,data/raw/teacher/train/images_train/4538.jpg,d9880aed97f8b3b55ebf369ba7d845344b4fa9192cb58a6a0d793622d7a03851,Tshirts,2011,Classic Polo Men's White T-shirt with Dark Blue Stripes,conflict,dominant_2011_2012,q4_largest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Winter,incorrect,2,28071,3,Summer,0.9943759615886134,0.0016093762434531,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,data/raw/teacher/train/images_train/28071.jpg,6b071f71a6482532e66d3ecea58ce917a8bdcfb8596abb1d9bd52434fb44c85a,Trunk,2016,Jockey ELANCE Men Elance White Trunks 1015,conflict,other_years,q4_largest,singleton,rgb
C2,g3-c2-t0-resnet18,2753,Winter,incorrect,3,48478,3,Summer,0.9928227206723318,0.003853047154543,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,data/raw/teacher/train/images_train/48478.jpg,e0b31bdefadb965c58cbfc930e559f596858b28edd91a55e584580ad572ecd27,Dresses,2011,French Connection Women Beige Dress,conflict,dominant_2011_2012,q2,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,correct,1,10466,4,Fall,0.9990005802773638,0.9990005802773638,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/10466.jpg,cff768558fcdda035fd4e2cb28d6a4d7c25630ba8033d77f5810a81b986c1af0,Tshirts,2011,Flying Machine Men Grey Polo Tshirts,conflict,dominant_2011_2012,q1_smallest,multirow,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,correct,2,15558,3,Fall,0.9987146933430472,0.9987146933430472,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/15558.jpg,b46037fde8116f3f86bd7802e2f3b76488ec3b869e126f166f6a8b1a4930e48f,Shirts,2011,Spykar Men Check White Shirts,aligned,dominant_2011_2012,q1_smallest,multirow,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,correct,3,15041,3,Fall,0.9986796873546182,0.9986796873546182,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/15041.jpg,7207112e0a3367bcc6a692a12e3037a1ea94b8c78617e9b8ac63e6c1467b09fe,Sweatshirts,2011,ADIDAS Men Printed Grey Sweatshirts,aligned,dominant_2011_2012,q1_smallest,multirow,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,incorrect,1,38856,0,Summer,0.9963836530310204,0.0019770805590096,g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f,data/raw/teacher/train/images_train/38856.jpg,d01abef499de9176b679e65522e2fa803cd9f965fecb359182fec4caacd6cc06,Tops,2012,Latin Quarters Women White Printed Top,conflict,dominant_2011_2012,q1_smallest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,incorrect,2,40009,1,Winter,0.9957551758605226,0.000132328178864,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/40009.jpg,e580104d5391a300809352d53d34664e8090840c521f9f6f8603ca692c98e33d,Tunics,2012,Park Avenue Men Black & Green Frame Sunglasses,conflict,dominant_2011_2012,q3,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,incorrect,3,45960,3,Summer,0.9956867190565998,0.0037418839882875,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/45960.jpg,2dea15c828bd5ea6703d284372f38fa1d85b4a0cda605a81539c3bd874d30da3,Tshirts,2012,Tokyo Talkies Women Red T-shirt,conflict,dominant_2011_2012,q2,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,correct,1,23547,1,Spring,0.999995903499883,0.999995903499883,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/23547.jpg,e1703ef00e15067bb72423d51b67a5c27658c4c763450583405143123b775f98,Deodorant,2017,Police Dark Women Deo,aligned,other_years,q3,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,correct,2,23583,1,Spring,0.9999950636977946,0.9999950636977946,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/23583.jpg,5fa53464f73a1f63a1c384521caee4642ea540c4fc50a87bce75d9808830e086,Deodorant,2017,Nike Fragrances Women Trendy Deo,aligned,other_years,q3,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,correct,3,22549,1,Spring,0.999994257823126,0.999994257823126,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/22549.jpg,885bc3d29e89524d166b8e47a553f93963c163f371b4befc397ef9debaeecb59,Deodorant,2017,Reebok Women Reeshine Deo,aligned,other_years,q3,multirow,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,incorrect,1,19298,4,Winter,0.994354598350366,0.0001229862120925,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/19298.jpg,8707974ff38f847a0677f67102231ed4bdf1185588a30003400e2e930abee304,Watches,2013,Guess Women Puffy G Black Watch,conflict,other_years,q1_smallest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,incorrect,2,39798,4,Summer,0.9890482423052436,0.0068541719934975,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/39798.jpg,327af05dd25157bb3da8bbc950d2e22cdaec14bb605be7d911a9cca7dc14dbc2,Shirts,2013,Peter England Men Blue Formal Shirt,conflict,other_years,q1_smallest,multirow,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,incorrect,3,26519,3,Summer,0.9811770379274184,0.0003345668382227,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/26519.jpg,aedfb055948df8118712fc40a8ba97fd939c890d214887e37d6c2363b2fc673e,Shorts,2012,Arrow Sport Men Navy Blue Check Shorts,conflict,dominant_2011_2012,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,correct,1,3762,4,Summer,0.9998832575022027,0.9998832575022027,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/3762.jpg,c34930160e79a3bdda1d9938b6361193d08b0a02420a99f4814e28af27625741,Tshirts,2011,Status Quo Men's Surfers Purple T-shirt,aligned,dominant_2011_2012,q2,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,correct,2,35039,1,Summer,0.9995060240439316,0.9995060240439316,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/35039.jpg,3900eddfc728efad7ec1f5ce9ab5b05cafdbdaa64950a6165145516e54da7f2e,Kurtas,2012,Fabindia Women Printed Pink Kurta,aligned,dominant_2011_2012,q3,multirow,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,correct,3,33761,3,Summer,0.999397932278426,0.999397932278426,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/33761.jpg,9fd1bcdb98f7c384772b2da052cc6a7c22fc969a7015739cdaa617388181d94a,Tshirts,2012,Vero Moda Women Viva Green T-shirt,aligned,dominant_2011_2012,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,incorrect,1,40528,1,Winter,0.9988402978933028,0.0011327456111056,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/40528.jpg,c9f62c1989a3025ceb1262181967054815e43ff6c75fa6164c97231b842912e9,Watches,2017,Titan Men White Dial Watch NB1956YL02,conflict,other_years,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,incorrect,2,43149,1,Winter,0.9985584677448852,0.0013971950664005,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/43149.jpg,69d4a90782b19117bc499c84c52e6651e35053afaff9fb02e1287c893114bf84,Watches,2017,Fastrack Men White Dial Watch N1161SM03,conflict,other_years,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,incorrect,3,43200,4,Winter,0.9980570208738349,0.0015864449213189,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/43200.jpg,d189c29a6752cb0b08a56fe91508ae2875bf87a834735771a4086f9432358326,Watches,2017,Fastrack Men Grey Dial Watch NA3015AL02,conflict,other_years,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,correct,1,8095,3,Winter,0.9996037791887146,0.9996037791887146,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/8095.jpg,2323168a1bd952afe3d49abc16f47025c88c4f82d9747570441ad7d139c669f6,Watches,2016,Fastrack Men Beach Upgrades Analog White Watch,aligned,other_years,q1_smallest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,correct,2,10099,1,Winter,0.9993830140952412,0.9993830140952412,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/10099.jpg,b224b53e4f6d6f695a5a1753c554e0b631e0c1378e5c0eac7642b7404d0257dc,Watches,2016,Fastrack Men Analogue Grey Watches,aligned,other_years,q2,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,correct,3,46311,4,Winter,0.9992318046240164,0.9992318046240164,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/46311.jpg,173758b763ced4894a9f02b04d4016d19ee2010ff5d974d34b3f9a2ead0afe86,Watches,2016,Fossil Men Silver Dial Analog Chronograph Watch CH2815,aligned,other_years,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,incorrect,1,4538,4,Summer,0.9967686289060732,7.765934549762623e-05,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/4538.jpg,d9880aed97f8b3b55ebf369ba7d845344b4fa9192cb58a6a0d793622d7a03851,Tshirts,2011,Classic Polo Men's White T-shirt with Dark Blue Stripes,conflict,dominant_2011_2012,q4_largest,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,incorrect,2,48478,3,Summer,0.9964234539960852,0.0006344390704068,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/48478.jpg,e0b31bdefadb965c58cbfc930e559f596858b28edd91a55e584580ad572ecd27,Dresses,2011,French Connection Women Beige Dress,conflict,dominant_2011_2012,q2,singleton,rgb
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,incorrect,3,21454,1,Summer,0.9919765324250968,0.0078019352799416,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/21454.jpg,ef1248984f13a505dff2372d6e3dfab666ae9c20ad76942309d1c0f1fe827e94,Tshirts,2012,Roxy Women Black T-shirt,conflict,dominant_2011_2012,q3,singleton,rgb
