candidate,experiment_id,seed,true_label,selection_group,selection_rank,id,fold,predicted_label,calibrated_confidence,calibrated_true_probability,run_id,path,image_sha256,articleType,year,productDisplayName,article_type_shortcut,acquisition_year,file_size_quartile,product_family_size,image_mode,gradcam_target_label,gradcam_target_index,raw_confidence,raw_true_probability,probability_max_absolute_delta,activation_channels,activation_height,activation_width,checkpoint_sha256,fold_stats_sha256,zero_heatmap,heatmap_mass,border_attention_share,foreground_attention_share,background_attention_share,padding_attention_share,border_area_fraction,foreground_proxy_area_fraction,background_proxy_area_fraction,border_attention_lift,foreground_attention_lift,attention_review_flag,diagnostic_tags,primary_failure_hypothesis,causal_claim_allowed,human_label_ambiguity_review_required,review_note
C2,g3-c2-t0-resnet18,2753,Winter,incorrect,2,28071,3,Summer,0.9943759615886134,0.0016093762434531,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,data/raw/teacher/train/images_train/28071.jpg,6b071f71a6482532e66d3ecea58ce917a8bdcfb8596abb1d9bd52434fb44c85a,Trunk,2016,Jockey ELANCE Men Elance White Trunks 1015,conflict,other_years,q4_largest,singleton,rgb,Summer,2,0.9994397759437561,0.0001347584038740024,1.1920928955078125e-07,512,10,8,2cb33d8b4cf7817d7f94066356eddf77061a6d22d1a29bae6fd91f574b2b0c37,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,False,1648.6585573140183,0.33696417083754787,0.9249687041582588,0.0750312958417412,0.0,0.51,0.8777083333333333,0.12229166666666667,0.6607140604657802,1.0538451886920586,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.994; shortcut=conflict; mode=rgb; file_size=q4_largest; border_lift=0.661; foreground_lift=1.054
C2,g3-c2-t0-resnet18,2753,Winter,incorrect,3,48478,3,Summer,0.9928227206723318,0.003853047154543,g3-c2-t0-resnet18-f3-s2753-7e8c480bec75,data/raw/teacher/train/images_train/48478.jpg,e0b31bdefadb965c58cbfc930e559f596858b28edd91a55e584580ad572ecd27,Dresses,2011,French Connection Women Beige Dress,conflict,dominant_2011_2012,q2,singleton,rgb,Summer,2,0.9991969466209412,0.0004538530483841896,1.0358053259896301e-06,512,10,8,2cb33d8b4cf7817d7f94066356eddf77061a6d22d1a29bae6fd91f574b2b0c37,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,False,1387.7731045681103,0.2945733186312177,0.6887492092982107,0.31125079070178924,0.0,0.51,0.3647916666666667,0.6352083333333334,0.5775947424141524,1.888061795906003,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.993; shortcut=conflict; mode=rgb; file_size=q2; border_lift=0.578; foreground_lift=1.888
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,incorrect,1,38856,0,Summer,0.9963836530310204,0.0019770805590096,g4-i2-article-type-lambda-0-3-c1-f0-s2753-902fcc852d5f,data/raw/teacher/train/images_train/38856.jpg,d01abef499de9176b679e65522e2fa803cd9f965fecb359182fec4caacd6cc06,Tops,2012,Latin Quarters Women White Printed Top,conflict,dominant_2011_2012,q1_smallest,singleton,rgb,Summer,2,0.9996811151504517,0.0001966676936717704,2.9084912967039826e-07,256,10,7,8ac50fd5ad5083a2290407e3b56b97d5370982fd69fe031391ae4c19eb5f2c61,a01190d87781258e9dfd75b173ba3849f460ec97abcb65bae2995e9acaacd353,False,954.0234822435159,0.30162410374820947,0.8034962086204182,0.19650379137958185,0.0,0.51,0.42645833333333333,0.5735416666666666,0.591419811270999,1.8841142165989289,False,label_ambiguity_requires_human_review;weak_data_proxy;article_type_shortcut_conflict,weak_data_proxy,False,True,confidence=0.996; shortcut=conflict; mode=rgb; file_size=q1_smallest; border_lift=0.591; foreground_lift=1.884
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,incorrect,2,40009,1,Winter,0.9957551758605226,0.000132328178864,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/40009.jpg,e580104d5391a300809352d53d34664e8090840c521f9f6f8603ca692c98e33d,Tunics,2012,Park Avenue Men Black & Green Frame Sunglasses,conflict,dominant_2011_2012,q3,singleton,rgb,Winter,3,0.9993188381195068,7.125552201614482e-06,1.7881393432617188e-06,256,10,7,ffad535403298dd007734853b96c6e885835855b450ea056ebe8ffa2a9897429,905c2d6e2ec274443daa26ccb27ffc4dfdc7c9528728d0d32dc617810d90f933,False,765.4726219887234,0.16917924341850676,0.33376865107544323,0.6662313489245567,0.0,0.51,0.10791666666666666,0.8920833333333333,0.33172400670295443,3.0928369211624087,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.996; shortcut=conflict; mode=rgb; file_size=q3; border_lift=0.332; foreground_lift=3.093
I2,g4-i2-article-type-lambda-0-3-c1,2753,Fall,incorrect,3,45960,3,Summer,0.9956867190565998,0.0037418839882875,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/45960.jpg,2dea15c828bd5ea6703d284372f38fa1d85b4a0cda605a81539c3bd874d30da3,Tshirts,2012,Tokyo Talkies Women Red T-shirt,conflict,dominant_2011_2012,q2,singleton,rgb,Summer,2,0.9994763731956482,0.0004928253474645317,3.5762786854132145e-07,256,10,7,305530343740ded6121bab8e8c38631c71fa559746230c674647092596321c6a,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,False,1401.6465483890806,0.32968553562861747,0.650998509839442,0.349001490160558,0.0,0.51,0.4397916666666667,0.5602083333333333,0.6464422267227793,1.4802429404212796,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.996; shortcut=conflict; mode=rgb; file_size=q2; border_lift=0.646; foreground_lift=1.480
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,incorrect,1,19298,4,Winter,0.994354598350366,0.0001229862120925,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/19298.jpg,8707974ff38f847a0677f67102231ed4bdf1185588a30003400e2e930abee304,Watches,2013,Guess Women Puffy G Black Watch,conflict,other_years,q1_smallest,singleton,rgb,Winter,3,0.999295711517334,5.201374733587727e-06,1.0473013390478497e-06,256,10,7,c121137657f070d5521f10f4a7ac7237cf827977cf92e41e712df99b7ecfce35,4c5a400a18e7de1c816c73093f40222f4889ee7d79bce55ea0b8858d89ea073c,False,848.8495565442918,0.24502912557112527,0.866579389705628,0.13342061029437197,0.0,0.51,0.5502083333333333,0.44979166666666665,0.4804492658257358,1.5750022985940986,False,label_ambiguity_requires_human_review;weak_data_proxy;article_type_shortcut_conflict;spring_imbalance_association,weak_data_proxy,False,True,confidence=0.994; shortcut=conflict; mode=rgb; file_size=q1_smallest; border_lift=0.480; foreground_lift=1.575
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,incorrect,2,39798,4,Summer,0.9890482423052436,0.0068541719934975,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/39798.jpg,327af05dd25157bb3da8bbc950d2e22cdaec14bb605be7d911a9cca7dc14dbc2,Shirts,2013,Peter England Men Blue Formal Shirt,conflict,other_years,q1_smallest,multirow,rgb,Summer,2,0.9983439445495605,0.0011883813422173262,1.5079975128173828e-05,256,10,7,c121137657f070d5521f10f4a7ac7237cf827977cf92e41e712df99b7ecfce35,4c5a400a18e7de1c816c73093f40222f4889ee7d79bce55ea0b8858d89ea073c,False,999.9783167908281,0.4973013759589053,0.5325479860177054,0.46745201398229463,0.0,0.51,0.493125,0.506875,0.9751007371743241,1.0799452187938259,False,label_ambiguity_requires_human_review;weak_data_proxy;article_type_shortcut_conflict;spring_imbalance_association,weak_data_proxy,False,True,confidence=0.989; shortcut=conflict; mode=rgb; file_size=q1_smallest; border_lift=0.975; foreground_lift=1.080
I2,g4-i2-article-type-lambda-0-3-c1,2753,Spring,incorrect,3,26519,3,Summer,0.9811770379274184,0.0003345668382227,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/26519.jpg,aedfb055948df8118712fc40a8ba97fd939c890d214887e37d6c2363b2fc673e,Shorts,2012,Arrow Sport Men Navy Blue Check Shorts,conflict,dominant_2011_2012,q4_largest,singleton,rgb,Summer,2,0.99652498960495,1.8572003682493232e-05,1.245737075805664e-05,256,10,7,305530343740ded6121bab8e8c38631c71fa559746230c674647092596321c6a,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,False,1122.982488467649,0.40155016399899374,0.5895477181577276,0.4104522818422725,0.0,0.51,0.33416666666666667,0.6658333333333334,0.787353262743125,1.7642325730405812,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict;spring_imbalance_association,article_type_shortcut_conflict,False,True,confidence=0.981; shortcut=conflict; mode=rgb; file_size=q4_largest; border_lift=0.787; foreground_lift=1.764
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,incorrect,1,40528,1,Winter,0.9988402978933028,0.0011327456111056,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/40528.jpg,c9f62c1989a3025ceb1262181967054815e43ff6c75fa6164c97231b842912e9,Watches,2017,Titan Men White Dial Watch NB1956YL02,conflict,other_years,q4_largest,singleton,rgb,Winter,3,0.9998753070831299,0.00012397830141708255,4.452595021825598e-07,256,10,7,ffad535403298dd007734853b96c6e885835855b450ea056ebe8ffa2a9897429,905c2d6e2ec274443daa26ccb27ffc4dfdc7c9528728d0d32dc617810d90f933,False,813.1584516155335,0.2779152808740563,0.685018478500528,0.314981521499472,0.0,0.51,0.33166666666666667,0.6683333333333333,0.5449319232824633,2.065382347237773,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.999; shortcut=conflict; mode=rgb; file_size=q4_largest; border_lift=0.545; foreground_lift=2.065
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,incorrect,2,43149,1,Winter,0.9985584677448852,0.0013971950664005,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/43149.jpg,69d4a90782b19117bc499c84c52e6651e35053afaff9fb02e1287c893114bf84,Watches,2017,Fastrack Men White Dial Watch N1161SM03,conflict,other_years,q4_largest,singleton,rgb,Winter,3,0.9998354911804199,0.00016313638479914516,1.1920928955078125e-07,256,10,7,ffad535403298dd007734853b96c6e885835855b450ea056ebe8ffa2a9897429,905c2d6e2ec274443daa26ccb27ffc4dfdc7c9528728d0d32dc617810d90f933,False,840.2769299160778,0.24573388556017864,0.6659065954992834,0.33409340450071656,0.0,0.51,0.3122916666666667,0.6877083333333334,0.481831148157213,2.1323226540337292,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.999; shortcut=conflict; mode=rgb; file_size=q4_largest; border_lift=0.482; foreground_lift=2.132
I2,g4-i2-article-type-lambda-0-3-c1,2753,Summer,incorrect,3,43200,4,Winter,0.9980570208738349,0.0015864449213189,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/43200.jpg,d189c29a6752cb0b08a56fe91508ae2875bf87a834735771a4086f9432358326,Watches,2017,Fastrack Men Grey Dial Watch NA3015AL02,conflict,other_years,q4_largest,singleton,rgb,Winter,3,0.9998168349266052,0.0001652927603572607,1.1920928956188348e-06,256,10,7,c121137657f070d5521f10f4a7ac7237cf827977cf92e41e712df99b7ecfce35,4c5a400a18e7de1c816c73093f40222f4889ee7d79bce55ea0b8858d89ea073c,False,760.659881351392,0.31397796674071704,0.787966593277669,0.212033406722331,0.0,0.51,0.48604166666666665,0.5139583333333333,0.6156430720406216,1.6211914478066058,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.998; shortcut=conflict; mode=rgb; file_size=q4_largest; border_lift=0.616; foreground_lift=1.621
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,incorrect,1,4538,4,Summer,0.9967686289060732,7.765934549762623e-05,g4-i2-article-type-lambda-0-3-c1-f4-s2753-8d210d54f01e,data/raw/teacher/train/images_train/4538.jpg,d9880aed97f8b3b55ebf369ba7d845344b4fa9192cb58a6a0d793622d7a03851,Tshirts,2011,Classic Polo Men's White T-shirt with Dark Blue Stripes,conflict,dominant_2011_2012,q4_largest,singleton,rgb,Summer,2,0.9996721744537354,2.7998312361887656e-06,9.5367431640625e-07,256,10,7,c121137657f070d5521f10f4a7ac7237cf827977cf92e41e712df99b7ecfce35,4c5a400a18e7de1c816c73093f40222f4889ee7d79bce55ea0b8858d89ea073c,False,1031.3744876655983,0.38727823842780074,0.45063422458533736,0.5493657754146626,0.0,0.51,0.39395833333333335,0.6060416666666667,0.759369094956472,1.143862653627509,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.997; shortcut=conflict; mode=rgb; file_size=q4_largest; border_lift=0.759; foreground_lift=1.144
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,incorrect,2,48478,3,Summer,0.9964234539960852,0.0006344390704068,g4-i2-article-type-lambda-0-3-c1-f3-s2753-bc2ebf436c6b,data/raw/teacher/train/images_train/48478.jpg,e0b31bdefadb965c58cbfc930e559f596858b28edd91a55e584580ad572ecd27,Dresses,2011,French Connection Women Beige Dress,conflict,dominant_2011_2012,q2,singleton,rgb,Summer,2,0.9996054768562317,4.389265086501837e-05,1.4305114744983527e-06,256,10,7,305530343740ded6121bab8e8c38631c71fa559746230c674647092596321c6a,494eb1ae779d3c35a88b480b8473eac95b5cb206fd0e3f7cbe90b1aebd46bebb,False,1516.8057330867741,0.29727026369355625,0.6606260989507088,0.33937390104929127,0.0,0.51,0.3647916666666667,0.6352083333333334,0.5828828699873652,1.8109681753074827,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.996; shortcut=conflict; mode=rgb; file_size=q2; border_lift=0.583; foreground_lift=1.811
I2,g4-i2-article-type-lambda-0-3-c1,2753,Winter,incorrect,3,21454,1,Summer,0.9919765324250968,0.0078019352799416,g4-i2-article-type-lambda-0-3-c1-f1-s2753-1e4b66c26b12,data/raw/teacher/train/images_train/21454.jpg,ef1248984f13a505dff2372d6e3dfab666ae9c20ad76942309d1c0f1fe827e94,Tshirts,2012,Roxy Women Black T-shirt,conflict,dominant_2011_2012,q3,singleton,rgb,Summer,2,0.9983803033828735,0.001607844838872552,3.3378601075328973e-06,256,10,7,ffad535403298dd007734853b96c6e885835855b450ea056ebe8ffa2a9897429,905c2d6e2ec274443daa26ccb27ffc4dfdc7c9528728d0d32dc617810d90f933,False,1290.5930995363742,0.3563677627820944,0.5945997707750648,0.4054002292249353,0.0,0.51,0.4164583333333333,0.5835416666666666,0.6987603191805772,1.4277533265234172,False,label_ambiguity_requires_human_review;article_type_shortcut_conflict,article_type_shortcut_conflict,False,True,confidence=0.992; shortcut=conflict; mode=rgb; file_size=q3; border_lift=0.699; foreground_lift=1.428
