id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,year,productDisplayName,product_name_repaired,has_articleType_label,has_season_label,has_gender_label,has_usage_label,path,width,height,aspect_ratio,mode,format,file_size_bytes,sha256,product_name_key,product_family_group,family_group_basis,is_cross_role_exact_duplicate,is_cross_role_near_duplicate,has_conflicting_target_labels,conflicting_targets,pre_quarantine_reason,duplicate_group,is_cross_role_duplicate,quarantine_reason,partition,cv_fold
1533,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,2010,Puma Men Cat Red T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1533.jpg,60.0,80.0,0.75,RGB,JPEG,26289,419a0884d75d6dc4f099d6a279b82bfa621ccacb76a1ad83733b1c9433c36c17,puma men cat red t-shirt,family_15310fd04ea64483,singleton,False,False,False,,,single_419a0884d75d,False,,development,2
1534,,Apparel,Topwear,,Black,,,2010,Puma Men Black Leaping Cat T-shirt,False,False,False,False,False,data/raw/teacher/train/images_train/1534.jpg,60.0,80.0,0.75,RGB,JPEG,1843,a4ede023a214f9247cc665d4b3bb94ec27a2bff4d79117d31a9a131792268e35,puma men black leaping cat t-shirt,family_13be5b896be03995,singleton,False,False,False,,,single_a4ede023a214,False,,holdout,
1535,Unisex,Accessories,Headwear,Caps,Black,Fall,Sports,2010,Puma Unisex Logo Cap,False,True,True,True,True,data/raw/teacher/train/images_train/1535.jpg,60.0,80.0,0.75,RGB,JPEG,1379,d73279132d27771a2b60bb1c602bf7a441716b8566e2758e58a0b52ad5f979ab,puma unisex logo cap,family_7ab74ac64fd9a732,singleton,False,False,False,,,single_d73279132d27,False,,development,3
1536,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,2010,Puma Men Black Net Jersey,False,True,True,True,True,data/raw/teacher/train/images_train/1536.jpg,60.0,80.0,0.75,RGB,JPEG,24334,d91c7e17c5fc501b2885a0aa4a936782c1d8875cfb79d6e7ec173da4fc1d9518,puma men black net jersey,family_b51e45a12fbae3d0,singleton,False,False,False,,,single_d91c7e17c5fc,False,,development,0
1537,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,2010,Puma Men Red Net Jersey,False,True,True,True,True,data/raw/teacher/train/images_train/1537.jpg,60.0,80.0,0.75,RGB,JPEG,19639,1f153e0f807e1b99226bea3328569bc711abf2ab76d31be345690ce68f637967,puma men red net jersey,family_6a27eece1c1658b2,singleton,False,False,False,,,single_1f153e0f807e,False,,development,1
1538,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,2010,Puma Men Ferrari Track Black T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1538.jpg,60.0,80.0,0.75,RGB,JPEG,1330,4f329d66409bb5233e48b34bd402a4e802b60659ad9bd931b6a2a6dfaa05cce5,puma men ferrari track black t-shirt,family_0f8e631d28e2a339,singleton,False,False,False,,,single_4f329d66409b,False,,development,0
1539,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,2010,Puma Men Ferrari Grey T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1539.jpg,60.0,80.0,0.75,RGB,JPEG,23764,29a6ff471a4e4d02fc44e5db26618cca96da36b2046134a9c814a92e9619a155,puma men ferrari grey t-shirt,family_731d65cdd441fde2,singleton,False,False,False,,,single_29a6ff471a4e,False,,development,0
1540,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,2010,Puma Men Ferrari Vintage Black Polo T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1540.jpg,60.0,80.0,0.75,RGB,JPEG,22882,53e770fec832e711944ac6b8df78d6e366373bd8299cd07dcdf13223c42bf9de,puma men ferrari vintage black polo t-shirt,family_c73c63198a1338f0,singleton,False,False,False,,,single_53e770fec832,False,,development,3
1541,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2010,Puma Men's Ballistic Spike White Green Shoe,False,True,True,True,True,data/raw/teacher/train/images_train/1541.jpg,60.0,80.0,0.75,RGB,JPEG,2200,42b230559ad4de575e9f52c1011955a58cbdddeac8173a2790c2de70dfe2e33c,puma men's ballistic spike white green shoe,family_477e2d13152129e7,singleton,False,False,False,,,single_42b230559ad4,False,,development,0
1542,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2010,Puma Men's Ballistic Rubber Shoe,False,True,True,True,True,data/raw/teacher/train/images_train/1542.jpg,60.0,80.0,0.75,RGB,JPEG,14353,d527f5ba47a7ee47be06f94cbb8a0f2fa536171b71f0f8b3c6b11fa77518e5a1,puma men's ballistic rubber shoe,family_596d0c702ba6d208,singleton,False,False,False,,,single_d527f5ba47a7,False,,development,3
1543,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,2010,Puma Men Basket-Biz Sneaker,False,True,True,True,True,data/raw/teacher/train/images_train/1543.jpg,60.0,80.0,0.75,RGB,JPEG,996,7de665c5cb0bf430128ec8535668a311e940983cb925f5c6a86f711ca4b8ae8a,puma men basket-biz sneaker,family_50a0a04f2d67b4a2,singleton,False,False,False,,,single_7de665c5cb0b,False,,development,0
1544,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,2010,Puma Men's Basket Bump Sneaker,False,True,True,True,True,data/raw/teacher/train/images_train/1544.jpg,60.0,80.0,0.75,RGB,JPEG,884,4ce08276aca4c7822a8e24e96a9ce27bf46bf882749fdea686a31cf0efd2e729,puma men's basket bump sneaker,family_194af3b3d7b00744,singleton,False,False,False,,,single_4ce08276aca4,False,,development,2
1545,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,2010,Puma Men's Speed Cat Shoe,False,True,True,True,True,data/raw/teacher/train/images_train/1545.jpg,60.0,80.0,0.75,RGB,JPEG,960,96890573963017813dc00d2f613c79eddcf216dcd228d8d915ab3d2b9176e494,puma men's speed cat shoe,family_8b1fbeee2ea27bf5,singleton,False,False,False,,,single_968905739630,False,,development,2
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,2010,Puma Men's Furore White Shoe,False,True,True,True,True,data/raw/teacher/train/images_train/1546.jpg,60.0,80.0,0.75,RGB,JPEG,857,2c672bef374c9384e8f34c2da0b6c30d75d56a3cf364311b7c07edd98d272af1,puma men's furore white shoe,family_495afe547befeede,singleton,False,False,False,,,single_2c672bef374c,False,,development,1
1547,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,2010,Puma Men's Ducati Sneaker,False,True,True,True,True,data/raw/teacher/train/images_train/1547.jpg,60.0,80.0,0.75,RGB,JPEG,883,6e846aa243b6cfb7e8f3ea1f3e422b345296b1f68f4fd1954918bfc79618801c,puma men's ducati sneaker,family_05fb3c9a7f20d8c6,singleton,False,False,False,,,single_6e846aa243b6,False,,development,1
1548,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2010,Puma Men's Cell Exsis Sneaker,False,True,True,True,True,data/raw/teacher/train/images_train/1548.jpg,60.0,80.0,0.75,RGB,JPEG,1060,d08768fc29418710b13cac35c0d2c56aa4b435a36c39db04e6595102a589083f,puma men's cell exsis sneaker,family_48f31b127dde9f65,singleton,False,False,False,,,single_d08768fc2941,False,,development,3
1549,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2010,Puma Men's Jiyu Slip On Sneaker,False,True,True,True,True,data/raw/teacher/train/images_train/1549.jpg,60.0,80.0,0.75,RGB,JPEG,884,4ff56ad02f7a1941c655dcd6c29f3acf137c154ca2d7512b78b6da7b790273ed,puma men's jiyu slip on sneaker,family_75abf1771c0d9038,singleton,False,False,False,,,single_4ff56ad02f7a,False,,development,4
1550,,Sporting Goods,Sports Equipment,,White,,,2010,Puma Cat Trainer-WBL Football,False,False,False,False,False,data/raw/teacher/train/images_train/1550.jpg,60.0,80.0,0.75,RGB,JPEG,1407,01c98b20c23ae41b0f6e588e9b01e3b26efcbe06729f3774a80870d3faeef354,puma cat trainer-wbl football,family_c27484c7087191b2,singleton,False,False,False,,,single_01c98b20c23a,False,,holdout,
1551,Unisex,Sporting Goods,Sports Equipment,Footballs,Orange,Fall,Sports,2010,Puma Power Cat Trainer-OB Football,False,True,True,True,True,data/raw/teacher/train/images_train/1551.jpg,60.0,80.0,0.75,RGB,JPEG,1411,866660e64e527eebb453cef406ad1b178688817749c7194a26669abeec5ef474,puma power cat trainer-ob football,family_1e61da9318ad5f39,singleton,False,False,False,,,single_866660e64e52,False,,development,4
1552,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,Sports,2010,Puma Power Cat Trainer-WR Football,False,True,True,True,True,data/raw/teacher/train/images_train/1552.jpg,60.0,80.0,0.75,RGB,JPEG,1278,cabcb483e5465c74c4fd309da3b69a03a4783eef3dc5649b7d0dc7240359d4cd,puma power cat trainer-wr football,family_51e6811411165c04,singleton,False,False,False,,,single_cabcb483e546,False,,development,1
1553,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,Sports,2010,Puma Power Cat Hard Ground Football,False,True,True,True,True,data/raw/teacher/train/images_train/1553.jpg,60.0,80.0,0.75,RGB,JPEG,1184,fb8c12e6a62a67f09455de76d5655d332499024469cc62d95436fadc1e85fa9a,puma power cat hard ground football,family_8012472a35fd4093,singleton,False,False,False,,,single_fb8c12e6a62a,False,,development,0
1554,Unisex,Accessories,Water Bottle,Water Bottle,Blue,Fall,Casual,2010,Quechua  Blue Sipper,False,True,True,True,True,data/raw/teacher/train/images_train/1554.jpg,60.0,80.0,0.75,RGB,JPEG,1631,2507835b857b101b05daaccc75ca8868dc74eed10d589bc03db9bc8f21a33c48,quechua blue sipper,family_6fb4775fed7293b1,singleton,False,False,False,,,single_2507835b857b,False,,development,2
1555,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Fall,Sports,2010,Quechua Red Sipper,False,True,True,True,True,data/raw/teacher/train/images_train/1555.jpg,60.0,80.0,0.75,RGB,JPEG,3403,cdc96baa58b977be55be87b4161fb20454430c52066a1a6aee0f6d57ea432f69,quechua red sipper,family_2ae7ffb0ec4d1bcc,singleton,False,False,False,,,single_cdc96baa58b9,False,,development,3
1556,Unisex,Accessories,Bags,Backpacks,Black,Summer,Sports,2011,Quechua Forclaz Large  Backpack - 50 ltr Orange,False,True,True,True,True,data/raw/teacher/train/images_train/1556.jpg,60.0,80.0,0.75,RGB,JPEG,1713,a6540678a87eba903fd1ecd1f6aae7d4ef6c91770f2c6f2e611d3f8c7b0eeba0,quechua forclaz large backpack - 50 ltr orange,family_46b724b2f85d4f7b,singleton,False,False,False,,,single_a6540678a87e,False,,development,4
1557,Unisex,Accessories,Bags,Backpacks,Black,Summer,Travel,2011,Quechua Spacious Blue-Black Backpack,False,True,True,True,True,data/raw/teacher/train/images_train/1557.jpg,60.0,80.0,0.75,RGB,JPEG,1628,c2c424af887e493fe2b21cba8e92ca3524f2dd81383316fcc96f20d856f4e5c3,quechua spacious blue-black backpack,family_9e2d999a438d4dc3,singleton,False,False,False,,,single_c2c424af887e,False,,development,0
1558,Unisex,Accessories,Water Bottle,Water Bottle,Blue,Fall,Sports,2010,Quechua Easy-to-Carry Blue Water Bottle,False,True,True,True,True,data/raw/teacher/train/images_train/1558.jpg,60.0,80.0,0.75,RGB,JPEG,876,f8b5e1b211bafaa8f2317f39e22f45ec1379ccebbac361c625accfa72b0eee57,quechua easy-to-carry blue water bottle,family_67a375e4ddcdb509,singleton,False,False,False,,,single_f8b5e1b211ba,False,,development,0
1559,Unisex,Accessories,Bags,Backpacks,Blue,Summer,Travel,2011,Quechua Blue Light Backpack,False,True,True,True,True,data/raw/teacher/train/images_train/1559.jpg,60.0,80.0,0.75,RGB,JPEG,1220,205eac9afd1793a24ee03ac93dbef2bbc7148281df4b7d4c7dc5f4e455bc48c3,quechua blue light backpack,family_1e797595727addd0,singleton,False,False,False,,,single_205eac9afd17,False,,development,3
1561,,Apparel,Topwear,,White,,,2010,Quechua Women Sweat Proof White T-shirt,False,False,False,False,False,data/raw/teacher/train/images_train/1561.jpg,60.0,80.0,0.75,RGB,JPEG,2172,09a732bf884e26917c94092110b6eb08282a7eb6237415f6a644884c5ae23cdd,quechua women sweat proof white t-shirt,family_8bcefa497af26e68,singleton,False,False,False,,,single_09a732bf884e,False,,holdout,
1562,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,2010,Quechua Men Sweat Proof Grey T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1562.jpg,60.0,80.0,0.75,RGB,JPEG,5611,11ee808862bae5ebccd4667a091acef1583308784ace0c7aa8532a5594eebd4e,quechua men sweat proof grey t-shirt,family_0f427d4e1430f8f5,singleton,False,False,False,,,single_11ee808862ba,False,,development,1
1563,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,2010,Quechua Men Sweat Proof Blue T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1563.jpg,60.0,80.0,0.75,RGB,JPEG,6235,ad69123c03aadaafd9b66f17115a38bd3c0aea06b3d8bdaa0ddb558468ae2c80,quechua men sweat proof blue t-shirt,family_e830a0d7d5f30372,singleton,False,False,False,,,single_ad69123c03aa,False,,development,2
1565,Unisex,Accessories,Bags,Backpacks,Green,Summer,Travel,2011,Quechua Green Light Backpack,False,True,True,True,True,data/raw/teacher/train/images_train/1565.jpg,60.0,80.0,0.75,RGB,JPEG,1144,6b74fcc8690580a8dd8d6c7b30f0eee4d9a649edee263ad7a250c5533cf71cfb,quechua green light backpack,family_956b130106fbc089,singleton,False,False,False,,,single_6b74fcc86905,False,,development,3
1566,Men,Accessories,Headwear,Caps,Black,Summer,Sports,2011,Artengo Men Black Cap,False,True,True,True,True,data/raw/teacher/train/images_train/1566.jpg,60.0,80.0,0.75,RGB,JPEG,1427,4b2b74eb3839940a1662b957b1ed151276fe4ab5c27c2baa98ea8a0a845a3410,artengo men black cap,family_a9ffbdf317b2dabf,singleton,False,False,False,,,single_4b2b74eb3839,False,,development,4
1567,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,2010,Artengo Men Training Shorts,False,True,True,True,True,data/raw/teacher/train/images_train/1567.jpg,60.0,80.0,0.75,RGB,JPEG,1413,e7fdbae14834ea86c931a9153f7974c38a2025a50d6032692f2f3e3b5cedc058,artengo men training shorts,family_0651ee70db05737d,singleton,False,False,False,,,single_e7fdbae14834,False,,development,2
1569,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,2010,Artengo Men Black Tennis Shorts,False,True,True,True,True,data/raw/teacher/train/images_train/1569.jpg,60.0,80.0,0.75,RGB,JPEG,3905,cccd7839c128a765c1411ced7ff54d76eb0257dad2d2279d01d771bef38a17db,artengo men black tennis shorts,family_c98c37cbc0242b2c,singleton,False,False,False,,,single_cccd7839c128,False,,development,0
1570,Women,Apparel,Topwear,Tshirts,Black,Fall,Sports,2010,Artengo Women Tennis Singlet,False,True,True,True,True,data/raw/teacher/train/images_train/1570.jpg,60.0,80.0,0.75,RGB,JPEG,25995,fb52eb64fc82857910056477d913fba9fa8511e02353c4e6ffbdf458d9634399,artengo women tennis singlet,family_3a481e728390d89c,singleton,False,False,False,,,single_fb52eb64fc82,False,,development,4
1571,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,2010,Kalenji Men's Super Soft Sports Shoes,False,True,True,True,True,data/raw/teacher/train/images_train/1571.jpg,60.0,80.0,0.75,RGB,JPEG,2426,276b0c17ddcc4fa7953ec3fda5522d4c54f94a376ce9af95cd082b2d9be50b2f,kalenji men's super soft sports shoes,family_aded40e220d2587b,singleton,False,False,False,,,single_276b0c17ddcc,False,,development,3
1572,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,2010,Kalenji Mens Essential Training Track Pants,False,True,True,True,True,data/raw/teacher/train/images_train/1572.jpg,60.0,80.0,0.75,RGB,JPEG,1223,488e59bd904cb75d5063eb5e7f0b36f5b618583b22d8d54a8b90c5d576e06cf2,kalenji mens essential training track pants,family_9c05d48bbde0b1ec,singleton,False,False,False,,,single_488e59bd904c,False,,development,1
1573,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,2010,Kalenji Women Athletes Grey Track Pants,False,True,True,True,True,data/raw/teacher/train/images_train/1573.jpg,60.0,80.0,0.75,RGB,JPEG,21547,4b88543d3dc32698a3d8c43fb004144f183d196f064fd6061c85baf7ea818467,kalenji women athletes grey track pants,family_79e8c13e1a8c51e0,singleton,False,False,False,,,single_4b88543d3dc3,False,,development,2
1575,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,2011,Kipsta Men Sports White T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1575.jpg,60.0,80.0,0.75,RGB,JPEG,16227,af495dda7ab17c223dd788c71bd56ae5bf7922d3311fdc1fd22b7cd8292b8c6b,kipsta men sports white t-shirt,family_679b0ecadd205e51,singleton,False,False,False,,,single_af495dda7ab1,False,,development,1
1577,Unisex,Accessories,Headwear,Caps,Green,Fall,Sports,2010,Inesis  Slim Shady Cap,False,True,True,True,True,data/raw/teacher/train/images_train/1577.jpg,60.0,80.0,0.75,RGB,JPEG,1351,d958b2b68a9e92c2ef5c151440fd29cc34b95c226e92e80fb23a7f8f423ca38a,inesis slim shady cap,family_1d16bb3354a11b50,singleton,False,False,False,,,single_d958b2b68a9e,False,,development,2
1578,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,2010,Domyos Men Good Stroke Red T-shirt,False,True,True,True,True,data/raw/teacher/train/images_train/1578.jpg,60.0,80.0,0.75,RGB,JPEG,1322,38c78a685ddf62c70c4f25fd3701317b223853a3c6276a868ff72fbb08d1be91,domyos men good stroke red t-shirt,family_c6437e0ba0560952,singleton,False,False,False,,,single_38c78a685ddf,False,,development,2
1579,,Apparel,Topwear,,Grey,,,2010,Domyos Men Grey Second Skin Jacket,False,False,False,False,False,data/raw/teacher/train/images_train/1579.jpg,60.0,80.0,0.75,RGB,JPEG,15949,5ce43e533971f4945ea4e61c0f8e257edee4d992d16dcd4550689f32aafd72bc,domyos men grey second skin jacket,family_ec11f26d671bcc37,singleton,False,False,False,,,single_5ce43e533971,False,,holdout,
1580,Women,Apparel,Bottomwear,Swimwear,Black,Fall,Sports,2010,Nabaiji Women Cross-back Swimsuit,False,True,True,True,True,data/raw/teacher/train/images_train/1580.jpg,60.0,80.0,0.75,RGB,JPEG,1337,c7cde519705514089dc70d3ac545090569e3201f7f4693f11aa034772a9fce82,nabaiji women cross-back swimsuit,family_e97e2ffefd968b2a,singleton,False,False,False,,,single_c7cde5197055,False,,development,1
1581,Unisex,Accessories,Headwear,Caps,Pink,Summer,Sports,2011,Nabaiji Unisex Silicone Swimming Cap,False,True,True,True,True,data/raw/teacher/train/images_train/1581.jpg,60.0,80.0,0.75,RGB,JPEG,1105,6beb464024a36168714e80e34ddf1fcd3d5177134f2719a06c1e506ee4270550,nabaiji unisex silicone swimming cap,family_3ef4ba73834a4409,singleton,False,False,False,,,single_6beb464024a3,False,,development,3
1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,Sports,2011,Nabaiji Unisex Black Silicone Swimming Cap,False,True,True,True,True,data/raw/teacher/train/images_train/1582.jpg,60.0,80.0,0.75,RGB,JPEG,1177,930a683db73f6ec607ac70f61ef502bd39983735645fe0e9fb80022ccd239361,nabaiji unisex black silicone swimming cap,family_6d78b19a042a64f0,singleton,False,False,False,,,single_930a683db73f,False,,development,3
1583,Women,Apparel,Bottomwear,Swimwear,Black,Fall,Sports,2010,Nabaiji Women Black Swimsuit,False,True,True,True,True,data/raw/teacher/train/images_train/1583.jpg,60.0,80.0,0.75,RGB,JPEG,16859,0ace6e4dc9bdd62bfb72c7d5f331cca74b6510c191917a0255bf44dfeef0ef69,nabaiji women black swimsuit,family_b09a9bc0f0bbb898,normalized_product_name,False,False,False,,,single_0ace6e4dc9bd,False,,development,0
1584,Unisex,Apparel,Topwear,Jackets,White,Summer,Casual,2011,Domyos Unisex Feather-light Jacket,False,True,True,True,True,data/raw/teacher/train/images_train/1584.jpg,60.0,80.0,0.75,RGB,JPEG,1828,ce5ea8eb171d53ca8999d9b02fc26175132b3e6c847f3763c929b89824e2844a,domyos unisex feather-light jacket,family_9ea3f4147c0d763c,singleton,False,False,False,,,single_ce5ea8eb171d,False,,development,3
1587,,Footwear,Shoes,,White,,,2010,Kipsta Men Superfit Football White Shoe,False,False,False,False,False,data/raw/teacher/train/images_train/1587.jpg,60.0,80.0,0.75,RGB,JPEG,18044,d50122028d7514dccce3a5e5079c3845869ba7451b8dab6a7d4da9766eb11fbb,kipsta men superfit football white shoe,family_0252fa3e9d9c8c2c,singleton,False,False,False,,,single_d50122028d75,False,,holdout,
1588,,Apparel,Topwear,,White,,,2010,Domyos Men White Dry-Fit T-shirt,False,False,False,False,False,data/raw/teacher/train/images_train/1588.jpg,60.0,80.0,0.75,RGB,JPEG,1156,2ac1c090f635859bc38c4b44849e2bad88317bcec6c7c3c0e462ef46ace13c54,domyos men white dry-fit t-shirt,family_d24eac45e69be063,singleton,False,False,False,,,single_2ac1c090f635,False,,holdout,
1590,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,2010,Kipsta Men's F300 Football Shoe,False,True,True,True,True,data/raw/teacher/train/images_train/1590.jpg,60.0,80.0,0.75,RGB,JPEG,1962,cdc7da44d5ccf3bef943e63248d28432d94c9aa958814a07f4f5b1d6e4db44ca,kipsta men's f300 football shoe,family_6c77b607e17df16d,singleton,False,False,False,,,single_cdc7da44d5cc,False,,development,1
1591,Men,Apparel,Bottomwear,Shorts,Red,Fall,Sports,2010,Kipsta Men Red Shorts,False,True,True,True,True,data/raw/teacher/train/images_train/1591.jpg,60.0,80.0,0.75,RGB,JPEG,1072,c3825d075015f7ff19003a77a72b6d3a4c371e89bfa41a3a57c6cb6734c6cae8,kipsta men red shorts,family_e52522a505f68250,singleton,False,False,False,,,single_c3825d075015,False,,development,1
1592,,Footwear,Shoes,,Red,,,2011,Kipsta Men's Superfit Football Red Shoe,False,False,False,False,False,data/raw/teacher/train/images_train/1592.jpg,60.0,80.0,0.75,RGB,JPEG,1184,4a686f29a92e6448b92658f6389af47873231b33b98916384c8fefd3fa9382a0,kipsta men's superfit football red shoe,family_8cca04ee02b8915f,singleton,False,False,False,,,single_4a686f29a92e,False,,holdout,
1594,Unisex,Footwear,Shoes,Casual Shoes,Grey,Fall,Casual,2012,Newfeel Unisex Grey Mesh Lightweight Shoe,False,True,True,True,True,data/raw/teacher/train/images_train/1594.jpg,60.0,80.0,0.75,RGB,JPEG,11599,f706913e11564f85fea46f8fbec73f968d0dca286a7dd2a096bbebeced8dc6b2,newfeel unisex grey mesh lightweight shoe,family_8698616a6419549c,singleton,False,False,False,,,single_f706913e1156,False,,development,2
1595,,Apparel,Topwear,,Black,,,2010,Domyos Men Good Stroke Black T-shirt,False,False,False,False,False,data/raw/teacher/train/images_train/1595.jpg,60.0,80.0,0.75,RGB,JPEG,1254,1ad6c973d994a8993104bdb5330585bdc5335563c76b590708ef0d2cf2612f61,domyos men good stroke black t-shirt,family_c6bb15225eca43ac,singleton,False,False,False,,,single_1ad6c973d994,False,,holdout,
