first_id,second_id,reason
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B075Z4DPV9,source_group
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B075Z57DCG,source_group
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B075Z2ZV8J,source_group
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B079TYPVNS,source_group
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B075Z2FWNH,source_group
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B079V4QH2G,source_group
Amazon Berkeley Objects:abo_B075Z3SBSR,Amazon Berkeley Objects:abo_B075Z1R64V,source_group
Amazon Berkeley Objects:abo_B075Z3SBSR,Amazon Berkeley Objects:abo_B075Z1R64V,normalized_title
Amazon Berkeley Objects:abo_B075ZTLHWT,Amazon Berkeley Objects:abo_B075ZR52JK,source_group
Amazon Berkeley Objects:abo_B075ZTLHWT,Amazon Berkeley Objects:abo_B075ZR8BP8,source_group
Amazon Berkeley Objects:abo_B075Z1MXKD,Amazon Berkeley Objects:abo_B075Z24C7L,source_group
Amazon Berkeley Objects:abo_B075Z1MXKD,Amazon Berkeley Objects:abo_B075T4KDX2,source_group
Amazon Berkeley Objects:abo_B075Z1MXKD,Amazon Berkeley Objects:abo_B075Z24C7L,normalized_title
Amazon Berkeley Objects:abo_B075Z1MXKD,Amazon Berkeley Objects:abo_B075T4KDX2,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TF7,Amazon Berkeley Objects:abo_B075ZVKLZV,normalized_title
Amazon Berkeley Objects:abo_B075ZR4TF7,Amazon Berkeley Objects:abo_B075ZTSWNW,normalized_title
Amazon Berkeley Objects:abo_B075ZV9GCL,Amazon Berkeley Objects:abo_B075ZSZVVV,source_group
Amazon Berkeley Objects:abo_B075ZV9GCL,Amazon Berkeley Objects:abo_B075ZV5SFS,source_group
Amazon Berkeley Objects:abo_B075ZV9GCL,Amazon Berkeley Objects:abo_B075ZR4TJB,source_group
Amazon Berkeley Objects:abo_B075ZV9GCL,Amazon Berkeley Objects:abo_B075ZSZVVV,normalized_title
Amazon Berkeley Objects:abo_B075ZV9GCL,Amazon Berkeley Objects:abo_B075ZV5SFS,normalized_title
Amazon Berkeley Objects:abo_B075Z1BH2G,Amazon Berkeley Objects:abo_B075YZG871,source_group
Amazon Berkeley Objects:abo_B075Z1BH2G,Amazon Berkeley Objects:abo_B075YZG871,normalized_title
Amazon Berkeley Objects:abo_B075T4QCXZ,Amazon Berkeley Objects:abo_B075T4ZV5S,source_group
Amazon Berkeley Objects:abo_B075T4QCXZ,Amazon Berkeley Objects:abo_B075T4ZV5S,normalized_title
Amazon Berkeley Objects:abo_B075ZR89QH,Amazon Berkeley Objects:abo_B075ZR8D97,source_group
Amazon Berkeley Objects:abo_B075ZR89QH,Amazon Berkeley Objects:abo_B075ZR8D97,normalized_title
Amazon Berkeley Objects:abo_B075T4VKHS,Amazon Berkeley Objects:abo_B075SYM18X,source_group
Amazon Berkeley Objects:abo_B075T4VKHS,Amazon Berkeley Objects:abo_B075SYM18X,normalized_title
Amazon Berkeley Objects:abo_B075ZV1LY2,Amazon Berkeley Objects:abo_B075ZVKLQF,source_group
Amazon Berkeley Objects:abo_B075ZV1LY2,Amazon Berkeley Objects:abo_B075ZSRMRD,source_group
Amazon Berkeley Objects:abo_B075ZSSFCV,Amazon Berkeley Objects:abo_B075ZT4V5Y,source_group
Amazon Berkeley Objects:abo_B075T41WMF,Amazon Berkeley Objects:abo_B075T4SPXJ,source_group
Amazon Berkeley Objects:abo_B075T41WMF,Amazon Berkeley Objects:abo_B075SYCQ6B,source_group
Amazon Berkeley Objects:abo_B075T41WMF,Amazon Berkeley Objects:abo_B075T4SPXJ,normalized_title
Amazon Berkeley Objects:abo_B075T41WMF,Amazon Berkeley Objects:abo_B075SYCQ6B,normalized_title
Amazon Berkeley Objects:abo_B075Z34LJF,Amazon Berkeley Objects:abo_B075YZ18WN,source_group
Amazon Berkeley Objects:abo_B075ZTLHLL,Amazon Berkeley Objects:abo_B075ZTH51H,source_group
Amazon Berkeley Objects:abo_B075ZTLHLL,Amazon Berkeley Objects:abo_B075ZTH51H,normalized_title
Amazon Berkeley Objects:abo_B075ZSSF3F,Amazon Berkeley Objects:abo_B075ZR89NS,source_group
Amazon Berkeley Objects:abo_B075ZSSF3F,Amazon Berkeley Objects:abo_B075ZR89NS,normalized_title
Amazon Berkeley Objects:abo_B075ZVKLQF,Amazon Berkeley Objects:abo_B075ZSRMRD,normalized_title
Amazon Berkeley Objects:abo_B075T4QH4D,Amazon Berkeley Objects:abo_B075SYCQ1F,source_group
Amazon Berkeley Objects:abo_B075T4QH4D,Amazon Berkeley Objects:abo_B075SYCQ1F,normalized_title
Amazon Berkeley Objects:B076QFBFS5,Amazon Berkeley Objects:B076QFKDCZ,source_group
Amazon Berkeley Objects:B076QFBFS5,Amazon Berkeley Objects:B076QBF12F,source_group
Amazon Berkeley Objects:B07PGMRKSC,Amazon Berkeley Objects:B07PFH829S,source_group
Amazon Berkeley Objects:B079LCH6FX,Amazon Berkeley Objects:B079L8DHGH,source_group
Amazon Berkeley Objects:B079LCH6FX,Amazon Berkeley Objects:B07HGV7JYJ,source_group
Amazon Berkeley Objects:B079LCH6FX,Amazon Berkeley Objects:B079LMXV35,source_group
Amazon Berkeley Objects:B079LCH6FX,Amazon Berkeley Objects:B079LCL9NG,source_group
dbjourney:11004857221313,dbjourney:10967099146433,source_group
dbjourney:11004857581761,dbjourney:10776187076801,source_group
dbjourney:11004856828097,dbjourney:10889294807233,source_group
dbjourney:11004856828097,dbjourney:10777712263361,source_group
dbjourney:11004856828097,dbjourney:10764594151617,source_group
dbjourney:11004856828097,dbjourney:10176842825921,source_group
dbjourney:11004856762561,dbjourney:11002001064129,source_group
dbjourney:11004856762561,dbjourney:10997586264257,source_group
dbjourney:11004856762561,dbjourney:10997586067649,source_group
dbjourney:11004856762561,dbjourney:10997586133185,source_group
dbjourney:11004856762561,dbjourney:10804865269953,source_group
dbjourney:11004856762561,dbjourney:10889294577857,source_group
dbjourney:11004856762561,dbjourney:10889294840001,source_group
dbjourney:11004856762561,dbjourney:10889294610625,source_group
dbjourney:11004856762561,dbjourney:10814717264065,source_group
dbjourney:11004856762561,dbjourney:10777690243265,source_group
dbjourney:11004856762561,dbjourney:10777779798209,source_group
dbjourney:11004856762561,dbjourney:10777809354945,source_group
dbjourney:11004856762561,dbjourney:10764593660097,source_group
dbjourney:11004831432897,dbjourney:11002001424577,source_group
dbjourney:11004831432897,dbjourney:10777681199297,source_group
dbjourney:11004831432897,dbjourney:10804865237185,source_group
dbjourney:11004831432897,dbjourney:10889294741697,source_group
dbjourney:11004831432897,dbjourney:10889296511169,source_group
dbjourney:11004831432897,dbjourney:10907532820673,source_group
dbjourney:11004831432897,dbjourney:10889294938305,source_group
dbjourney:11004831432897,dbjourney:10825210396865,source_group
dbjourney:11004831432897,dbjourney:10777804505281,source_group
dbjourney:11004831432897,dbjourney:10777763315905,source_group
dbjourney:11004831432897,dbjourney:10764593791169,source_group
dbjourney:11004831432897,dbjourney:10178584576193,source_group
dbjourney:10804865302721,dbjourney:10777712328897,source_group
dbjourney:10804865302721,dbjourney:10777787236545,source_group
dbjourney:10804865302721,dbjourney:9944899813569,source_group
dbjourney:10804865368257,dbjourney:10777707348161,source_group
dbjourney:10804865368257,dbjourney:10777784385729,source_group
Amazon Berkeley Objects:B076QJLCFY,Amazon Berkeley Objects:B076QJTKPX,source_group
amazon_berkeley_objects:B079TBX3C6,amazon_berkeley_objects:B072K65772,conservative_final_view_hash_group
www.meshki.com.au public catalogue:7709613326411,www.meshki.com.au public catalogue:7684393959499,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60684998,Marks and Spencer public catalogue:ms_P60764732,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716761,Marks and Spencer public catalogue:ms_P60742138,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716761,Marks and Spencer public catalogue:ms_P60723424,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716761,Marks and Spencer public catalogue:ms_P61230314,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716761,Marks and Spencer public catalogue:ms_P61230313,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716761,Marks and Spencer public catalogue:ms_P60746205,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716778,Marks and Spencer public catalogue:ms_P61218370,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716468,Marks and Spencer public catalogue:ms_P61213548,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716468,Marks and Spencer public catalogue:ms_P61214135,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716468,Marks and Spencer public catalogue:ms_P60768754,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716468,Marks and Spencer public catalogue:ms_P60723424,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60716468,Marks and Spencer public catalogue:ms_P23069511,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P61213548,Marks and Spencer public catalogue:ms_P60764732,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60783360,Marks and Spencer public catalogue:ms_P60753999,conservative_final_view_hash_group
Marks and Spencer public catalogue:ms_P60752580,Marks and Spencer public catalogue:ms_P60783464,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075Z4DBWS,Amazon Berkeley Objects:abo_B075ZR4TF7,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075SY59SG,Amazon Berkeley Objects:abo_B075T52KRC,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZSZVYL,Amazon Berkeley Objects:abo_B075ZR8BP8,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZV5SJ9,Amazon Berkeley Objects:abo_B075Z34Q3M,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZV5SJ9,Amazon Berkeley Objects:abo_B075ZVKLZV,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZV5SJ9,Amazon Berkeley Objects:abo_B075ZSSFCV,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZV5SJ9,Amazon Berkeley Objects:abo_B075ZSZVYH,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075Z1MXFM,Amazon Berkeley Objects:abo_B075T51144,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075Z1MXFM,Amazon Berkeley Objects:abo_B075ZR4TGZ,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B079TYMQYQ,Amazon Berkeley Objects:abo_B075ZVKLZV,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZTLHWT,Amazon Berkeley Objects:abo_B075Z57DCG,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZTLHWT,Amazon Berkeley Objects:abo_B075Z1R64V,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZR4TF7,Amazon Berkeley Objects:abo_B075ZR89QH,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075Z57DCG,Amazon Berkeley Objects:abo_B075T4ZV5S,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZSZVVV,Amazon Berkeley Objects:abo_B075ZR89NS,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZVKLZV,Amazon Berkeley Objects:abo_B075ZTLHLL,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075T4VKHS,Amazon Berkeley Objects:abo_B075ZR4VCN,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075YZL14W,Amazon Berkeley Objects:abo_B075YY2QG4,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075YZL14W,Amazon Berkeley Objects:abo_B075ZT4V5Y,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZR4VCN,Amazon Berkeley Objects:abo_B075ZR4TJB,conservative_final_view_hash_group
Amazon Berkeley Objects:abo_B075ZR89NS,Amazon Berkeley Objects:abo_B075ZVKSDK,conservative_final_view_hash_group
Amazon Berkeley Objects:B07PGMRKSC,dbjourney:10777707348161,conservative_final_view_hash_group
Amazon Berkeley Objects:B07QRZD489,Amazon Berkeley Objects:B07QRZJRNH,conservative_final_view_hash_group
dakine:6826131325008,dakine:7087504261200,accepted_original_near_duplicate
dbjourney:10997586067649,dbjourney:10889296511169,conservative_final_view_hash_group
dbjourney:10777784385729,dbjourney:10777712328897,conservative_final_view_hash_group
eaglecreek:6981855707273,eaglecreek:6739563643017,conservative_final_view_hash_group
