fold,articleType,shortcut_majority_season,majority_count,training_labeled_count,majority_share,training_id_sha256
0,Wallets,Summer,294,565,0.5203539823008849,e8461790cdcaebec53748aa78fc591d639ee60b11a2b73a434121e7bd965a82e
0,Watches,Winter,1470,1523,0.9652002626395273,e8461790cdcaebec53748aa78fc591d639ee60b11a2b73a434121e7bd965a82e
0,Water Bottle,Fall,5,8,0.625,e8461790cdcaebec53748aa78fc591d639ee60b11a2b73a434121e7bd965a82e
0,Wristbands,Fall,3,4,0.75,e8461790cdcaebec53748aa78fc591d639ee60b11a2b73a434121e7bd965a82e
1,Accessory Gift Set,Winter,33,72,0.4583333333333333,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Baby Dolls,Summer,1,1,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Backpacks,Summer,239,484,0.493801652892562,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Bangle,Summer,32,44,0.7272727272727273,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Basketballs,Summer,6,10,0.6,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Belts,Summer,357,540,0.6611111111111111,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Blazers,Summer,5,5,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Booties,Summer,7,7,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Boxers,Summer,27,27,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Bra,Summer,133,200,0.665,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Bracelet,Summer,28,37,0.7567567567567568,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Briefs,Summer,393,453,0.8675496688741722,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Camisoles,Winter,7,11,0.6363636363636364,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Capris,Summer,84,108,0.7777777777777778,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Caps,Summer,95,183,0.5191256830601093,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Casual Shoes,Summer,909,1822,0.4989023051591657,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Churidar,Summer,18,21,0.8571428571428571,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Clothing Set,Summer,5,5,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Clutches,Summer,94,151,0.6225165562913907,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Compact,Spring,4,4,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Concealer,Spring,2,2,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Cufflinks,Fall,18,32,0.5625,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Cushion Covers,Fall,1,1,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Deodorant,Spring,198,198,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Dresses,Summer,192,231,0.8311688311688312,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Duffel Bag,Summer,30,58,0.5172413793103449,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Dupatta,Summer,65,79,0.8227848101265823,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Earrings,Summer,107,179,0.5977653631284916,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Eyeshadow,Spring,4,4,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Flats,Winter,171,283,0.6042402826855123,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Flip Flops,Summer,287,588,0.4880952380952381,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Footballs,Fall,4,5,0.8,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Formal Shoes,Summer,183,413,0.4430992736077482,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Foundation and Primer,Spring,8,8,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Fragrance Gift Set,Spring,38,38,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Free Gifts,Winter,25,45,0.5555555555555556,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Gloves,Summer,11,15,0.7333333333333333,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Handbags,Summer,485,979,0.49540347293156284,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Hat,Fall,1,1,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Headband,Fall,3,5,0.6,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Heels,Winter,520,714,0.7282913165266106,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Highlighter and Blush,Spring,4,4,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Innerwear Vests,Summer,151,163,0.9263803680981595,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Jackets,Fall,107,154,0.6948051948051948,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Jeans,Summer,217,377,0.5755968169761273,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Jeggings,Summer,16,18,0.8888888888888888,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Jewellery Set,Summer,19,33,0.5757575757575758,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Jumpsuit,Summer,6,8,0.75,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Kajal and Eyeliner,Spring,9,9,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Key chain,Winter,1,1,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Kurta Sets,Summer,27,51,0.5294117647058824,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Kurtas,Summer,646,1058,0.610586011342155,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Kurtis,Summer,88,137,0.6423357664233577,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Laptop Bag,Summer,30,53,0.5660377358490566,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Leggings,Summer,60,108,0.5555555555555556,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lehenga Choli,Summer,2,2,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lip Gloss,Spring,4,4,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lip Liner,Spring,9,9,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lip Plumper,Spring,3,3,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lipstick,Spring,4,4,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lounge Pants,Summer,29,36,0.8055555555555556,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Lounge Shorts,Summer,16,24,0.6666666666666666,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Messenger Bag,Summer,15,29,0.5172413793103449,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Mobile Pouch,Summer,19,32,0.59375,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Mufflers,Fall,19,26,0.7307692307692307,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Nail Polish,Spring,13,13,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Necklace and Chains,Fall,19,43,0.4418604651162791,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Nehru Jackets,Summer,3,3,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Night suits,Summer,46,47,0.9787234042553191,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Nightdress,Summer,28,28,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Patiala,Fall,13,19,0.6842105263157895,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Pendant,Summer,29,49,0.5918367346938775,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Perfume and Body Mist,Spring,379,379,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Rain Jacket,Summer,1,1,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Rain Trousers,Summer,1,1,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Ring,Summer,62,77,0.8051948051948052,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Robe,Summer,2,2,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Rompers,Summer,9,9,1.0,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Rucksacks,Winter,7,8,0.875,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Salwar,Summer,21,23,0.9130434782608695,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Salwar and Dupatta,Summer,3,4,0.75,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Sandals,Summer,292,589,0.49575551782682514,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Sarees,Summer,65,103,0.6310679611650486,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Scarves,Summer,44,74,0.5945945945945946,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Shapewear,Summer,1,2,0.5,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Shirts,Fall,1175,2098,0.5600571973307912,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Shoe Accessories,Fall,9,16,0.5625,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Shorts,Summer,224,356,0.6292134831460674,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Shrug,Fall,1,2,0.5,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Skirts,Summer,59,79,0.7468354430379747,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Socks,Summer,336,415,0.8096385542168675,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Sports Sandals,Fall,17,43,0.3953488372093023,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Sports Shoes,Summer,792,1338,0.5919282511210763,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Stockings,Summer,12,19,0.631578947368421,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Stoles,Summer,55,61,0.9016393442622951,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
1,Sunglasses,Winter,701,710,0.9873239436619718,11f76c8e36120826dcaf679992873396efd113f38265cf1a16493ee3e55c25b7
