id,usage,cv_fold,path,source_dataset,source_id,external_id,productDisplayName,source_url,label_evidence,label_strength,extension_family_group,audit_product_type,audit_annotation_basis,audit_family_size,audit_source_normalized,audit_evidence_level,audit_photo_style,audit_retirement_score,audit_retirement_reason,reason,shortlist_priority,shortlist_reason,shortlist_whole_family,visual_review_status
1000000025,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEA7W7HPFRZUJG.png,flipkart_party,BRAEA7W7HPFRZUJG,flipkart_party:BRAEA7W7HPFRZUJG,Shoba SHTBSKN Women's Tube Bra,http://www.flipkart.com/shoba-shtbskn-women-s-tube-bra/p/itmea7w74rbcvh7j?pid=BRAEA7W7HPFRZUJG,"[""Party""]",source_exact_occasion,external_family_e4867bcf7e339cb0926c,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000026,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEAEGMZCHVXWXU.png,flipkart_party,BRAEAEGMZCHVXWXU,flipkart_party:BRAEAEGMZCHVXWXU,Glus Transy Back Women's T-Shirt Bra,http://www.flipkart.com/glus-transy-back-women-s-t-shirt-bra/p/itmeaegmg8tj4jzp?pid=BRAEAEGMZCHVXWXU,"[""Party""]",source_exact_occasion,external_family_57f2b50a11915f572a7a,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000027,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEAHFYFKDVDY8F.png,flipkart_party,BRAEAHFYFKDVDY8F,flipkart_party:BRAEAHFYFKDVDY8F,Glus Sweet Angel Women's Push-up Bra,http://www.flipkart.com/glus-sweet-angel-women-s-push-up-bra/p/itmeahfyhqwmvzhe?pid=BRAEAHFYFKDVDY8F,"[""Party""]",source_exact_occasion,external_family_2de9b5a250712c6ad23a,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000028,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEBG4DCHJMRYZZ.png,flipkart_party,BRAEBG4DCHJMRYZZ,flipkart_party:BRAEBG4DCHJMRYZZ,Glus Fillet Women's Plunge Bra,http://www.flipkart.com/glus-fillet-women-s-plunge-bra/p/itmebg4dshe7cbhv?pid=BRAEBG4DCHJMRYZZ,"[""Party""]",source_exact_occasion,external_family_586d13c951d93b15f8d9,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",3,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000029,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEBGGV3NPZHAGQ.png,flipkart_party,BRAEBGGV3NPZHAGQ,flipkart_party:BRAEBGGV3NPZHAGQ,Glus Perfect Body Women's T-Shirt Bra,http://www.flipkart.com/glus-perfect-body-women-s-t-shirt-bra/p/itmebggvyacbmjtt?pid=BRAEBGGV3NPZHAGQ,"[""Party""]",source_exact_occasion,external_family_586d13c951d93b15f8d9,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",3,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000030,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEBGGVYKJZAZYV.png,flipkart_party,BRAEBGGVYKJZAZYV,flipkart_party:BRAEBGGVYKJZAZYV,Glus Perfect Body Women's T-Shirt Bra,http://www.flipkart.com/glus-perfect-body-women-s-t-shirt-bra/p/itmebggvszmgytqp?pid=BRAEBGGVYKJZAZYV,"[""Party""]",source_exact_occasion,external_family_586d13c951d93b15f8d9,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",3,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000031,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEBKJSNVGDG4DP.png,flipkart_party,BRAEBKJSNVGDG4DP,flipkart_party:BRAEBKJSNVGDG4DP,Wolfie Polkadotturqoise105 Women's Push-up Bra,http://www.flipkart.com/wolfie-polkadotturqoise105-women-s-push-up-bra/p/itmebjhbxyzqgswh?pid=BRAEBKJSNVGDG4DP,"[""Party""]",source_exact_occasion,external_family_08e659a429a0bd52981f,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000032,Party,3,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAECHF3WZHZBQX2.png,flipkart_party,BRAECHF3WZHZBQX2,flipkart_party:BRAECHF3WZHZBQX2,Sherry by Sherry - 512 Women's T-Shirt Bra,http://www.flipkart.com/sherry-512-women-s-t-shirt-bra/p/itmecfgtmfbvpzwh?pid=BRAECHF3WZHZBQX2,"[""Party""]",source_exact_occasion,external_family_1a65f213d128b9b23cd0,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000033,Party,0,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAED6G63H64TSXJ.png,flipkart_party,BRAED6G63H64TSXJ,flipkart_party:BRAED6G63H64TSXJ,Glus Frontopen Women's Push-up Bra,http://www.flipkart.com/glus-frontopen-women-s-push-up-bra/p/itmed6g5smf4mzmp?pid=BRAED6G63H64TSXJ,"[""Party""]",source_exact_occasion,external_family_2880d8845245f3cd599e,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",3,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000034,Party,0,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAED6G6TVPF94CV.png,flipkart_party,BRAED6G6TVPF94CV,flipkart_party:BRAED6G6TVPF94CV,Glus Frontopen Women's Push-up Bra,http://www.flipkart.com/glus-frontopen-women-s-push-up-bra/p/itmed6g5jxxcxysb?pid=BRAED6G6TVPF94CV,"[""Party""]",source_exact_occasion,external_family_2880d8845245f3cd599e,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",3,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000035,Party,0,data/external/rare_usage_20260906/images_60x80/flipkart_party/BRAEDASWQDSYNUV3.png,flipkart_party,BRAEDASWQDSYNUV3,flipkart_party:BRAEDASWQDSYNUV3,Glus Frontopen Women's Push-up Bra,http://www.flipkart.com/glus-frontopen-women-s-push-up-bra/p/itmedaswqrkz76dj?pid=BRAEDASWQDSYNUV3,"[""Party""]",source_exact_occasion,external_family_2880d8845245f3cd599e,Bras,"Title rules plus class contact-sheet review; broad groups only, not target labels",3,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000036,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/BZREHJ6ZXZ9YWZFB.png,flipkart_party,BZREHJ6ZXZ9YWZFB,flipkart_party:BZREHJ6ZXZ9YWZFB,Blackberrys Self Design Single Breasted Party Men's Blazer,http://www.flipkart.com/blackberrys-self-design-single-breasted-party-men-s-blazer/p/itmehj6zkfypdmhb?pid=BZREHJ6ZXZ9YWZFB,"[""Party""]",source_exact_occasion,external_family_7b486b90bcf5e522e0b3,Blazers,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000037,Party,1,data/external/rare_usage_20260906/images_60x80/flipkart_party/CAPE8HYQSXRDAGGC.png,flipkart_party,CAPE8HYQSXRDAGGC,flipkart_party:CAPE8HYQSXRDAGGC,Truk Fit Self Design Truck Cap,http://www.flipkart.com/truk-fit-self-design-truck-cap/p/itme8hyqvkd6ztsd?pid=CAPE8HYQSXRDAGGC,"[""Party""]",source_exact_occasion,external_family_385df891e0040464c237,Caps,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000041,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/KTAEJHDKFWHH7YC8.png,flipkart_party,KTAEJHDKFWHH7YC8,flipkart_party:KTAEJHDKFWHH7YC8,AaliyaB Embellished Women's Flared Kurta,http://www.flipkart.com/aaliyab-embellished-women-s-flared-kurta/p/itmejhdkws3tuwwz?pid=KTAEJHDKFWHH7YC8,"[""Party""]",source_exact_occasion,external_family_907b8853259643dfa59f,Kurtas,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000042,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/LEHEGGEHYN4G2RPW.png,flipkart_party,LEHEGGEHYN4G2RPW,flipkart_party:LEHEGGEHYN4G2RPW,"Ambika Lahenga Embroidered Lehenga, Choli and Dupatta Set",http://www.flipkart.com/ambika-lahenga-embroidered-lehenga-choli-dupatta-set/p/itmeggehqgggjktw?pid=LEHEGGEHYN4G2RPW,"[""Party""]",source_exact_occasion,external_family_e22943fb3c6ac534ce68,Lehenga,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000043,Party,0,data/external/rare_usage_20260906/images_60x80/flipkart_party/SARE86DZPAVZZ8S5.png,flipkart_party,SARE86DZPAVZZ8S5,flipkart_party:SARE86DZPAVZZ8S5,"Pavechas Solid, Striped Mangalagiri Cotton Sari",http://www.flipkart.com/pavechas-solid-striped-mangalagiri-cotton-sari/p/itme86dznwkkf2uv?pid=SARE86DZPAVZZ8S5,"[""Party""]",source_exact_occasion,external_family_bfe9d67a2846b922e3c9,Sarees,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000044,Party,3,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHODX5QPXCXZZQHC.png,flipkart_party,SHODX5QPXCXZZQHC,flipkart_party:SHODX5QPXCXZZQHC,Do Bhai Blue Loafers Loafers,http://www.flipkart.com/do-bhai-blue-loafers/p/itmdx5qpzqhwz9mb?pid=SHODX5QPXCXZZQHC,"[""Party""]",source_exact_occasion,external_family_b8adea576e430e1b81c8,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000045,Party,1,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHODX6XFHPZUHNDX.png,flipkart_party,SHODX6XFHPZUHNDX,flipkart_party:SHODX6XFHPZUHNDX,Allen Cooper 4511 Party Wear,http://www.flipkart.com/allen-cooper-4511-party-wear/p/itmdx6xfjptdwfdb?pid=SHODX6XFHPZUHNDX,"[""Party""]",source_exact_occasion,external_family_a3a9ffc6453c9de68512,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000046,Party,0,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHODX6XYJXS2YXFY.png,flipkart_party,SHODX6XYJXS2YXFY,flipkart_party:SHODX6XYJXS2YXFY,Allen Cooper 4507 Party Wear,http://www.flipkart.com/allen-cooper-4507-party-wear/p/itmdx6xyyuzyattw?pid=SHODX6XYJXS2YXFY,"[""Party""]",source_exact_occasion,external_family_35b0a969f9e08fc88d22,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000047,Party,3,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOE4K54VP44KTZK.png,flipkart_party,SHOE4K54VP44KTZK,flipkart_party:SHOE4K54VP44KTZK,Balujas Tokiyo Loafers,http://www.flipkart.com/balujas-tokiyo-loafers/p/itme38acrhynmtpc?pid=SHOE4K54VP44KTZK,"[""Party""]",source_exact_occasion,external_family_0c5b79c184c35d42a580,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000048,Party,1,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOE9YD3REFDCPBR.png,flipkart_party,SHOE9YD3REFDCPBR,flipkart_party:SHOE9YD3REFDCPBR,Blue Parrot Party Wear Shoes,http://www.flipkart.com/blue-parrot-party-wear-shoes/p/itme9yd3ytggjg2q?pid=SHOE9YD3REFDCPBR,"[""Party""]",source_exact_occasion,external_family_566318f57931d7e77bb5,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000049,Party,4,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOEARZJRN6RGQR6.png,flipkart_party,SHOEARZJRN6RGQR6,flipkart_party:SHOEARZJRN6RGQR6,Dorrissini Party Wear,http://www.flipkart.com/dorrissini-party-wear/p/itmearzjxnpjec2y?pid=SHOEARZJRN6RGQR6,"[""Party""]",source_exact_occasion,external_family_0139e16264fb8f216e43,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000050,Party,2,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOECFF6RGVPAVP8.png,flipkart_party,SHOECFF6RGVPAVP8,flipkart_party:SHOECFF6RGVPAVP8,Pamphilos Casual Shoes,http://www.flipkart.com/pamphilos-casual-shoes/p/itmecff6rnyga5sq?pid=SHOECFF6RGVPAVP8,"[""Party""]",source_exact_occasion,external_family_6db2aa51092eeb7cf3f2,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
1000000051,Party,0,data/external/rare_usage_20260906/images_60x80/flipkart_party/SHOED36FPJ9WYBJK.png,flipkart_party,SHOED36FPJ9WYBJK,flipkart_party:SHOED36FPJ9WYBJK,Lepot Party Wear Shoes,http://www.flipkart.com/lepot-party-wear-shoes/p/itmecydzwdxyzgmn?pid=SHOED36FPJ9WYBJK,"[""Party""]",source_exact_occasion,external_family_c4886b96911f82e93301,Other shoes,"Title rules plus class contact-sheet review; broad groups only, not target labels",1,flipkart_party,source_exact_occasion,Mixed product-only and modelled catalogue; old-intake sheets inspected,70,Product type absent from teacher Party development; source tag may not match teacher taxonomy,"Source supports Party, but this form is absent from teacher Party development; replace with missing accessory/perfume/watch forms. Not a mislabel finding.",,,,reviewed_and_accepted
