id,cv_fold,product_family_group,gender,usage,path
8966,1,family_d9eac2f7abefa888,Men,Sports,data/raw/teacher/train/images_train/8966.jpg
9024,2,family_d8e74bea72251416,Men,NA,data/raw/teacher/train/images_train/9024.jpg
9402,3,family_89ea3b15dd9ef756,Women,Sports,data/raw/teacher/train/images_train/9402.jpg
9420,3,family_4f3a221dd152c16c,Men,Formal,data/raw/teacher/train/images_train/9420.jpg
9471,3,family_2e502f3968ad4c22,Men,Formal,data/raw/teacher/train/images_train/9471.jpg
9752,3,family_37ce8e1e093e24e2,Men,Smart Casual,data/raw/teacher/train/images_train/9752.jpg
9854,3,family_4168d192b5bbc2be,Men,Formal,data/raw/teacher/train/images_train/9854.jpg
9972,1,family_afd625562b786f99,Women,Sports,data/raw/teacher/train/images_train/9972.jpg
10014,2,family_21049fe0067fdec0,Unisex,Sports,data/raw/teacher/train/images_train/10014.jpg
10277,2,family_a02f9fecad6c9eff,Men,Smart Casual,data/raw/teacher/train/images_train/10277.jpg
10676,2,family_9d1cd3c0c79fbcb3,Women,Casual,data/raw/teacher/train/images_train/10676.jpg
10767,3,family_996185c9991c2f8a,Unisex,Casual,data/raw/teacher/train/images_train/10767.jpg
11102,1,family_a3a224d824568a52,Men,Formal,data/raw/teacher/train/images_train/11102.jpg
11152,2,family_b8266706c32c83c0,Men,Formal,data/raw/teacher/train/images_train/11152.jpg
11324,2,family_d4ed6737078e4398,Men,Smart Casual,data/raw/teacher/train/images_train/11324.jpg
11487,2,family_6a1befc44c314642,Men,Sports,data/raw/teacher/train/images_train/11487.jpg
11491,2,family_2446f0b12ce153b5,Men,Casual,data/raw/teacher/train/images_train/11491.jpg
11623,2,family_aac7d4dc2eb6e607,Women,Ethnic,data/raw/teacher/train/images_train/11623.jpg
11858,3,family_484f4ed1203576cc,Men,Casual,data/raw/teacher/train/images_train/11858.jpg
12067,3,family_9a71b49e6bf06efd,Women,Ethnic,data/raw/teacher/train/images_train/12067.jpg
12129,2,family_57f8c3351534d9f0,Women,Ethnic,data/raw/teacher/train/images_train/12129.jpg
12167,2,family_78a59b56b6e64678,Women,Ethnic,data/raw/teacher/train/images_train/12167.jpg
12214,1,family_e5cc06e39f70a9aa,Men,Formal,data/raw/teacher/train/images_train/12214.jpg
12238,2,family_4131fea91206540f,Men,Formal,data/raw/teacher/train/images_train/12238.jpg
12390,2,family_059787bfae244d88,Men,Formal,data/raw/teacher/train/images_train/12390.jpg
12396,1,family_c70d3faac0c3af4d,Men,Formal,data/raw/teacher/train/images_train/12396.jpg
12447,2,family_2add97f6cfa30252,Unisex,NA,data/raw/teacher/train/images_train/12447.jpg
12448,3,family_4ffa4fb7d1176010,Unisex,NA,data/raw/teacher/train/images_train/12448.jpg
12451,1,family_ee38e7799140fe2e,Unisex,NA,data/raw/teacher/train/images_train/12451.jpg
12523,2,family_01bb1315f5b8bd71,Girls,Casual,data/raw/teacher/train/images_train/12523.jpg
12785,1,family_dc8feef608bbce28,Women,Ethnic,data/raw/teacher/train/images_train/12785.jpg
12788,3,family_7c7acf903ec43c5c,Women,Ethnic,data/raw/teacher/train/images_train/12788.jpg
12990,2,family_d0bcba597a2caaf2,Unisex,Sports,data/raw/teacher/train/images_train/12990.jpg
13159,2,family_8d19ff19bf78b310,Women,Casual,data/raw/teacher/train/images_train/13159.jpg
13394,2,family_e68482a025daca88,Men,Casual,data/raw/teacher/train/images_train/13394.jpg
13493,1,family_5c0af5de0595640d,Unisex,Travel,data/raw/teacher/train/images_train/13493.jpg
13907,1,family_9cda552242fdd5c7,Men,Casual,data/raw/teacher/train/images_train/13907.jpg
13915,2,family_ddb1a4a0a71172e2,Men,Sports,data/raw/teacher/train/images_train/13915.jpg
13988,3,family_d7b06c8f67e343e0,Men,Casual,data/raw/teacher/train/images_train/13988.jpg
14116,2,family_3bec1211ed92eeb7,Men,Casual,data/raw/teacher/train/images_train/14116.jpg
14305,1,family_9b01ed1b37bb2890,Unisex,Casual,data/raw/teacher/train/images_train/14305.jpg
14323,3,family_823e1f7988ef795a,Women,Casual,data/raw/teacher/train/images_train/14323.jpg
14788,1,family_35edee9b8e04d11e,Women,Casual,data/raw/teacher/train/images_train/14788.jpg
14820,1,family_97702294fe19fa40,Men,Casual,data/raw/teacher/train/images_train/14820.jpg
15047,2,family_ecbd0a80229cafcb,Men,Sports,data/raw/teacher/train/images_train/15047.jpg
15085,1,family_5d128f81bd46b3a2,Men,Ethnic,data/raw/teacher/train/images_train/15085.jpg
15100,1,family_d0c15345f88c852c,Women,Ethnic,data/raw/teacher/train/images_train/15100.jpg
15102,1,family_a190f309969254e5,Women,Ethnic,data/raw/teacher/train/images_train/15102.jpg
15295,3,family_f6fbbe8d8f806b02,Unisex,Casual,data/raw/teacher/train/images_train/15295.jpg
15301,1,family_380ebb4676ac2aa4,Men,Sports,data/raw/teacher/train/images_train/15301.jpg
15393,1,family_0b178e2a3da0493e,Men,Casual,data/raw/teacher/train/images_train/15393.jpg
15408,3,family_b4ef302bb75ad3b7,Men,Sports,data/raw/teacher/train/images_train/15408.jpg
15506,2,family_1c17b607d29c175d,Men,Formal,data/raw/teacher/train/images_train/15506.jpg
15570,3,family_ed260f45b0ecfb23,Boys,Casual,data/raw/teacher/train/images_train/15570.jpg
15755,2,family_362da3f6708f47ce,Men,Casual,data/raw/teacher/train/images_train/15755.jpg
15853,3,family_069238b59fbf9b21,Girls,Casual,data/raw/teacher/train/images_train/15853.jpg
15865,1,family_63a3216d3598208f,Unisex,Casual,data/raw/teacher/train/images_train/15865.jpg
15922,1,family_57da99e091888bd2,Unisex,Casual,data/raw/teacher/train/images_train/15922.jpg
15955,2,family_0917d991352aa42f,Men,Formal,data/raw/teacher/train/images_train/15955.jpg
15989,2,family_90e1956c442d4a55,Men,Casual,data/raw/teacher/train/images_train/15989.jpg
16098,3,family_ce9017c1a75b6cfc,Women,Casual,data/raw/teacher/train/images_train/16098.jpg
16163,1,family_b83f4714cb782c3a,Men,Formal,data/raw/teacher/train/images_train/16163.jpg
16239,2,family_5e343daf8dbc5830,Unisex,Casual,data/raw/teacher/train/images_train/16239.jpg
16379,1,family_19da5862243ec734,Men,Formal,data/raw/teacher/train/images_train/16379.jpg
17095,3,family_3b4874153c73ecf6,Women,Casual,data/raw/teacher/train/images_train/17095.jpg
17483,2,family_880de37098f8ca8e,Men,Casual,data/raw/teacher/train/images_train/17483.jpg
17540,1,family_4de15ef8052640fc,Men,Formal,data/raw/teacher/train/images_train/17540.jpg
17631,3,family_39dd8755b9b8bfcd,Women,Casual,data/raw/teacher/train/images_train/17631.jpg
17904,1,family_dc9a34cf6e387493,Men,Sports,data/raw/teacher/train/images_train/17904.jpg
17945,3,family_1fa47ac7759a6ce7,Men,Sports,data/raw/teacher/train/images_train/17945.jpg
18208,2,family_67254549113f79ff,Men,Casual,data/raw/teacher/train/images_train/18208.jpg
18685,3,family_17f7334199f752e6,Men,Casual,data/raw/teacher/train/images_train/18685.jpg
18715,2,family_c7a49b9fedfa779a,Women,Casual,data/raw/teacher/train/images_train/18715.jpg
18733,1,family_f45a65af87c0df52,Women,Casual,data/raw/teacher/train/images_train/18733.jpg
18804,1,family_0ed08d1ebdba2a02,Men,Casual,data/raw/teacher/train/images_train/18804.jpg
18869,1,family_777e00f15b5b3bea,Women,Casual,data/raw/teacher/train/images_train/18869.jpg
19007,2,family_df70b4fd28b18635,Women,Casual,data/raw/teacher/train/images_train/19007.jpg
19247,3,family_ee422f74051d59e9,Women,Casual,data/raw/teacher/train/images_train/19247.jpg
19263,3,family_c19b09b5a8163be8,Women,Casual,data/raw/teacher/train/images_train/19263.jpg
19322,1,family_5abaf756d5fb0dc2,Men,Casual,data/raw/teacher/train/images_train/19322.jpg
19429,1,family_7f05b8eba770fe31,Men,Smart Casual,data/raw/teacher/train/images_train/19429.jpg
19904,1,family_2dde47791e4bd474,Women,Casual,data/raw/teacher/train/images_train/19904.jpg
19921,3,family_8876047aa8e7cfdb,Unisex,Casual,data/raw/teacher/train/images_train/19921.jpg
20222,2,family_6df29737f57162f8,Women,Casual,data/raw/teacher/train/images_train/20222.jpg
20329,1,family_54cf6231106ce71f,Men,Ethnic,data/raw/teacher/train/images_train/20329.jpg
20445,2,family_7e908d2305e8ecb4,Unisex,Casual,data/raw/teacher/train/images_train/20445.jpg
20709,3,family_a367433fe5c1c0f7,Men,Smart Casual,data/raw/teacher/train/images_train/20709.jpg
21014,1,family_c89931f8e9de01c4,Unisex,Casual,data/raw/teacher/train/images_train/21014.jpg
21853,3,family_6669678e514a6a0e,Girls,Casual,data/raw/teacher/train/images_train/21853.jpg
21947,2,family_e55aedd0a67483bf,Women,Casual,data/raw/teacher/train/images_train/21947.jpg
22232,1,family_fa1aebb6cc06535d,Men,NA,data/raw/teacher/train/images_train/22232.jpg
22233,2,family_c0b802922272a380,Men,NA,data/raw/teacher/train/images_train/22233.jpg
22453,2,family_99cb0818359fc323,Women,Ethnic,data/raw/teacher/train/images_train/22453.jpg
22587,3,family_4523ae90cdb2a8cc,Boys,Sports,data/raw/teacher/train/images_train/22587.jpg
22628,2,family_a6d740e99891abee,Boys,Sports,data/raw/teacher/train/images_train/22628.jpg
22649,1,family_3809be1d1a87abf1,Unisex,Casual,data/raw/teacher/train/images_train/22649.jpg
22660,1,family_cad7308ca2c8732f,Unisex,Casual,data/raw/teacher/train/images_train/22660.jpg
22683,2,family_bcbb7b59d35223ae,Unisex,Travel,data/raw/teacher/train/images_train/22683.jpg
23101,2,family_5cb4344f09b94a0d,Men,Formal,data/raw/teacher/train/images_train/23101.jpg
23112,2,family_16fb3b9908d7b62b,Men,Formal,data/raw/teacher/train/images_train/23112.jpg
23240,3,family_a137f18ce780ff3f,Women,Ethnic,data/raw/teacher/train/images_train/23240.jpg
23301,1,family_594bd7bbc0085851,Women,Ethnic,data/raw/teacher/train/images_train/23301.jpg
23327,2,family_e3d0a9acc1aca162,Women,Ethnic,data/raw/teacher/train/images_train/23327.jpg
23337,1,family_9306628cfdc9bce7,Women,Ethnic,data/raw/teacher/train/images_train/23337.jpg
23623,3,family_05d06eb654333af7,Girls,Casual,data/raw/teacher/train/images_train/23623.jpg
23648,1,family_20cba91025290d0e,Men,Casual,data/raw/teacher/train/images_train/23648.jpg
23844,3,family_47c701a203f4c626,Men,Sports,data/raw/teacher/train/images_train/23844.jpg
23925,2,family_9dc0081cfd80a9f4,Men,Sports,data/raw/teacher/train/images_train/23925.jpg
24189,1,family_d5b8952d85394afa,Unisex,Casual,data/raw/teacher/train/images_train/24189.jpg
24294,1,family_14331c12348985a3,Men,Casual,data/raw/teacher/train/images_train/24294.jpg
24458,1,family_fd6d2849cce2c606,Women,Casual,data/raw/teacher/train/images_train/24458.jpg
24544,2,family_c4977b1390e74921,Women,Ethnic,data/raw/teacher/train/images_train/24544.jpg
24551,2,family_3c5c0fcfb77259da,Women,Ethnic,data/raw/teacher/train/images_train/24551.jpg
24642,2,family_790ddb68a874a8f6,Men,Formal,data/raw/teacher/train/images_train/24642.jpg
24717,3,family_bf0379f989313ca6,Men,Casual,data/raw/teacher/train/images_train/24717.jpg
25140,3,family_1ccb8d961c1599a3,Women,Party,data/raw/teacher/train/images_train/25140.jpg
25366,1,family_497c831016bebe5f,Men,Casual,data/raw/teacher/train/images_train/25366.jpg
25878,2,family_b3306af9e2499a6f,Unisex,Casual,data/raw/teacher/train/images_train/25878.jpg
25886,2,family_80e87ef17bbbf90c,Unisex,Travel,data/raw/teacher/train/images_train/25886.jpg
25887,1,family_0b9aa48866ec1033,Unisex,Travel,data/raw/teacher/train/images_train/25887.jpg
26140,1,family_68d4ef42987ff40b,Men,Formal,data/raw/teacher/train/images_train/26140.jpg
26271,3,family_8459687ab69f6469,Men,Casual,data/raw/teacher/train/images_train/26271.jpg
26333,1,family_428b32ecc3ebb9b7,Women,Casual,data/raw/teacher/train/images_train/26333.jpg
26396,2,family_a5b0e0d8e9d03429,Men,Formal,data/raw/teacher/train/images_train/26396.jpg
26804,2,family_6a41714f5edcea0d,Men,Formal,data/raw/teacher/train/images_train/26804.jpg
26807,3,family_ec62a3793b5cc050,Men,Formal,data/raw/teacher/train/images_train/26807.jpg
27182,2,family_1c5c61abc563c108,Men,Formal,data/raw/teacher/train/images_train/27182.jpg
27225,2,family_4e3c4a32a5483b79,Girls,Casual,data/raw/teacher/train/images_train/27225.jpg
27273,3,family_a2830a72afa75669,Women,Ethnic,data/raw/teacher/train/images_train/27273.jpg
27438,2,family_e9a82bc98dfba46c,Women,Sports,data/raw/teacher/train/images_train/27438.jpg
27640,2,family_da2a5943aba83f8c,Men,Sports,data/raw/teacher/train/images_train/27640.jpg
27868,1,family_4fd14bc031dca5e9,Women,Smart Casual,data/raw/teacher/train/images_train/27868.jpg
27869,2,family_9a5972325d1ca2fc,Women,Smart Casual,data/raw/teacher/train/images_train/27869.jpg
27889,3,family_5e617f2d7b736b66,Women,Formal,data/raw/teacher/train/images_train/27889.jpg
28101,2,family_8cd94562844e59c7,Men,Casual,data/raw/teacher/train/images_train/28101.jpg
28224,3,family_4840258dee80439a,Women,Casual,data/raw/teacher/train/images_train/28224.jpg
28331,1,family_f03795f50c73d122,Men,Casual,data/raw/teacher/train/images_train/28331.jpg
28461,2,family_51309825c65d5240,Women,Casual,data/raw/teacher/train/images_train/28461.jpg
28966,3,family_b2e47a5c94984d5d,Women,Ethnic,data/raw/teacher/train/images_train/28966.jpg
29101,1,family_66d97f6e4e4d7438,Unisex,Casual,data/raw/teacher/train/images_train/29101.jpg
29150,1,family_8eceaf6930f133d5,Girls,Casual,data/raw/teacher/train/images_train/29150.jpg
29166,3,family_4766f8edf580efe7,Girls,Casual,data/raw/teacher/train/images_train/29166.jpg
29243,3,family_7e2caf4f2e65b30f,Men,Sports,data/raw/teacher/train/images_train/29243.jpg
29320,2,family_2e53202648b3ae9e,Men,Sports,data/raw/teacher/train/images_train/29320.jpg
29402,2,family_5c28f347ef87d3ef,Men,Formal,data/raw/teacher/train/images_train/29402.jpg
29409,1,family_3be120821eb2615c,Men,Smart Casual,data/raw/teacher/train/images_train/29409.jpg
29457,2,family_0b61c882ee7a3b84,Men,Smart Casual,data/raw/teacher/train/images_train/29457.jpg
29470,1,family_4e0c2a90b6922a5e,Men,Smart Casual,data/raw/teacher/train/images_train/29470.jpg
29749,2,family_f9fecb0821d6e947,Men,Casual,data/raw/teacher/train/images_train/29749.jpg
29889,2,family_0e9d52a137a46ccb,Women,Casual,data/raw/teacher/train/images_train/29889.jpg
30087,1,family_1410d9d548ca61ee,Women,Casual,data/raw/teacher/train/images_train/30087.jpg
30641,1,family_8633922a71717ecb,Unisex,Sports,data/raw/teacher/train/images_train/30641.jpg
30714,1,family_aa1ed3a631cf1b80,Boys,Ethnic,data/raw/teacher/train/images_train/30714.jpg
30716,3,family_3c4ce940b3711a44,Boys,Ethnic,data/raw/teacher/train/images_train/30716.jpg
30724,1,family_5251c8ffd35e47b7,Boys,Ethnic,data/raw/teacher/train/images_train/30724.jpg
30754,3,family_f515cd4dc89efeb1,Men,Ethnic,data/raw/teacher/train/images_train/30754.jpg
30768,1,family_107ed349f859ea06,Men,Ethnic,data/raw/teacher/train/images_train/30768.jpg
30771,1,family_dd0738101e984d47,Men,Ethnic,data/raw/teacher/train/images_train/30771.jpg
30957,3,family_80df70e6d5fd87c8,Women,Ethnic,data/raw/teacher/train/images_train/30957.jpg
30991,3,family_f52f074fb6bb07ec,Women,NA,data/raw/teacher/train/images_train/30991.jpg
30992,3,family_1f38da162e55a853,Men,NA,data/raw/teacher/train/images_train/30992.jpg
31024,2,family_461cac26a3965f73,Men,Casual,data/raw/teacher/train/images_train/31024.jpg
31080,1,family_33b10f67a50f19b2,Women,Ethnic,data/raw/teacher/train/images_train/31080.jpg
31090,1,family_6778d6a625099a82,Boys,Casual,data/raw/teacher/train/images_train/31090.jpg
31092,3,family_04dec4ad080e999f,Boys,Casual,data/raw/teacher/train/images_train/31092.jpg
31106,1,family_04227724dc60086a,Boys,Casual,data/raw/teacher/train/images_train/31106.jpg
31112,1,family_73b5fe41737dafb8,Boys,Casual,data/raw/teacher/train/images_train/31112.jpg
31125,2,family_abe6ba8d2f4b08fd,Girls,Casual,data/raw/teacher/train/images_train/31125.jpg
31172,2,family_b7e6fe788db175ad,Girls,Casual,data/raw/teacher/train/images_train/31172.jpg
31312,2,family_90ca063007003b6b,Women,Ethnic,data/raw/teacher/train/images_train/31312.jpg
31457,3,family_9117a561be25589d,Men,Sports,data/raw/teacher/train/images_train/31457.jpg
31937,3,family_b8348dd39d070921,Women,Ethnic,data/raw/teacher/train/images_train/31937.jpg
32156,3,family_cb24dd2eb9fb5391,Women,Casual,data/raw/teacher/train/images_train/32156.jpg
32188,1,family_072e71e0fb0805d2,Men,Sports,data/raw/teacher/train/images_train/32188.jpg
32224,1,family_62cf953c91dbc948,Women,Ethnic,data/raw/teacher/train/images_train/32224.jpg
32337,2,family_07a69f119a889991,Women,Casual,data/raw/teacher/train/images_train/32337.jpg
32603,1,family_c8b6c96bc42a302d,Men,NA,data/raw/teacher/train/images_train/32603.jpg
32608,2,family_1b43859d1dc2922a,Men,NA,data/raw/teacher/train/images_train/32608.jpg
32717,3,family_ad5760c910858076,Men,NA,data/raw/teacher/train/images_train/32717.jpg
32719,2,family_9e3939c35a11bfa5,Men,NA,data/raw/teacher/train/images_train/32719.jpg
32863,3,family_291b372528cd9fec,Unisex,Casual,data/raw/teacher/train/images_train/32863.jpg
33080,2,family_738ea747c3d1db30,Men,Casual,data/raw/teacher/train/images_train/33080.jpg
33144,2,family_651e8eefebffceee,Boys,Casual,data/raw/teacher/train/images_train/33144.jpg
33200,1,family_0037051e0cffc8e2,Women,Casual,data/raw/teacher/train/images_train/33200.jpg
33271,1,family_5a02b96cc1e5d90e,Girls,Casual,data/raw/teacher/train/images_train/33271.jpg
33424,2,family_25e8e7496b29521d,Women,Casual,data/raw/teacher/train/images_train/33424.jpg
33695,1,family_fadf90be982a4d58,Men,Smart Casual,data/raw/teacher/train/images_train/33695.jpg
33697,1,family_00d23cbcc9f63092,Women,Smart Casual,data/raw/teacher/train/images_train/33697.jpg
33702,1,family_4ffd243d6af0be26,Men,Smart Casual,data/raw/teacher/train/images_train/33702.jpg
33762,3,family_219287140b5d9de5,Women,Casual,data/raw/teacher/train/images_train/33762.jpg
33969,1,family_4032f48fbb449bd2,Women,Party,data/raw/teacher/train/images_train/33969.jpg
34099,3,family_c2694962760fdb32,Boys,Casual,data/raw/teacher/train/images_train/34099.jpg
34108,2,family_dbb45041005c318f,Girls,Casual,data/raw/teacher/train/images_train/34108.jpg
34118,2,family_38b7f4b8b78882e5,Girls,Casual,data/raw/teacher/train/images_train/34118.jpg
34133,3,family_4ebef60a68166c55,Men,Smart Casual,data/raw/teacher/train/images_train/34133.jpg
34282,2,family_785af38d42fcb044,Women,Ethnic,data/raw/teacher/train/images_train/34282.jpg
34354,3,family_03513e999c841cbf,Men,Casual,data/raw/teacher/train/images_train/34354.jpg
34380,3,family_2a156eec834e5581,Men,Casual,data/raw/teacher/train/images_train/34380.jpg
34493,2,family_009ae022a2e94f9f,Women,Formal,data/raw/teacher/train/images_train/34493.jpg
34547,2,family_b0513a5ba4d3ddbf,Men,Casual,data/raw/teacher/train/images_train/34547.jpg
34710,2,family_0eb38ad439c7a37e,Girls,Casual,data/raw/teacher/train/images_train/34710.jpg
35332,1,family_4577ac22e0156bda,Women,Ethnic,data/raw/teacher/train/images_train/35332.jpg
35381,1,family_3cca03c8959ac42c,Boys,Casual,data/raw/teacher/train/images_train/35381.jpg
