id,usage,gender,original_mask_fallback,foreground_fraction,shift_grid_mean_removed_foreground,shift_grid_worst_removed_foreground,crop10pct_removed_foreground,center8x8_erased_foreground,bright115_newly_clipped_foreground_channel_fraction,dark090_near_white_fraction,original_near_white_fraction
3897,Casual,Girls,False,0.27625,0.0,0.0,0.0,0.048265460030165915,0.5339366515837104,0.0,0.72375
3904,Casual,Girls,False,0.265625,0.0,0.0,0.0,0.05019607843137255,0.3681045751633987,0.0,0.7352083333333334
4007,Sports,Unisex,False,0.27,0.0,0.0,0.0,0.04938271604938271,0.26260288065843623,0.0,0.738125
4009,Casual,Unisex,False,0.28958333333333336,0.0,0.0,0.0,0.0460431654676259,0.294484412470024,0.0,0.711875
4119,Casual,Unisex,False,0.18770833333333334,0.0,0.0,0.018867924528301886,0.05771365149833518,0.09433962264150944,0.0,0.8125
4123,Casual,Unisex,False,0.2995833333333333,0.0,0.0,0.012517385257301807,0.04450625869262865,0.21998145572554473,0.0,0.7027083333333334
4180,Smart Casual,Men,False,0.2225,0.0,0.0,0.017790262172284643,0.0599250936329588,0.02871410736579276,0.0,0.7775
4181,Smart Casual,Men,False,0.21645833333333334,0.0,0.0,0.010587102983638113,0.061597690086621755,0.04170676932948348,0.0,0.7835416666666667
4191,Casual,Boys,False,0.23229166666666667,0.0,0.0,0.0,0.05739910313901345,0.10403587443946188,0.0,0.768125
4202,Casual,Boys,False,0.22125,0.0,0.0,0.0,0.060263653483992465,0.02793471437539234,0.0,0.7789583333333333
4279,Formal,Men,False,0.24083333333333334,0.0,0.0,0.01643598615916955,0.05536332179930796,0.03489042675893887,0.0,0.7591666666666667
4283,Formal,Men,False,0.243125,0.0,0.0,0.012853470437017995,0.054841473864610114,0.02570694087403599,0.0,0.756875
4342,Sports,Men,False,0.2629166666666667,0.0,0.0,0.017432646592709985,0.05071315372424723,0.0705229793977813,0.0,0.7491666666666666
4358,Casual,Men,False,0.5672916666666666,0.009842085934630922,0.0297466030113845,0.16085200146896805,0.023503488799118618,0.13918472273228058,0.0,0.4354166666666667
4454,Casual,Men,False,0.2760416666666667,0.0,0.0,0.01660377358490566,0.04830188679245283,0.1630188679245283,0.0,0.7239583333333334
4465,Casual,Boys,False,0.2735416666666667,0.0,0.0,0.003808073115003808,0.048743335872048744,0.15638486925615638,0.0,0.7264583333333333
4599,Casual,Unisex,False,0.25416666666666665,0.0,0.0,0.0,0.05245901639344262,0.06885245901639345,0.0,0.760625
4601,Travel,Unisex,False,0.35520833333333335,0.0,0.0,0.004105571847507331,0.0375366568914956,0.026197458455522973,0.0,0.645
4602,Travel,Unisex,False,0.39166666666666666,0.0,0.0,0.0675531914893617,0.03404255319148936,0.029432624113475178,0.0,0.61
4714,Sports,Unisex,False,0.47041666666666665,0.0,0.0,0.00354295837023915,0.0283436669619132,0.04236787717744316,0.0,0.5391666666666667
4729,Casual,Boys,False,0.228125,0.0,0.0,0.0,0.058447488584474884,0.06788432267884323,0.0,0.771875
4783,Sports,Women,False,0.275625,0.009523809523809523,0.031746031746031744,0.1927437641723356,0.0,0.2771478961955152,0.0,0.7254166666666667
4796,Sports,Men,False,0.30333333333333334,0.0006868131868131868,0.0013736263736263737,0.11057692307692307,0.016483516483516484,0.08676739926739926,0.0,0.6966666666666667
4851,Sports,Women,False,0.31395833333333334,0.008759124087591242,0.029197080291970802,0.17850033178500332,0.042468480424684804,0.1032957310329573,0.0,0.690625
5198,Casual,Men,False,0.5,0.007333333333333333,0.025,0.14083333333333334,0.02666666666666667,0.15777777777777777,0.0,0.513125
5374,Sports,Men,True,1.0,0.0347,0.0575,0.36,0.013333333333333334,0.5349305555555556,0.0,0.0008333333333333334
5377,Sports,Unisex,True,1.0,0.0347,0.0575,0.36,0.013333333333333334,0.06222222222222222,0.0,0.002916666666666667
5414,Casual,Girls,False,0.178125,0.0,0.0,0.0,0.07485380116959064,0.2764132553606238,0.0,0.821875
5445,Casual,Men,False,0.13854166666666667,0.0,0.0,0.0,0.0,0.8711779448621554,0.0,0.870625
5457,Sports,Men,True,1.0,0.0347,0.0575,0.36,0.013333333333333334,0.039375,0.0,0.0
5486,Casual,Boys,False,0.19958333333333333,0.0,0.0,0.0,0.06680584551148225,0.0720250521920668,0.0,0.803125
5571,Sports,Men,False,0.223125,0.0,0.0,0.02427637721755369,0.022408963585434174,0.323062558356676,0.0,0.7916666666666666
5622,Casual,Women,False,0.13979166666666668,0.0,0.0,0.0,0.09090909090909091,0.12866368604073522,0.0,0.8602083333333334
5628,Casual,Men,False,0.17270833333333332,0.0,0.0,0.021712907117008445,0.07720144752714113,0.042621632488942504,0.0,0.8279166666666666
5659,Casual,Men,True,1.0,0.0347,0.0575,0.36,0.013333333333333334,0.04451388888888889,0.0,0.0
5744,Sports,Men,False,0.28270833333333334,0.0,0.0,0.01989683124539425,0.04716285924834193,0.615819209039548,0.0,0.7204166666666667
6007,Casual,Men,False,0.5102083333333334,0.007104940792160066,0.023683135973866884,0.14291547570436913,0.026133115557370357,0.11664625017013747,0.0,0.49666666666666665
6429,Casual,Unisex,False,0.30666666666666664,0.0,0.0,0.025815217391304348,0.043478260869565216,0.30344202898550726,0.0,0.7295833333333334
6835,NA,Unisex,False,0.47604166666666664,0.0,0.0,0.0,0.02800875273522976,0.01225382932166302,0.0,0.5239583333333333
6836,NA,Unisex,False,0.173125,0.0,0.0,0.0,0.07701564380264742,0.04773365423184918,0.0,0.826875
6837,NA,Unisex,False,0.226875,0.0,0.0,0.0,0.05876951331496786,0.08937863483318029,0.0,0.7733333333333333
6838,NA,Unisex,False,0.23479166666666668,0.0,0.0,0.0,0.05678793256433008,0.266784974859509,0.0,0.7652083333333334
6855,Sports,Men,False,0.2758333333333333,0.0,0.0,0.013595166163141994,0.04833836858006042,0.5976837865055388,0.0,0.75125
6895,Casual,Women,False,0.453125,0.006620689655172413,0.022068965517241378,0.13149425287356323,0.029425287356321838,0.3641379310344828,0.0,0.5472916666666666
6948,Casual,Women,False,0.44395833333333334,0.005912717034256218,0.017832003754106054,0.11684655091506335,0.03003284842796809,0.09651180979195996,0.0,0.5733333333333334
7088,Casual,Unisex,False,0.433125,0.0,0.0,0.0,0.030784030784030785,0.007696007696007696,0.0,0.566875
7113,Travel,Unisex,False,0.40208333333333335,0.0,0.0,0.03989637305699482,0.03316062176165803,0.035751295336787565,0.0,0.59875
7124,Casual,Unisex,False,0.25875,0.002930756843800322,0.007246376811594203,0.010466988727858293,0.05152979066022544,0.11325818572195384,0.0,0.79375
7227,Formal,Men,False,0.27458333333333335,0.0,0.0,0.017450682852807285,0.048558421851289835,0.02832574607991907,0.0,0.7254166666666667
7499,Sports,Women,False,0.5572916666666666,0.004186915887850467,0.00897196261682243,0.07663551401869159,0.023925233644859812,0.29046728971962615,0.0,0.44333333333333336
7722,Casual,Men,False,0.238125,0.0,0.0,0.0017497812773403325,0.05599300087489064,0.04374453193350831,0.0,0.761875
7772,Casual,Unisex,False,0.151875,0.0,0.0,0.0,0.0877914951989026,0.06310013717421124,0.0,0.848125
7853,Sports,Unisex,False,0.398125,0.0,0.0,0.0031397174254317113,0.03349031920460492,0.05442176870748299,0.0,0.6022916666666667
7932,Sports,Women,False,0.3389583333333333,0.007621389059618931,0.02519975414874001,0.14751075599262448,0.019668100799016593,0.05388240114730588,0.0,0.6610416666666666
8163,Casual,Men,False,0.5535416666666667,0.01112532931878058,0.030109145652992095,0.16033120060218292,0.024087316522393678,0.13034750972274495,0.0,0.451875
8182,Casual,Men,False,0.4925,0.007275803722504231,0.023688663282571912,0.1446700507614213,0.02707275803722504,0.1921883812746757,0.0,0.5260416666666666
8356,Casual,Boys,False,0.19125,0.0,0.0,0.0,0.06971677559912855,0.02505446623093682,0.0,0.80875
8636,Casual,Unisex,False,0.05979166666666667,0.0,0.0,0.0,0.017421602787456445,0.15795586527293845,0.0,0.9402083333333333
8966,Sports,Men,False,0.27229166666666665,0.0,0.0,0.02218821729150727,0.04896710022953328,0.15506248406018872,0.0,0.7279166666666667
9024,NA,Men,False,0.2577083333333333,0.0,0.0,0.012126111560226353,0.05173807599029911,0.04284559417946645,0.0,0.7483333333333333
9402,Sports,Women,False,0.18770833333333334,0.0,0.0,0.0,0.07103218645948946,0.5209027007029227,0.0,0.8183333333333334
9420,Formal,Men,False,0.5275,0.008214849921011059,0.024881516587677725,0.14652448657187994,0.02527646129541864,0.08267509215376515,0.0,0.48041666666666666
9471,Formal,Men,False,0.5672916666666666,0.010077120822622108,0.028277634961439587,0.1590157914065369,0.023503488799118618,0.14689680499449137,0.0,0.440625
9752,Smart Casual,Men,False,0.6685416666666667,0.01602991586163914,0.052664381427235896,0.2147086319725771,0.019943907759426612,0.28087670094525813,0.0,0.336875
9854,Formal,Men,False,0.393125,0.01102278749337573,0.03656597774244833,0.19342872284048754,0.010598834128245893,0.12895248189365838,0.0,0.6072916666666667
9972,Sports,Women,False,0.43041666666666667,0.0011616650532429815,0.003388189738625363,0.011132623426911906,0.030977734753146177,0.09954824136818329,0.0,0.5714583333333333
10014,Sports,Unisex,False,0.17458333333333334,0.0,0.0,0.0,0.07637231503579953,0.032219570405727926,0.0,0.8254166666666667
10277,Smart Casual,Men,False,0.20208333333333334,0.0,0.0,0.02268041237113402,0.06597938144329897,0.03711340206185567,0.0,0.7979166666666667
10676,Casual,Women,False,0.17958333333333334,0.0,0.0,0.0,0.07424593967517401,0.1430781129156999,0.0,0.820625
10767,Casual,Unisex,False,0.17333333333333334,0.0,0.0,0.0,0.07451923076923077,0.27163461538461536,0.0,0.8279166666666666
11102,Formal,Men,False,0.5035416666666667,0.00918494000827472,0.02689284236657013,0.16052958212660323,0.026479106330161355,0.5226865259964143,0.0,0.509375
11152,Formal,Men,False,0.18083333333333335,0.0002304147465437788,0.001152073732718894,0.1336405529953917,0.06221198156682028,0.04646697388632873,0.0,0.8191666666666667
11324,Smart Casual,Men,False,0.4064583333333333,0.011891337775499744,0.038954382368016405,0.20246027678113787,0.013839056893900564,0.18366649581411243,0.0,0.5966666666666667
11487,Sports,Men,False,0.6683333333333333,0.00018703241895261843,0.0003117206982543641,0.07605985037406483,0.0199501246882793,0.016417290108063174,0.0,0.331875
11491,Casual,Men,False,0.5833333333333334,7.142857142857142e-05,0.00035714285714285714,0.05785714285714286,0.022857142857142857,0.06916666666666667,0.0,0.4216666666666667
11623,Ethnic,Women,False,0.4685416666666667,0.005602489995553579,0.018674966651845263,0.11249444197421075,0.02845709204090707,0.08878019860678821,0.0,0.5404166666666667
11858,Casual,Men,False,0.18625,0.0,0.0,0.039149888143176735,0.07158836689038031,0.1621923937360179,0.0,0.8202083333333333
12067,Ethnic,Women,False,0.35020833333333334,0.004759071980963712,0.016061867935752528,0.11778703152885188,0.0380725758477097,0.21673606979972238,0.0,0.65
12129,Ethnic,Women,False,0.37958333333333333,0.004939626783754116,0.015916575192096598,0.10482985729967069,0.03512623490669594,0.172521039151116,0.0,0.6279166666666667
12167,Ethnic,Women,False,0.40229166666666666,0.006110823407560849,0.01967892283790782,0.1258415328845158,0.033143448990160536,0.3442085275332298,0.0,0.63375
12214,Formal,Men,False,0.389375,0.008881754949170678,0.02835741037988229,0.15944355270197966,0.020331728196896735,0.19761013019439985,0.0,0.6202083333333334
12238,Formal,Men,False,0.4922916666666667,0.006517139229792637,0.01946677951756242,0.12272534913245874,0.027084214980956412,0.06700521935392863,0.0,0.5216666666666666
12390,Formal,Men,False,0.16625,0.0,0.0,0.08020050125313283,0.06015037593984962,0.08688387635756056,0.0,0.83375
12396,Formal,Men,False,0.4060416666666667,0.0,0.0,0.011800923550538737,0.032837352488455616,0.0314691294681033,0.0,0.5945833333333334
12447,NA,Unisex,False,0.09958333333333333,0.0,0.0,0.0,0.11715481171548117,0.1108786610878661,0.0,0.904375
12448,NA,Unisex,False,0.15770833333333334,0.0,0.0,0.0,0.06340819022457067,0.22148833113166005,0.0,0.88875
12451,NA,Unisex,False,0.16166666666666665,0.0,0.0,0.0,0.08247422680412371,0.062285223367697595,0.0,0.8383333333333334
12523,Casual,Girls,False,0.140625,0.0,0.0,0.0,0.09481481481481481,0.3797530864197531,0.0,0.859375
12785,Ethnic,Women,False,0.44645833333333335,0.006252916472235184,0.018665422305179653,0.11665888940737285,0.029864675688287448,0.22600715507855032,0.0,0.560625
12788,Ethnic,Women,False,0.449375,0.006861381548446916,0.022253129346314324,0.12795549374130738,0.0296708391284191,0.12517385257301808,0.0,0.55375
12990,Sports,Unisex,False,0.21291666666666667,0.0,0.0,0.0009784735812133072,0.06262230919765166,0.363013698630137,0.0,0.7916666666666666
13159,Casual,Women,False,0.478125,0.007145969498910676,0.020043572984749455,0.13246187363834422,0.027886710239651415,0.12026143790849673,0.0,0.5366666666666666
13394,Casual,Men,False,0.5170833333333333,0.007091055600322321,0.021756647864625302,0.14182111200644643,0.0257856567284448,0.1517593338705345,0.0,0.485625
13493,Travel,Unisex,False,0.43895833333333334,0.0,0.0,0.064546748932131,0.030374940673943997,0.03464641670621737,0.0,0.561875
13907,Casual,Men,False,0.2975,0.00042016806722689073,0.0014005602240896359,0.021708683473389355,0.04481792717086835,0.07516339869281045,0.0,0.7029166666666666
13915,Sports,Men,False,0.29770833333333335,0.0,0.0,0.015395381385584325,0.04478656403079076,0.5257756006531374,0.0,0.7039583333333334
13988,Casual,Men,False,0.23708333333333334,0.0,0.0,0.014938488576449912,0.056239015817223195,0.04012888107791447,0.0,0.7629166666666667
14116,Casual,Men,False,0.4064583333333333,0.013018964633521273,0.038954382368016405,0.2045105074320861,0.009738595592004101,0.1778575089697591,0.0,0.5995833333333334
14305,Casual,Unisex,False,0.17583333333333334,0.0,0.0,0.0,0.07582938388625593,0.07977883096366509,0.0,0.8245833333333333
14323,Casual,Women,False,0.39208333333333334,0.007970244420828906,0.026567481402763018,0.14452709883103082,0.03134962805526036,0.24052426496634785,0.0,0.620625
14788,Casual,Women,False,0.43625,0.0,0.0,0.0,0.030563514804202482,0.09391913403374721,0.0,0.6379166666666667
14820,Casual,Men,False,0.21145833333333333,0.0,0.0,0.0,0.06305418719211822,0.07881773399014778,0.0,0.8027083333333334
15047,Sports,Men,False,0.2554166666666667,0.0,0.0,0.0008156606851549756,0.052202283849918436,0.05247417074497009,0.0,0.7458333333333333
15085,Ethnic,Men,False,0.37645833333333334,0.005201992252351965,0.016602102933038185,0.1040398450470393,0.03541781959048146,0.032097399003873824,0.0,0.6235416666666667
15100,Ethnic,Women,False,0.3777083333333333,0.005515719801434087,0.01654715940430226,0.11969111969111969,0.03530060672917816,0.13200956058098914,0.0,0.623125
15102,Ethnic,Women,False,0.42833333333333334,0.008073929961089495,0.023832684824902722,0.11575875486381323,0.0311284046692607,0.13651102464332035,0.0,0.5820833333333333
15295,Casual,Unisex,False,0.37041666666666667,0.0,0.0,0.0,0.0359955005624297,0.11642294713160854,0.0,0.706875
15301,Sports,Men,False,0.28458333333333335,0.0,0.0,0.018301610541727673,0.04685212298682284,0.15031722791605662,0.0,0.715625
15393,Casual,Men,False,0.18541666666666667,0.0,0.0,0.020224719101123594,0.07191011235955057,0.03857677902621723,0.0,0.816875
15408,Sports,Men,False,0.30291666666666667,0.000687757909215956,0.002751031636863824,0.02200825309491059,0.04401650618982118,0.039889958734525444,0.0,0.6972916666666666
15506,Formal,Men,False,0.2675,0.0,0.0,0.021806853582554516,0.04984423676012461,0.03712357217030114,0.0,0.7325
15570,Casual,Boys,False,0.17979166666666666,0.0,0.0,0.0,0.07415990730011587,0.7821552723059096,0.0,0.8254166666666667
15755,Casual,Men,False,0.4816666666666667,0.008131487889273356,0.027249134948096887,0.14792387543252594,0.02768166089965398,0.14172433679354093,0.0,0.5310416666666666
15853,Casual,Girls,False,0.15229166666666666,0.001094391244870041,0.0027359781121751026,0.008207934336525308,0.08344733242134063,0.24259005927952576,0.0,0.8504166666666667
15865,Casual,Unisex,False,0.19666666666666666,0.0,0.0,0.005296610169491525,0.06779661016949153,0.2930790960451977,0.0,0.81
15922,Casual,Unisex,False,0.3910416666666667,0.0,0.0,0.0,0.034096963239211506,0.038891848694725624,0.0,0.616875
15955,Formal,Men,False,0.15604166666666666,0.000267022696929239,0.0013351134846461949,0.14285714285714285,0.06408544726301736,0.051179350244770806,0.0,0.8441666666666666
15989,Casual,Men,False,0.47229166666666667,0.006793118659020733,0.022496691662990738,0.141155712395236,0.0282311424790472,0.1902661373327452,0.0,0.5297916666666667
16098,Casual,Women,False,0.10770833333333334,0.0,0.0,0.0,0.05609284332688588,0.048355899419729204,0.0,0.8922916666666667
16163,Formal,Men,False,0.21,0.0,0.0,0.016865079365079364,0.06349206349206349,0.0744047619047619,0.0,0.79
16239,Casual,Unisex,False,0.25166666666666665,0.0,0.0,0.015728476821192054,0.052980132450331126,0.0957505518763797,0.0,0.7545833333333334
16379,Formal,Men,False,0.38479166666666664,0.012019491066594478,0.04006497022198159,0.2030319436924743,0.017325392528424473,0.2806352643927089,0.0,0.6210416666666667
17095,Casual,Women,False,0.20625,0.0,0.0,0.031313131313131314,0.05656565656565657,0.02154882154882155,0.0,0.79375
17483,Casual,Men,False,0.25083333333333335,0.0,0.0,0.02574750830564784,0.053156146179401995,0.03709856035437431,0.0,0.7491666666666666
17540,Formal,Men,False,0.5229166666666667,0.007888446215139441,0.024701195219123506,0.15219123505976095,0.02549800796812749,0.4788844621513944,0.0,0.4825
17631,Casual,Women,False,0.3485416666666667,0.0,0.0,0.0,0.03825463239689181,0.05678421996413628,0.0,0.6872916666666666
17904,Sports,Men,False,0.3177083333333333,0.0,0.0,0.0006557377049180328,0.0419672131147541,0.05136612021857923,0.0,0.6835416666666667
17945,Sports,Men,False,0.436875,0.010109680495946592,0.03338102050548403,0.1759656652360515,0.021936099189318072,0.1041169925290097,0.0,0.5670833333333334
18208,Casual,Men,False,0.18708333333333332,0.0,0.0,0.0,0.07126948775055679,0.39235337787676317,0.0,0.81625
18685,Casual,Men,False,0.2685416666666667,0.0,0.0,0.0069821567106283944,0.04965089216446858,0.013447116627876907,0.0,0.7314583333333333
18715,Casual,Women,False,0.4379166666666667,0.006565176022835395,0.021883920076117985,0.12607040913415796,0.030447193149381543,0.09641611163970822,0.0,0.5627083333333334
18733,Casual,Women,False,0.4322916666666667,0.00636144578313253,0.02072289156626506,0.1291566265060241,0.030843373493975902,0.10136546184738955,0.0,0.570625
18804,Casual,Men,False,0.23125,0.0,0.0,0.0,0.05765765765765766,0.042942942942942944,0.0,0.7739583333333333
18869,Casual,Women,False,0.37041666666666667,0.003712035995500562,0.012373453318335208,0.10292463442069741,0.0359955005624297,0.14360704911886013,0.0,0.6558333333333334
19007,Casual,Women,False,0.40479166666666666,0.005970149253731344,0.019042717447246525,0.11682964487905301,0.032938754503345345,0.22799794132784354,0.0,0.5954166666666667
19247,Casual,Women,False,0.46770833333333334,8.908685968819599e-05,0.00044543429844097997,0.07171492204899778,0.028507795100222718,0.20311804008908685,0.0,0.533125
19263,Casual,Women,False,0.42104166666666665,0.0,0.0,0.014844136566056407,0.03166749134092034,0.6369783935345539,0.0,0.58
19322,Casual,Men,False,0.49083333333333334,0.0069609507640067915,0.0233446519524618,0.13837011884550085,0.027164685908319185,0.08955857385398981,0.0,0.5116666666666667
19429,Smart Casual,Men,False,0.5072916666666667,0.007474332648870637,0.024640657084188913,0.13798767967145792,0.026283367556468172,0.08624229979466119,0.0,0.496875
19904,Casual,Women,False,0.2654166666666667,0.0,0.0,0.007849293563579277,0.05023547880690738,0.06750392464678179,0.0,0.7364583333333333
19921,Casual,Unisex,False,0.34125,0.0,0.0,0.0,0.03907203907203907,0.11457061457061457,0.0,0.6625
20222,Casual,Women,False,0.428125,0.005742092457420926,0.017518248175182483,0.13138686131386862,0.031143552311435525,0.14712084347120843,0.0,0.5747916666666667
20329,Ethnic,Men,False,0.53125,0.012172549019607843,0.03372549019607843,0.16862745098039217,0.025098039215686273,0.12287581699346405,0.0,0.46958333333333335
20445,Casual,Unisex,False,0.13979166666666668,0.0,0.0,0.0,0.09538002980625931,0.36164927968206656,0.0,0.8672916666666667
20709,Smart Casual,Men,False,0.225625,0.0,0.0,0.014773776546629732,0.05909510618651893,0.04339796860572484,0.0,0.774375
21014,Casual,Unisex,False,0.12208333333333334,0.0,0.0,0.0,0.10921501706484642,0.009101251422070534,0.0,0.8779166666666667
21853,Casual,Girls,False,0.2629166666666667,0.0,0.0,0.0,0.05071315372424723,0.309297411516112,0.0,0.7395833333333334
21947,Casual,Women,False,0.33645833333333336,0.0,0.0,0.0,0.039628482972136225,0.07203302373581011,0.0,0.7025
22232,NA,Men,False,0.078125,0.0,0.0,0.034666666666666665,0.0,0.059555555555555556,0.0,0.921875
22233,NA,Men,False,0.08291666666666667,0.0,0.0,0.03015075376884422,0.0,0.035175879396984924,0.0,0.9170833333333334
22453,Ethnic,Women,False,0.444375,0.010032817627754338,0.032817627754336616,0.15752461322081576,0.030004688232536336,0.28285669635880606,0.0,0.5591666666666667
22587,Sports,Boys,False,0.184375,0.0,0.0,0.0,0.07231638418079096,0.030508474576271188,0.0,0.815625
22628,Sports,Boys,False,0.18979166666666666,0.0,0.0,0.0,0.07025246981339188,0.06256860592755215,0.0,0.8102083333333333
22649,Casual,Unisex,False,0.473125,0.0,0.0,0.010127697049757816,0.028181417877586965,0.12432115074123,0.0,0.5289583333333333
22660,Casual,Unisex,False,0.4214583333333333,0.0,0.0,0.0,0.03163618388531883,0.0779370571758115,0.0,0.5785416666666666
22683,Travel,Unisex,False,0.21604166666666666,0.0,0.0,0.0,0.06075216972034716,0.06364513018322084,0.0,0.794375
23101,Formal,Men,False,0.2547916666666667,0.0,0.0,0.001635322976287817,0.05233033524121014,0.02153175252112292,0.0,0.7452083333333334
23112,Formal,Men,False,0.24625,0.0,0.0,0.0,0.05414551607445008,0.0194585448392555,0.0,0.75375
23240,Ethnic,Women,False,0.49104166666666665,0.006703436571913451,0.02206194314806958,0.13449299957573185,0.027153160797624098,0.09348041295432047,0.0,0.5095833333333334
23301,Ethnic,Women,False,0.40229166666666666,0.011910926980838945,0.0398757120662869,0.20870015535991715,0.026929052304505437,0.5066459520110478,0.0,0.6297916666666666
23327,Ethnic,Women,False,0.355625,0.005272407732864676,0.01757469244288225,0.11833626244874049,0.03749267721148213,0.07186096465534075,0.0,0.6452083333333334
23337,Ethnic,Women,False,0.23104166666666667,0.0,0.0,0.09467989179440937,0.057709648331830475,0.32281334535617673,0.0,0.7929166666666667
23623,Casual,Girls,False,0.18979166666666666,0.0,0.0,0.0,0.07025246981339188,0.14013904134650568,0.0,0.8116666666666666
23648,Casual,Men,False,0.47583333333333333,0.00691768826619965,0.023204903677758317,0.13747810858143608,0.028021015761821366,0.14652656158785757,0.0,0.5335416666666667
23844,Sports,Men,False,0.23854166666666668,0.0,0.0,0.013100436681222707,0.05589519650655022,0.24075691411935954,0.0,0.7697916666666667
23925,Sports,Men,False,0.2625,0.0,0.0,0.014285714285714285,0.050793650793650794,0.0335978835978836,0.0,0.7375
24189,Casual,Unisex,False,0.23416666666666666,0.0,0.0,0.018683274021352312,0.05693950177935943,0.17319098457888493,0.0,0.7658333333333334
24294,Casual,Men,False,0.366875,0.0,0.0,0.019875070982396367,0.03634298693923907,0.017035775127768313,0.0,0.633125
24458,Casual,Women,False,0.17791666666666667,0.0032786885245901644,0.01053864168618267,0.04332552693208431,0.07142857142857142,0.1451990632318501,0.0,0.8239583333333333
24544,Ethnic,Women,False,0.46479166666666666,0.007978484984311968,0.024204392649036306,0.14388166741371583,0.02868668758404303,0.20304796055580457,0.0,0.5358333333333334
24551,Ethnic,Women,False,0.5064583333333333,0.00888523241464418,0.025915261209378856,0.14726450020567666,0.02632661456190868,0.15357191827780062,0.0,0.5060416666666666
24642,Formal,Men,False,0.12416666666666666,0.0,0.0,0.0,0.09060402684563758,0.052572706935123045,0.0,0.8758333333333334
24717,Casual,Men,False,0.22666666666666666,0.0,0.0,0.030330882352941176,0.058823529411764705,0.03216911764705882,0.0,0.7733333333333333
